time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c,speaker_gender,listener_gender
3530,HOSPITAL,1,1,0.959616,0.869724,0.770003,0,0,0.834291,0.751341,0.732948,1.34073,2.20056,0,0,0.675999,0,0,0,1,1,1,0,1,m,w
3531,HOSPITAL,1,1,0.949797,0.887163,0.94002,0,0,0.872486,0.562944,0.799521,1.1292,2.1757,0,0,0,0,0,0,1,1,1,0,1,m,w
3532,HOSPITAL,1,1,0.951919,0.580686,0.758269,0,0,0.867816,0,0.733755,1.0247,2.13028,0,0,0.591839,0,0,0,1,1,1,1,1,m,w
3533,HOSPITAL,1,1,0.948032,0.558787,0.738165,0,0,0.880238,0.639239,0.792603,1.06021,1.7911,0,0,0,0,0,0,1,1,1,1,1,m,w
3534,HOSPITAL,1,1,0.95394,0.532289,0,0,0,0.867938,0,0.785621,1.17309,1.67116,0,0,0,0,0,0,1,1,1,1,1,m,w
3535,HOSPITAL,1,1,0.958517,0.63395,0.605458,0,0,0.870931,0.510128,0.731029,1.11262,1.95808,0,0,0,0,0,0,1,1,1,1,1,m,w
3536,HOSPITAL,1,1,0.964487,0,0,0,0,0.912251,0.644657,0.751078,1.20262,1.84276,0,0,0,0,0,0,1,0,0,1,0,m,w
3537,HOSPITAL,1,1,0.971547,0.556309,0.675219,0,0,0.951838,0,0.867484,1.17748,1.55865,0,0,0,0.759013,0,0,1,1,0,0,0,m,w
3538,HOSPITAL,1,1,0.97655,0,0.555325,0,0,0.992681,0,1.00284,1.18024,1.40608,0,0,0,0,0,0,1,0,0,0,0,m,w
3539,HOSPITAL,1,1,0.979579,0,0.53885,0,0,1.09176,0,1.09306,1.23545,1.53816,0,0,0,0,0,0,1,0,0,0,0,m,w
3540,HOSPITAL,1,1,0.982297,0,0.600734,0,0,1.15163,0,1.20143,1.34643,1.82544,0,0,0,0.525622,0,0,1,0,0,0,0,m,w
3541,HOSPITAL,1,1,0.981512,0,0.905112,0,0,1.22272,0,1.35536,1.32916,2.08825,0,0,0,0,0,0,1,0,0,0,0,m,w
3542,HOSPITAL,1,1,0.982045,0,0.871472,0,0,1.26599,0.524734,1.48392,1.24719,2.14563,0,0,0,0,0,0,1,1,0,0,0,m,w
3543,HOSPITAL,1,1,0.979955,0,0.850072,0,0,1.3145,0,1.52937,1.22202,2.23785,0,0,0,0,0,0,1,1,0,0,0,m,w
3544,HOSPITAL,1,1,0.981075,0,0,0,0,1.26885,0.509861,1.45052,1.36825,2.15939,0,0,0,0,0,0,1,1,0,0,0,m,w
5446,HOSPITAL,1,1,0.891292,0,0.761431,2.17812,0,0.816367,2.43129,1.2159,0,0.68905,0.777102,0,0,3.44965,0,1,0,1,0,0,0,w,m
5447,HOSPITAL,1,1,0.86535,0,0,1.5483,0,0.751872,1.80767,1.17429,0.533411,0,0.70969,0,0,3.67496,0,1,0,0,0,0,0,w,m
5448,HOSPITAL,1,1,0.78372,0,0,1.61873,0,0.845294,1.82293,1.04153,1.21373,0,0,0,0,2.37769,0,1,1,0,0,0,0,w,m
5450,HOSPITAL,1,1,0.898632,0,0.759629,2.21185,0.800676,0.622466,1.67302,0.940416,0,0,1.19909,0,0,2.70374,0,1,0,1,0,0,0,w,m
5451,HOSPITAL,1,1,0.871319,0,0,2.43224,0,0.630278,1.74019,1.01018,0,0,0.928065,0,0.527759,2.20713,0,1,0,1,0,0,0,w,m
5452,HOSPITAL,1,1,0.872564,0.573793,0.620943,2.58263,0,0.591338,0.928729,0.745396,0,0,1.7486,0,0.562725,2.62269,0,1,0,1,0,0,0,w,m
5453,HOSPITAL,1,1,0.852036,0.593573,1.22372,1.54152,0,0,1.10326,0,0,0,1.22857,0.579582,1.24434,4.07008,0,1,0,1,1,0,0,w,m
5454,HOSPITAL,1,1,0.911079,0.621385,1.21806,1.62374,0,0,1.33943,0,0,0,1.20904,0.80502,1.26936,3.41963,0,1,0,1,1,0,0,w,m
5455,HOSPITAL,1,1,0.898503,1.06106,1.22451,1.88525,0,0,0.944052,0,0,0,1.05993,0,0,4.27577,0,1,0,1,0,0,0,w,m
5456,HOSPITAL,1,1,0.875124,1.07874,0.886401,2.01394,0,0,0.900997,0,0,0,1.03943,0,0.663456,3.65943,0.698004,1,0,1,0,0,0,w,m
5457,HOSPITAL,1,1,0.872398,0.861759,0.845469,1.99948,0,0,1.01218,0.55541,0,0,0.997444,0,0.904488,3.36278,0.694318,1,0,1,0,0,0,w,m
5458,HOSPITAL,1,1,0.909525,0.848796,1.41382,1.82302,0,0.501116,1.26682,0.548703,0.511736,0,0.630086,0,0.75128,3.54688,0,1,0,1,0,0,0,w,m
