time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c,speaker_gender,listener_gender
29669,HURT,1,1,0.949051,1.1757,1.94976,0.947066,0,0,0,0,0,0,0.861297,0,0,1.41763,0.746646,0,0,1,1,0,1,w,w
29670,HURT,1,1,0.970609,0,1.21222,1.26526,0,0,0,0,0,0,0.810506,0,0,1.57451,0.758488,0,0,1,1,0,0,w,w
29671,HURT,1,1,0.971477,0,0.721645,1.05058,0,0,0,0,0,0,0,0,0.541905,1.19484,0.722032,0,0,0,0,0,0,w,w
29685,HURT,1,1,0.952035,0.798617,1.95331,1.27468,1.10522,0,1.29074,0,1.86851,0.524284,0,0,0.799649,0.672581,0,0,0,1,1,0,0,w,w
29686,HURT,1,1,0.98482,0.665295,1.6397,1.23903,1.0623,0,0.521283,0,0.696088,1.84937,0,0.575384,1.20415,1.2186,0,0,0,1,1,0,0,w,w
29687,HURT,1,1,0.985983,0,1.39107,0,1.00048,0,0,0.635837,0.677699,1.88095,0,0,1.34156,1.07941,0,0,0,1,1,0,0,w,w
29688,HURT,1,1,0.982648,0,1.33103,0,0.956627,0.509387,0.81149,0.624756,0.638709,2.03097,0,0,1.11423,1.41332,0,0,0,1,1,0,1,w,w
29689,HURT,1,1,0.978415,0,0.887312,0,0.969474,0.526396,0.606029,0.742934,0.543174,1.94793,0,0,1.15756,1.32883,0,0,0,1,1,0,0,w,w
29690,HURT,1,1,0.97881,0,0,0,1.32146,0,0.573643,0.774731,0.838372,2.03364,0,0,1.2546,1.04392,0,0,0,1,0,0,0,w,w
29691,HURT,1,1,0.979507,0,0,0,0.829507,0,0,0.739316,0.784897,1.90036,0,0,0.6253,1.33697,0,0,0,1,1,0,1,w,w
29692,HURT,1,1,0.977267,0,0.785543,0.861666,0.659917,0,1.39532,0.50989,0,1.38414,0,0,0,2.14754,0,0,0,1,1,0,1,w,w
29693,HURT,1,1,0.981762,0,1.00204,0.995217,0,0,1.56638,0.622341,0,1.40834,0,0,0,1.68477,0,0,0,1,1,0,1,w,w
29694,HURT,1,1,0.985125,0.513831,0.807091,0.742801,0.511191,0,1.07969,0,0,1.31622,0,0,0,2.66559,0,0,0,1,1,0,1,w,w
29695,HURT,1,1,0.987022,0,0.71422,0.697389,0.629404,0,1.04781,0,0,1.35874,0,0,0,2.08298,0,0,0,1,1,0,1,w,w
29696,HURT,1,1,0.97979,0,0.776659,0,0.647056,0,0.563028,0,0,1.54289,0,0,0,1.6426,0,0,0,1,1,0,1,w,w
29697,HURT,1,1,0.97629,0,0,0,0,0,0.539771,0.554688,0,1.52771,0,0.514653,0.687825,2.31237,0,0,0,0,1,0,1,w,w
29698,HURT,1,1,0.979027,0,0.767173,0.649885,0,0,0.845102,0,0,1.36963,0,0.57141,0,2.30255,0,0,0,1,1,0,1,w,w
29699,HURT,1,1,0.981629,0,0.821926,1.09699,0,0,1.0182,0,0.575053,1.18063,0,0.615298,0,1.61545,0,0,0,1,1,0,1,w,w
29700,HURT,1,1,0.987185,0,0.958966,1.54415,0,0,1.29716,0,0,1.40011,0,0.559483,0,1.00295,0,0,0,1,1,0,1,w,w
29701,HURT,1,1,0.989326,0,0.97504,1.46127,0,0,1.09087,0,0,1.44936,0,0,0.583835,0.781363,0,0,0,1,1,0,0,w,w
29702,HURT,1,1,0.987025,0,1.06421,1.08542,0,0,0,0,0,0.858904,0,0,0,0,0,0,0,1,0,0,1,w,w
29703,HURT,1,1,0.979056,0,1.5202,1.08331,0,0,0,0,0,0,0,0,0,0.66163,0.556008,0,0,1,0,0,0,w,w
10426,HURT,1,1,0.764236,0,0.50299,0,0,0,0,0,0,0.67626,1.95055,1.18061,0.77472,0,0,1,0,1,1,0,0,w,w
10446,HURT,1,1,0.806106,0,0,0,0.928453,0,0.922466,0.535643,0,1.33548,1.06947,1.16063,1.05948,0,0,1,1,1,1,0,0,w,w
6844,HURT,1,1,0.979039,0,0,0,0,0.848021,0.53045,0.796987,1.19586,1.04548,0,0,0,0,0,0,1,0,0,0,0,m,w
6845,HURT,1,1,0.980416,0,0,0,0,0.839137,0.612639,0.807255,1.20196,0.930704,0,0,0,0,0,0,1,0,0,0,0,m,w
6846,HURT,1,1,0.978819,0,0,0,0,0.828203,0,0.7858,1.23231,0.984789,0,0,0,0,0,0,1,0,0,0,0,m,w
6847,HURT,1,1,0.979083,0,0,0,0,0.784252,1.00683,0.77076,1.20916,1.09486,0,0,0,0,0,0,1,0,0,0,0,m,w
6848,HURT,1,1,0.980157,0,0,0,0,0.783814,0.978921,0.774445,1.1422,1.10002,0,0,0,0,0,0,1,0,0,0,0,m,w
6849,HURT,1,1,0.981477,0,0,0,0,0.8342,0.65375,0.797113,1.21786,1.0571,0,0,0,0,0,0,1,0,0,0,0,m,w
6850,HURT,1,1,0.982188,0,0,0,0,0.783691,0.638532,0.733918,1.27684,0.888055,0,0,0,0,0,0,1,0,0,0,0,m,w
6851,HURT,1,1,0.982966,0,0,0,0,0.759734,0.79965,0.732594,1.12092,0.929705,0,0,0,0,0,0,1,0,0,0,0,m,w
6852,HURT,1,1,0.982941,0,0,0,0,0.787782,0.583006,0.766981,1.10222,0.872887,0,0,0,0,0,0,1,0,0,0,0,m,w
6853,HURT,1,1,0.98276,0,0,0,0,0.830407,0,0.788741,1.11938,0.861817,0,0,0,0,0,0,1,0,0,0,0,m,w
6854,HURT,1,1,0.985304,0,0,0,0,0.718306,0,0.737677,1.08267,0.779651,0,0,0,0,0,0,1,0,0,0,0,m,w
6855,HURT,1,1,0.985026,0,0,0,0,0.737661,0,0.73578,1.10101,0.877655,0,0,0,0,0,0,1,0,0,0,0,m,w
6856,HURT,1,1,0.986185,0,0,0,0,0.733154,0,0.794458,1.06596,1.02658,0,0,0.723881,0,0,0,1,0,0,0,0,m,w
6857,HURT,1,1,0.986066,0,0,0,0,0.686281,0,0.724556,1.00755,1.01375,0,0,0.516471,0,0,0,1,0,0,0,0,m,w
6858,HURT,1,1,0.98565,0,0,0,0,0.662148,0,0.717959,0.998257,1.02714,0,0,0,0,0,0,1,0,0,0,0,m,w
6859,HURT,1,1,0.985917,0,0,0,0,0.672931,0,0.74611,1.0012,1.02267,0,0,0,0,0,0,1,0,0,0,0,m,w
6860,HURT,1,1,0.98595,0,0,0,0,0.653615,0,0.729206,1.10554,1.17495,0,0,0,0,0,0,1,0,0,0,0,m,w
6861,HURT,1,1,0.985756,0,0.6315,0,0,0.667258,0,0.735645,1.14099,1.18262,0,0,0,0,0,0,1,0,0,0,0,m,w
6862,HURT,1,1,0.985131,0,0.712865,0,0,0.632186,0,0.690222,1.14322,1.14695,0,0,0.690288,0,0,0,1,0,0,0,0,m,w
6863,HURT,1,1,0.985582,0,0.800908,0,0,0.607569,0,0.681292,1.05618,1.25867,0,0,0.697151,0,0,0,1,0,0,0,0,m,w
6864,HURT,1,1,0.985969,0,0.516431,0,0,0.546868,0,0.581745,1.02219,1.1171,0,0,0.708289,0,0,0,1,0,0,0,0,m,w
6865,HURT,1,1,0.986538,0,0.517924,0,0,0.54938,0,0.57578,0.963935,1.12546,0,0,0.704535,0,0,0,1,0,0,0,0,m,w
6866,HURT,1,1,0.987265,0,0.753912,0,0,0.511746,0,0.551509,0.95825,1.02812,0,0,0.606957,0,0,0,1,0,0,0,0,m,w
6867,HURT,1,1,0.987274,0,0.718228,0,0,0.508875,0,0.555047,0.923606,1.00159,0,0,0.631574,0,0,0,1,0,0,0,0,m,w
6868,HURT,1,1,0.987161,0,0.672608,0,0,0.513075,0,0,1.01193,1.12847,0,0,0.62556,0,0,0,1,0,0,0,0,m,w
6869,HURT,1,1,0.987151,0,0.723447,0,0,0,0,0,0.878568,1.06937,0,0,0.514154,0,0,0,1,0,0,0,0,m,w
6870,HURT,1,1,0.987968,0,0.588667,0,0,0.503029,0,0.551559,0.924493,1.12275,0,0,0.578509,0,0,0,1,0,0,0,0,m,w
6871,HURT,1,1,0.987946,0,0.669689,0,0,0,0,0.545251,0.806847,1.02781,0,0,0,0,0,0,1,0,0,0,0,m,w
6872,HURT,1,1,0.987748,0,0.649287,0,0,0,0,0.534532,0.803347,0.970635,0,0,0.643352,0,0,0,1,0,0,0,0,m,w
6873,HURT,1,1,0.98825,0,0,0,0,0.521016,0,0.610002,0.913233,0.981413,0,0,0.739708,0,0,0,1,0,0,0,0,m,w
6874,HURT,1,1,0.988728,0,0.786637,0,0,0,0,0.55934,1.00413,1.07434,0,0,0.826246,0,0,0,1,0,0,0,0,m,w
6875,HURT,1,1,0.988708,0,0.791767,0,0,0,0,0,0.813896,0.96441,0,0,0.796675,0,0,0,1,0,0,0,0,m,w
6876,HURT,1,1,0.989243,0,0.653403,0,0,0,0,0,0.811018,1.12359,0,0,0.85414,0,0,0,1,0,0,0,0,m,w
6877,HURT,1,1,0.989544,0,0.932509,0,0,0,0,0.529846,0.81161,1.22079,0,0,0.739297,0,0,0,1,0,0,0,0,m,w
6878,HURT,1,1,0.987696,0,1.05846,0,0,0,0,0,0.850244,1.05183,0,0,0.661982,0,0,0,1,0,0,0,0,m,w
6879,HURT,1,1,0.987258,0,0.895414,0,0,0,0,0,0.823696,1.15992,0,0,0.890725,0,0,0,1,0,0,0,0,m,w
6880,HURT,1,1,0.984524,0,0.995251,0,0,0,0,0,0.777985,1.09355,0,0,0.742858,0,0,0,1,0,0,0,0,m,w
6881,HURT,1,1,0.983696,0,0.679523,0,0,0.516815,0,0.506468,0.827764,1.09743,0,0,0.817713,0,0,0,1,0,0,0,0,m,w
6882,HURT,1,1,0.982799,0,0.539218,0,0,0.552632,0.803053,0.601252,0.915388,0.768565,0,0,0,0,0,0,1,0,0,0,0,m,w
6883,HURT,1,1,0.981629,0,0.564184,0,0,0.594218,0.67999,0.620139,1.01414,0.799856,0,0,0,0,0,0,1,0,0,0,0,m,w
6884,HURT,1,1,0.97896,0,0.828734,0,0,0.526767,0.688736,0.533719,0.841534,0.732823,0,0,0,0.525672,0,0,1,0,0,0,0,m,w
6885,HURT,1,1,0.974534,0,0.913856,0,0,0,1.04587,0.51379,0.694924,0.739973,0,0,0.550288,0,0,0,1,0,0,0,0,m,w
6886,HURT,1,1,0.976276,0,0.872663,0,0,0,1.20802,0.526332,0.769171,0.741032,0,0,0,0,0,0,1,0,0,0,0,m,w
6887,HURT,1,1,0.975669,0,0.925941,0,0,0.516733,1.00757,0.576336,0.723093,0.758013,0.501709,0,0,0.658112,0,0,1,0,0,0,0,m,w
6888,HURT,1,1,0.960511,0,0.875348,0,0,0,1.06989,0.533181,0.704997,0,0.557005,0,0.586874,0.663126,0,0,1,0,0,0,0,m,w
6889,HURT,1,1,0.960744,0,0.954884,0,0,0,1.02686,0.515259,0.707671,0.717168,0.554239,0,0,0.963815,0,0,1,0,0,0,0,m,w
6890,HURT,1,1,0.968548,0,0.890368,0,0,0,1.17891,0,0.780549,0.578115,0.72703,0,0,1.13369,0,0,1,0,0,0,0,m,w
6891,HURT,1,1,0.968604,0,0.814565,0,0,0,1.38996,0,0.825341,0,0,0,0.551748,1.21703,0,0,1,0,0,0,0,m,w
6892,HURT,1,1,0.968821,0,0.894753,0,0,0,0.893218,0,0.876667,0,0,0,0,1.1582,0,0,1,0,0,0,0,m,w
6893,HURT,1,1,0.970578,0,0.897615,0,0,0,0.937812,0,0.87521,0,0,0,0,1.24314,0,0,1,0,0,0,0,m,w
6894,HURT,1,1,0.967205,0,0.790423,0,0,0.587806,1.05889,0.595665,1.13248,0,0,0,0,1.18281,0,0,1,0,0,0,0,m,w
6895,HURT,1,1,0.967517,0,0.735515,0,0,0.593258,0.971043,0.58243,1.17807,0.532776,0,0,0,1.16578,0,0,1,0,0,0,0,m,w
6896,HURT,1,1,0.965535,0,0.816421,0,0,0.651273,0.973524,0.657485,1.27638,0.768447,0,0,0,0,0,0,1,0,0,0,0,m,w
6897,HURT,1,1,0.966793,0,0.752985,0,0,0.667123,0.733905,0.668111,1.29002,0.734407,0,0,0,0.6956,0,0,1,0,0,0,0,m,w
6898,HURT,1,1,0.964977,0,0.774522,0,0,0.554253,0.713527,0.555302,1.10438,0.823775,0,0,0,0.919666,0,0,1,0,0,0,0,m,w
6899,HURT,1,1,0.965664,0,0.652827,0,0,0.565695,0.780068,0.587994,1.13209,0.878137,0,0,0,0.955315,0,0,1,0,0,0,0,m,w
6900,HURT,1,1,0.967514,0,0.798721,0,0,0.532341,0.55105,0.563401,1.15388,0.787659,0,0,0,0.800849,0,0,1,0,0,0,0,m,w
6901,HURT,1,1,0.967588,0,0.863401,0,0,0,0,0,1.14317,0.724268,0,0,0,0.691636,0,0,1,0,0,0,0,m,w
6902,HURT,1,1,0.9681,0,0.843845,0,0,0,0,0,1.18282,0.544311,0,0,0,0,0,0,1,0,0,0,0,m,w
6903,HURT,1,1,0.965254,0,0.984728,0,0,0,0.548727,0,1.17171,0,0,0,0,0,0,0,1,0,0,0,0,m,w
6904,HURT,1,1,0.960682,0,0.982921,0,0,0.544775,0.629505,0.545706,1.0844,0,0,0,0,0,0,0,1,0,0,0,0,m,w
6905,HURT,1,1,0.958543,0,0.913569,0,0,0.57194,0.825203,0.532171,1.0866,0,0,0,0,0,0,0,1,0,0,0,0,m,w
6906,HURT,1,1,0.95501,0,0.939943,0,0,0.559815,0.999599,0.528266,1.08636,0,0,0,0,0,0,0,1,0,0,0,0,m,w
6907,HURT,1,1,0.953148,0.665179,1.13608,0,0,0.54048,0.916902,0.50436,1.06407,0,0,0,0,0,0,0,1,0,0,0,0,m,w
6908,HURT,1,1,0.95371,0.778794,1.23822,0,0,0.528508,0.694426,0.5027,1.18104,0,0,0,0,0,0,0,1,0,0,0,0,m,w
6909,HURT,1,1,0.953777,0.725244,1.37312,0,0,0.527697,0.734776,0,1.19603,0,0,0,0.503699,0,0,0,1,0,0,0,0,m,w
6910,HURT,1,1,0.951051,0.619686,1.29531,0,0,0.545234,0.872377,0.522602,1.24459,0,0,0,0,0.53932,0,0,1,0,0,0,0,m,w
