time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c,speaker_gender,listener_gender
3157,RAIN,1,1,0.871246,0,0,1.44225,0,0,1.36024,0,0,0,0,0,0.588827,2.11653,0.505982,0,0,0,0,0,1,w,m
3158,RAIN,1,1,0.801416,0,0,1.92852,0.709178,0,1.23058,0,0,0,0,0.591376,0.632655,3.0694,0,1,0,1,0,0,0,w,m
3159,RAIN,1,1,0.744693,0,0,1.42416,0.673695,0,0,0,0.918443,0,0,0.700765,0.521153,3.23445,0,0,0,1,0,1,0,w,m
3160,RAIN,1,1,0.775083,0,0.537485,0.577386,0.852812,0,0,0,0.965834,0,0,0.699361,0,2.75002,0,0,0,1,0,0,0,w,m
3161,RAIN,1,1,0.869055,0.907363,0.733631,0,1.00628,0,0,0,0,0.746518,0,0,0,1.46072,0,0,0,1,1,0,0,w,m
3162,RAIN,1,1,0.790541,0.996966,0,0,1.33811,0,0,0,0,0,0,0,0,0.647623,0,0,0,0,1,0,0,w,m
3167,RAIN,1,1,0.785839,1.49451,0,0,1.4955,0,0,0.56051,0,0.829219,0,0,1.95793,1.70139,0,0,1,0,1,0,0,w,m
3169,RAIN,1,1,0.798044,1.73602,0,0,1.32456,0,0,0,0,0.841382,0,0,0.896826,2.35906,0,0,0,0,0,0,0,w,m
3170,RAIN,1,1,0.865747,1.02706,0,0,1.01892,0,0.818248,0,0,1.5304,0,0,1.40233,1.00507,0,0,0,0,1,0,0,w,m
3171,RAIN,1,1,0.885456,0,0.693866,0.947608,0.856839,0,0,0.608335,0,1.50039,0.549731,0.538442,1.56145,0,0,0,0,0,1,0,0,w,m
3172,RAIN,1,1,0.823049,0,1.05145,0.866288,0.905384,0,0.562125,0.720765,0,1.59887,0.745499,0.640795,1.06986,0,0,0,0,0,1,0,0,w,m
3173,RAIN,1,1,0.823026,0.70161,0.874273,0.602384,0.589133,0.607757,0,0.950251,0.830377,2.20788,0.871604,0,1.80239,0,0,0,0,0,1,0,0,w,m
3174,RAIN,1,1,0.910376,1.02803,1.11982,1.15279,0.87628,0.58677,0,0.80082,0.838198,1.83968,0.845936,0,1.04441,0,0,0,1,0,1,0,0,w,m
3175,RAIN,1,1,0.92421,0.934228,1.88926,1.14961,0.644529,0.677087,0,0.944412,0.85425,1.85472,0.744758,0,0.682106,0,0,0,1,0,1,0,0,w,m
3176,RAIN,1,1,0.912421,0.520768,1.444,1.26427,0,0.553297,0.726161,0.983138,1.06302,1.98985,0.627711,0.847209,0.626761,0,0,0,1,1,1,0,0,w,m
3177,RAIN,1,1,0.9131,0.560047,0.805043,1.75175,0,0.583574,0.899322,1.03211,1.37601,2.40984,0,0.812629,0,0,0,0,1,0,1,0,0,w,m
3178,RAIN,1,1,0.940175,0,0.885674,2.50119,0,0,1.53994,0.973271,0.946236,2.41655,0,0.769005,0.721193,0.661184,0,1,1,0,1,0,0,w,m
3179,RAIN,1,1,0.922346,0,1.03075,1.76831,0,0.592465,0.731832,1.17913,0.716111,2.63998,0,0,0,0,0,1,0,0,1,0,0,w,m
3180,RAIN,1,1,0.883692,0.904391,1.34567,1.83897,0,0,0.585765,0.795209,0,2.48494,0,0,1.22954,0,0,1,0,0,1,0,0,w,m
3182,RAIN,1,1,0.776437,0.853631,0.888002,0.634192,0,0,0.834384,0,0,0.597198,0,0,0.675884,1.61651,0,0,0,0,1,0,0,w,m
