time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c,speaker_gender,listener_gender
18403,BATH,1,1,0.897505,0,0,0,0.729691,0,1.09634,0,0,0,0,0,0,1.81935,0.505278,1,0,0,1,0,1,m,w
18404,BATH,1,1,0.902614,0.514873,0,0,0.584291,0,1.45498,0,0,0,0.517785,0,0,1.73801,0,1,0,0,1,0,1,m,w
18405,BATH,1,1,0.917237,0.864625,0,0,0,0,0.692676,0,0,0,1.05701,0,0,1.80433,0,1,0,0,1,0,1,m,w
18406,BATH,1,1,0.901549,0.701061,0.996509,0,0.664744,0,0.953571,0,0,0,0,0,0.691884,1.16622,0,1,0,0,1,0,1,m,w
18407,BATH,1,1,0.876737,0.71127,0.512459,0,0,0,0,0,0.550763,0,0,0,1.23279,0,0,0,1,0,1,0,0,m,w
18436,BATH,1,1,0.82139,0.521805,0.626429,0.718026,0,0,0,0,0,0,0,0,0,0.813695,0,1,0,0,1,0,0,m,w
18437,BATH,1,1,0.934923,0.554362,0.512472,0,0,0,0.59208,0,0,0,0,0,0,3.55221,0,1,0,0,1,0,0,m,w
18438,BATH,1,1,0.932617,0,0.545365,0,0.729979,0,1.06999,0,0,0,0,0,0,3.55133,0,1,1,0,1,0,0,m,w
18439,BATH,1,1,0.957568,0,0,0,0.523388,0,0.78465,0,0,0,0.700499,0,0,2.92876,0.565106,1,0,0,1,0,0,m,w
18440,BATH,1,1,0.949392,0,0.817586,0,0.648125,0,0,0,0,0,0.636043,0,0,4.19368,0.970277,1,1,0,1,0,0,m,w
18441,BATH,1,1,0.96341,0,0.728914,0,0.751674,0,0,0,0,0,0,0,0.680014,4.81612,0.879049,1,1,1,1,0,0,m,w
18442,BATH,1,1,0.972424,0,0,0,0.544777,0,0.816588,0,0,0,0,0,0.610349,3.46702,0.597959,1,1,0,0,0,0,m,w
18443,BATH,1,1,0.979522,0,0.597224,0,0,0,1.95371,0,0,0,0,0,0.809982,3.17533,0,1,1,0,0,0,0,m,w
18444,BATH,1,1,0.979019,0,0.678219,0.851825,0,0.558892,1.89842,0,0.75856,0,0,0,0,3.42594,0,1,1,0,0,0,0,m,w
18445,BATH,1,1,0.972426,0,0.669147,0.834693,0,0.546306,1.50438,0,1.29091,0,0,0,0,4.61462,0.525803,1,1,0,0,0,0,m,w
18446,BATH,1,1,0.972058,0,0,0.618531,0,0.66465,1.23841,0.525054,1.58181,0,0,0,0.545384,4.97276,0,1,1,0,0,0,0,m,w
18447,BATH,1,1,0.958619,0,0,0.724672,0,0.687664,1.55697,0.560525,1.65585,0,0,0,0,4.60087,0.545658,1,1,0,0,0,0,m,w
18448,BATH,1,1,0.958471,0,0,0,0,0.719368,1.6071,0.504102,1.74229,0,0,0,0,3.71619,0.568514,1,1,0,0,0,0,m,w
18449,BATH,1,1,0.960739,0,0,0.504179,0,0.811555,1.54061,0.589456,1.94525,0,0,0,0,3.89879,0.633927,1,1,0,0,0,0,m,w
18450,BATH,1,1,0.96816,0,0,0.576384,0,0.812033,1.41237,0.568172,1.90253,0,0,0,0,3.76962,0.657054,1,1,0,0,0,0,m,w
18451,BATH,1,1,0.967211,0,0,0,0,0.81862,1.52977,0.599331,1.9193,0,0,0,0,3.17363,0.603346,1,1,0,0,0,0,m,w
39387,BATH,1,1,0.86555,2.17093,2.02763,0.808277,0,0.566223,1.39667,0.872662,1.8518,0.605044,0,0,0.635186,0,0,0,1,1,1,0,0,w,m
39388,BATH,1,1,0.907073,2.09071,1.87282,0,0,0.766304,1.00885,1.08234,2.18211,0.918819,0,0,1.2008,0,0,0,1,1,0,0,0,w,m
