time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c,speaker_gender,listener_gender
546,BORN,1,1,0.962839,0.997655,0,1.53065,0,0,1.29118,0.56345,0.792763,0.919801,0,0,0.613562,0,0,1,0,1,0,0,0,m,w
547,BORN,1,1,0.959713,1.03711,0,1.59233,0,0,0.720015,0,0.684367,0.768538,0,0,0.631261,0,0,1,0,1,0,0,1,m,w
548,BORN,1,1,0.955891,0.95148,0,1.57909,0,0,0,0,0.751963,0.53569,0,0,0.783303,0,0,1,0,1,0,0,1,m,w
549,BORN,1,1,0.952157,1.20595,0,1.31729,0,0,0.691629,0,0.696423,0,0,0,0,0,0,1,0,1,0,0,1,m,w
550,BORN,1,1,0.95531,1.10755,0,1.28316,0,0,0.514678,0,0.563773,0,0,0,0,0,0,1,0,1,0,0,1,m,w
551,BORN,1,1,0.952868,0.96925,0,1.4003,0,0,0.655842,0,0,0,0,0,0,0,0,1,0,1,0,0,1,m,w
552,BORN,1,1,0.954197,0.904979,0,1.31023,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,m,w
553,BORN,1,1,0.957991,1.0129,0,1.10299,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,m,w
554,BORN,1,1,0.96187,0.895203,0,1.15024,0.526461,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,m,w
555,BORN,1,1,0.964281,0.971948,0,0.990326,0.531533,0,0,0,0,0,0,0,0.556995,0,0,1,0,1,0,0,1,m,w
556,BORN,1,1,0.965761,0.681647,0,1.07237,0.522842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,m,w
557,BORN,1,1,0.966802,0.835358,0,1.28593,0.786785,0,0,0,0,0,0,0,0.516036,0,0,1,0,0,0,0,1,m,w
558,BORN,1,1,0.974499,0.792487,0,1.37386,0.671232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,m,w
559,BORN,1,1,0.972134,0.988678,0,1.42814,0.679299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,m,w
560,BORN,1,1,0.974691,1.06515,0,1.23758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,m,w
561,BORN,1,1,0.975313,1.21356,0,1.50097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,m,w
562,BORN,1,1,0.976789,0.994747,0,1.40031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,m,w
563,BORN,1,1,0.975392,0.980969,0,1.52118,0,0,0.834709,0,0,0,0.558727,0,0,0,0,1,0,0,0,0,1,m,w
564,BORN,1,1,0.970349,0.875129,0,1.91005,0.868202,0,0,0,0,0,0.640529,0,0,0,0,1,0,1,0,0,1,m,w
565,BORN,1,1,0.970561,0.871937,0,1.86046,0.988777,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,m,w
566,BORN,1,1,0.974508,0.930683,0,2.02544,0,0,0,0,0,0,0,0.506556,0,0,0,1,0,1,0,0,1,m,w
567,BORN,1,1,0.975967,0.805973,0,1.86467,0,0,0,0,0,0,0.540857,0.624125,0,0,0,1,0,0,0,0,1,m,w
568,BORN,1,1,0.976354,0.780826,0,1.79137,0,0,0.526972,0,0,0,0,0.595816,0,0,0,1,0,0,0,0,1,m,w
569,BORN,1,1,0.976642,0.797418,0,1.549,0,0,0,0,0,0,0,0.628565,0,0,0,1,0,0,0,0,1,m,w
570,BORN,1,1,0.9766,0.75299,0,1.9203,0,0,0,0,0,0.637144,0,0.703645,0,0,0,1,0,1,0,0,1,m,w
571,BORN,1,1,0.979175,0.731437,0,1.85685,0,0,0.608053,0,0,0.694229,0,0.663689,0,0.773811,0,1,0,1,0,0,1,m,w
572,BORN,1,1,0.978092,0.696062,0,2.04325,0,0,0,0.557616,0,0.97156,0,0.815231,0,1.13802,0,1,0,1,1,0,0,m,w
573,BORN,1,1,0.981507,0.668312,0,1.98668,0,0,0,0.521537,0,1.02448,0.584613,0.799545,0,1.44133,0,1,0,1,1,0,0,m,w
574,BORN,1,1,0.983784,0.874181,0,1.89625,0,0,0.517966,0.576767,0,1.16947,0,0.772142,0,1.95145,0,1,0,0,1,0,1,m,w
575,BORN,1,1,0.977268,1.10262,0,2.27987,0,0,0.657996,0.571158,0,1.12818,0.5404,1.00435,0.504557,2.43217,0,1,0,1,1,0,0,m,w
576,BORN,1,1,0.971466,1.3588,0,1.60684,0,0,0.804658,0.658228,0,1.45413,0,1.17767,0.607518,2.73364,0.610665,1,0,1,1,0,0,m,w
577,BORN,1,1,0.97402,1.52384,0,1.07406,0,0,0.949402,0.641259,0,1.2049,0.557663,0.93533,0,2.38358,0.700576,1,0,1,1,0,0,m,w
587,BORN,1,1,0.926021,2.12648,0.976362,0.730042,0,0,1.01232,0,0,0,0,0,0.653319,0,0.930437,0,0,0,1,0,1,m,w
588,BORN,1,1,0.932096,1.85148,0.994354,0.721923,0,0,0.735314,0,0.531234,0,0,0,0,0,0.851859,0,0,0,1,0,1,m,w
589,BORN,1,1,0.948225,1.39004,0,0,0,0,0,0,0,0,0,0,1.03834,0.569685,0.534247,0,0,0,1,0,1,m,w
590,BORN,1,1,0.937792,1.17563,1.01069,0,0.507117,0,0.551752,0,0,0,0,0,1.45912,0,0,0,0,0,1,0,1,m,w
591,BORN,1,1,0.910813,1.44996,0.939717,0,0,0,0.555696,0,0,0,0,0,1.43573,0,0,0,0,0,0,0,1,m,w
592,BORN,1,1,0.901779,1.47015,0.817564,0,0,0,0,0,0,0,0,0,1.45468,0,0,0,0,0,0,0,1,m,w
593,BORN,1,1,0.950019,1.61739,0.815903,0,0,0,0,0,0,0,0,0,1.76894,0,0,0,0,0,0,0,1,m,w
594,BORN,1,1,0.910006,1.22793,0.604644,0,0,0,0,0,0,0,0,0,0.891582,0,0,0,0,0,0,0,1,m,w
595,BORN,1,1,0.941518,1.26117,0,0,0,0,0,0,0,0,0.781784,0,0.522742,0,0,0,0,0,0,0,1,m,w
596,BORN,1,1,0.897668,1.09146,0,0,0,0,0,0,0,0,0.826086,0.719411,0.665249,0,0,0,0,1,0,0,1,m,w
597,BORN,1,1,0.915033,0.939451,0,0,0,0,0,0,0,0,0,0.794794,0.603407,0,0,0,1,1,0,0,1,m,w
598,BORN,1,1,0.917514,0.690757,0,0,0,0,0,0,0,0,0.814492,0.856058,1.24954,0,0,0,0,1,0,0,1,m,w
599,BORN,1,1,0.914029,0.57036,0,0,0,0,0,0,0,0,0.887645,0.803218,0.898956,0,0,0,0,1,0,0,1,m,w
600,BORN,1,1,0.923106,0.995141,0,0,0,0,0,0,0,0,0.986292,0,0,0,0,0,0,1,0,0,1,m,w
601,BORN,1,1,0.913004,1.19671,0,0,0,0,0,0,0,0,0.566651,0,0,0,0.634558,0,0,1,0,0,1,m,w
608,BORN,1,1,0.783437,1.73225,0.563293,0,0.656985,0,0,0,0,0,0,0,1.57259,0,0,0,1,0,0,0,0,m,w
13489,BORN,1,1,0.884793,1.22361,2.52224,0,0.850664,0,1.6203,0,0,0,0,0,1.66889,2.2824,0,0,0,0,1,0,0,w,w
13490,BORN,1,1,0.883431,0.806028,1.95316,0,0.667179,0,1.71476,0,0.542118,0,0,0.572292,1.79364,2.58663,0,0,1,0,1,0,0,w,w
13491,BORN,1,1,0.866332,0,1.82197,0,0,0,1.39647,0.624015,0,0,0,0.720687,1.44363,1.85375,0,0,1,0,1,0,0,w,w
13492,BORN,1,1,0.844893,0,1.00443,0,0,0,1.42148,0.506331,0.657223,0,0,0.813507,1.11919,1.67668,0,0,1,0,1,0,0,w,w
13493,BORN,1,1,0.781705,0,0.70876,0,0.534712,0,1.55104,0.534892,0.70613,0.681885,0,0.79777,0.803863,1.10608,0,0,1,0,1,0,0,w,w
13494,BORN,1,1,0.93699,0.554551,1.044,0,0.833913,0,1.0389,0,1.22662,0,0.981384,0,0,2.34629,0,0,1,0,1,0,0,w,w
13495,BORN,1,1,0.932834,0,0.546904,0,0.720593,0,0.938696,0.53441,1.20644,0,0.927167,0,0.808522,1.87089,0,0,1,0,1,0,0,w,w
13496,BORN,1,1,0.939349,0,0,0,0.568562,0,1.58345,0,1.19681,0,1.05962,0,0.584782,2.4381,0,0,1,0,1,0,0,w,w
13497,BORN,1,1,0.947903,0,0,0,0.518839,0,1.59417,0,1.01199,0,1.00758,0,0.748883,1.65295,0,0,1,0,1,0,0,w,w
13498,BORN,1,1,0.945174,0,0,0,0.590051,0,1.6225,0,1.02974,0,1.07268,0,1.24235,1.18956,0,0,1,0,1,0,0,w,w
13499,BORN,1,1,0.938491,0,0.550064,0,0.581331,0,1.52302,0,0.955153,0,1.03798,0,1.21484,0.714998,0,0,1,0,1,0,0,w,w
13500,BORN,1,1,0.957155,0,0,0,0.596509,0,1.87772,0,0.932395,0,0.876375,0,1.04137,0,0,0,1,0,1,0,0,w,w
13501,BORN,1,1,0.966833,0,0.612183,0,0.894843,0.536261,1.91579,0,1.07264,0,1.02764,0,0.837918,0,0,0,1,0,1,0,0,w,w
13502,BORN,1,1,0.966743,0,0.722833,0,0.73441,0.650789,1.77581,0.579053,1.15369,0,1.00069,0,0.605344,0.539695,0,0,1,0,1,0,0,w,w
