time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c
1,PT:PRO,1,0,0.97593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
2,PT:PRO,1,0,0.974133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
3,PT:PRO,1,0,0.972689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
4,PT:PRO,1,0,0.974712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
5,PT:PRO,1,0,0.969135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
6,PT:PRO,1,0,0.976529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
7,PT:PRO,1,0,0.973266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
8,PT:PRO,1,0,0.966971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
9,PT:PRO,1,0,0.959098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
10,PT:PRO,1,0,0.754363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
11,PT:PRO,1,0,0.772568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
12,PT:PRO,1,0,0.772903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
13,PT:PRO,1,0,0.77682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
14,PT:PRO,1,0,0.787485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
15,PT:PRO,1,0,0.812033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
16,PT:PRO,1,0,0.816219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
17,PT:PRO,1,0,0.800863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
18,PT:PRO,1,0,0.761247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
19,PT:PRO,1,0,0.765518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
20,PT:PRO,1,0,0.7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
21,PT:PRO,1,0,0.767471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
22,PT:PRO,1,0,0.795341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
23,PT:PRO,1,0,0.800542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
24,PT:PRO,1,0,0.778272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
25,PT:PRO,1,0,0.762738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
26,PT:PRO,1,0,0.780694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
27,PT:PRO,1,0,0.776646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
28,PT:PRO,1,0,0.785122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
29,,1,0,0.801314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
30,,1,0,0.794269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
31,,1,0,0.771766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
32,,1,0,0.764925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
33,,1,0,0.746827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
34,,1,0,0.732893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
35,,1,1,0.858262,0,0.885977,1.10102,0,0,0.677847,0,0.50641,1.28197,0.564118,0,0,1.29102,0,1,1,0,0,0,0
36,,1,1,0.860006,0.517738,0.530525,0.9201,0,0,0.780316,0,0,1.0329,0.55755,0,0,0.726819,0,1,1,0,0,0,0
37,,1,1,0.886075,0.932356,0.706549,0.983873,0,0,0,0,0.568543,1.06911,0.541651,0,0,0,0,1,1,0,0,0,0
38,,1,1,0.882332,1.16969,0.530489,0.878061,0,0,0.745107,0,0.510404,0.822091,0,0,0,0,0,0,1,0,0,0,0
39,,1,1,0.878154,1.23872,0.987657,0.589089,0,0,1.11457,0,0,0.742124,0.719692,0,0,0,0,0,1,0,0,0,0
40,,1,1,0.82934,1.24031,1.32171,0.746004,0,0,1.45868,0,0,0,0.784458,0,0,0.552526,0,0,1,0,0,0,0
41,,1,1,0.725023,1.02408,1.08292,0.795902,0,0,1.45978,0,0,0,0,0,0.533471,0.775099,0,0,0,0,1,0,0
42,,1,1,0.753765,0.799156,1.05475,0,0,0,0.929476,0,0.611167,0,0,0,0.529614,1.76253,0,0,1,0,0,0,0
43,,1,1,0.824264,0.849652,0.870407,0,0,0,1.49501,0,0.636956,0,0.612315,0,0.587778,1.86248,0,0,1,0,0,0,0
44,,1,1,0.727613,1.03304,1.25349,0,0,0,1.9123,0,0.506655,0,0.578398,0,0,2.58886,0,0,1,0,1,0,0
45,,1,1,0.730448,1.0039,0.99656,0,0,0,2.27718,0,0,0,0.646686,0,0,3.14906,0,0,1,0,1,0,0
46,,1,1,0.744503,1.11688,1.22051,0,0,0,2.38231,0,0,0,0.588558,0,0,3.0532,0,0,1,0,0,0,0
47,,1,1,0.773747,0.603585,0.770819,0,0,0,1.49573,0,0.654933,0,0.690235,0,0.512873,1.63666,0,0,1,0,0,0,0
48,,1,1,0.789027,0,0.856664,0,0,0,1.64448,0,0.614643,0,0.504531,0,0.736193,1.82901,0,0,1,0,0,0,0
49,,1,1,0.776581,0,0.741465,0,0,0,1.64931,0,0.604088,0,0.739415,0,0.588491,1.96633,0,0,1,0,0,0,0
50,,1,1,0.778481,0.536403,0.779986,0,0,0,1.49547,0,0.53831,0,0.855209,0,0,1.55389,0,0,1,0,1,0,0
