time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c
1,GOOD ,1,1,0.976274,0,0.730775,0,0,0.714095,1.5906,0.513453,0.802851,0,0,0,0,3.32809,0,0,1,0,1,0,0
2,GOOD ,1,1,0.975085,0,0.580235,0,0,0.681032,2.24409,0,0.724751,0,0,0,0,3.71376,0,0,1,0,0,0,0
3,GOOD ,1,1,0.975474,0,0.761391,0,0,0.692482,1.91179,0,0.800916,0,0,0,0,3.62921,0,0,1,0,0,0,0
4,GOOD ,1,1,0.977225,0,0.704297,0,0,0.673913,1.75977,0,0.677499,0,0,0,0,3.87469,0,0,1,0,0,0,0
5,GOOD ,1,1,0.977486,0,0.701666,0,0,0.667586,2.00629,0,0.66074,0,0,0,0,4.31512,0,0,1,0,1,0,0
6,GOOD ,1,1,0.979005,0,0,0,0,0.667682,2.27493,0,0.77879,0,0,0,0,3.97824,0,0,1,0,1,0,0
7,GOOD ,1,1,0.979652,0,0.50901,0,0,0.753466,1.52298,0.508119,0.790716,0,0,0,0,3.5786,0,0,1,0,1,0,0
8,GOOD ,1,1,0.926322,0,0,0,0,0.731088,1.62397,0,0.739322,0,0,0,0,3.55101,0,0,1,0,1,0,0
9,GOOD ,1,1,0.935617,0,0.674037,0,0,0.67072,1.577,0,0.875588,0,0,0,0,3.4629,0,0,1,0,0,0,0
10,GOOD ,1,1,0.930474,0,0,0,0.553132,0.735951,1.54661,0,1.03855,0,0,0,0,3.90469,0,0,1,0,0,0,0
11,GOOD ,1,1,0.935281,0,0.554842,0,0,0.759621,1.28129,0,0.823447,0,0,0,0,3.45309,0,0,1,0,0,0,0
12,GOOD ,1,1,0.931477,0,0,0,0,0.763858,1.64524,0.518112,1.00999,0,0,0,0,3.52407,0,0,1,0,0,0,0
13,GOOD ,1,1,0.926865,0,0.800691,0,0,0.783069,1.70085,0.595762,0.991592,0,0,0,0,3.64262,0,0,1,0,1,0,0
14,GOOD ,1,1,0.930533,0,0.870998,0,0.635357,0.752434,1.60924,0.559398,0.960898,0,0,0,0,3.28238,0,0,1,0,1,0,0
15,GOOD ,1,1,0.92885,0,0.977894,0,0.660667,0.746596,1.65558,0.524678,0.981601,0,0,0,0,3.46014,0,0,1,0,0,0,0
16,GOOD ,1,1,0.931868,0,0.869253,0,0.655815,0.759529,1.48352,0.529384,0.930209,0,0,0,0,3.47089,0,0,1,0,1,0,0
17,GOOD ,1,1,0.932913,0,1.05436,0,0,0.752999,1.76128,0.596357,0.995166,0,0,0,0,3.48447,0,0,1,0,1,0,0
18,GOOD ,1,1,0.937434,0,1.0308,0,0,0.784107,1.62593,0.592703,0.914377,0,0,0,0,3.38838,0,0,1,0,1,0,0
19,GOOD ,1,1,0.933427,0,1.09214,0,0,0.769543,1.34511,0.558478,0.717969,0,0,0,0,4.01028,0,0,1,0,1,0,0
20,GOOD ,1,1,0.928316,0,1.19096,0,0.688096,0.766268,0.516478,0,0.648803,0,0,0,0,3.79562,0,0,1,0,0,0,0
