time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c
1,HOLIDAY,1,1,0.770749,1.32692,0,0,0,0.799854,0.676663,0,1.35208,0,0.50514,0,0,2.30139,0,0,1,0,1,0,0
2,HOLIDAY,1,1,0.748346,0,0,0,0.514183,0.852735,0,0.680576,1.32568,0.525676,0,1.08121,1.08437,2.88443,0.767841,1,1,0,0,0,0
3,HOLIDAY,1,0,0.773294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
4,HOLIDAY,1,0,0.79305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
5,HOLIDAY,1,0,0.830189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
6,HOLIDAY,1,0,0.888354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
7,HOLIDAY,1,0,0.872898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
8,HOLIDAY,1,1,0.91014,0.919427,0.835443,0,0,0,0,0,0,0,2.39461,0.831946,0,2.32546,0,0,1,0,0,0,0
9,HOLIDAY,1,1,0.790877,1.32933,1.318,0,0,0,0,0,0.781145,0,1.60124,0.503927,0.666695,2.79668,0,0,1,0,0,0,0
10,HOLIDAY,1,0,0.720903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
11,HOLIDAY,1,0,0.279199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
12,HOLIDAY,1,0,0.20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
13,HOLIDAY,1,0,0.494318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
14,HOLIDAY,1,0,0.430336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
15,HOLIDAY,1,0,0.65896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
16,HOLIDAY,1,0,0.648599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
17,HOLIDAY,1,0,0.519011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
18,HOLIDAY,1,1,0.867551,1.50393,0.753341,0.764649,0.62903,0,0,0,0.990015,0,0.976337,0,0,2.94448,0.610019,0,1,0,0,0,0
19,HOLIDAY,1,0,0.92074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
20,HOLIDAY,1,0,0.89035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
21,HOLIDAY,1,0,0.827008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
22,HOLIDAY,1,0,0.767772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
23,HOLIDAY,1,0,0.769175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
24,HOLIDAY,1,1,0.967385,0,0,0,0,0.655994,1.6269,0,1.09579,0,0,0,0,1.91188,0.551799,0,1,1,0,0,1
25,HOLIDAY,1,1,0.962532,0,0,0,0,1.03557,1.47587,0.653063,1.27161,0,0,0,0,3.49875,0,1,1,1,1,0,1
26,HOLIDAY,1,1,0.901065,0,0,1.52653,0,0.98084,1.94425,0.789578,1.48877,0,0,0,0,4.22565,0,1,1,0,1,0,1
27,HOLIDAY,1,1,0.734517,0,0.876505,2.69761,0.664772,1.01028,0.973252,0.994324,1.37748,0,0.981413,0.854688,0,0.618804,0,1,1,0,0,0,1
28,HOLIDAY,1,1,0.94749,0,0,0,1.10326,0,0,0,1.01477,0.826712,0.532993,0,0,0,0,1,1,0,0,0,0
29,HOLIDAY,1,1,0.931449,0.731337,0,0,1.05944,0,0,0,0.683592,1.16526,0.560005,0,0,0,0,1,1,0,0,0,0
30,HOLIDAY,1,1,0.927542,1.2501,0.643689,0.532798,0.761539,0,0,0,0,1.29335,0.713737,0,0,0,0,1,1,0,0,0,0
31,HOLIDAY,1,1,0.753394,2.29108,2.43461,2.83225,1.11335,0,0,0,0,0.773277,0,0,0,0,0,1,0,1,0,0,0
32,HOLIDAY,1,0,0.320069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
33,HOLIDAY,1,0,0.219667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
34,HOLIDAY,1,0,0.0382634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
35,HOLIDAY,1,0,0.0404307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
36,HOLIDAY,1,0,0.920878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
37,HOLIDAY,1,0,0.903054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
38,HOLIDAY,1,1,0.87089,1.26582,0,0,1.26442,0,0,0,0,0.765777,0,0,0,0,0,0,0,0,0,0,1
39,HOLIDAY,1,1,0.91739,1.24086,0,0,0.746028,0,0,0,0,0.739961,0,0,0,0,0,0,0,0,0,0,1
40,HOLIDAY,1,1,0.935181,1.03433,0.527532,0,0.585357,0,0,0,0,0.601867,0,0,0,0,0,0,1,0,0,0,0
41,HOLIDAY,1,0,0.935597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
42,HOLIDAY,1,0,0.947756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
43,HOLIDAY,1,1,0.933229,0.615895,0.687703,0,1.0448,0,0,0.681823,0,1.59817,0.580314,0,0.794842,0,0,0,1,0,0,0,0
44,HOLIDAY,1,0,0.948594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
45,HOLIDAY,1,0,0.939316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
46,HOLIDAY,1,0,0.9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
47,HOLIDAY,1,0,0.95717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
48,HOLIDAY,1,0,0.813141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
49,HOLIDAY,1,0,0.862671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
50,HOLIDAY,1,0,0.88461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
51,,1,0,0.885211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
52,,1,0,0.892898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
53,,1,0,0.888794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
54,,1,0,0.882218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
55,,1,0,0.894711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
56,,1,0,0.910631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
57,,1,0,0.902207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
58,,1,0,0.890144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
59,,1,0,0.885036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
60,,1,0,0.851477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
61,,1,0,0.772382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
62,,1,0,0.778612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
63,,1,0,0.757846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
64,,1,0,0.740156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
65,,1,1,0.957798,0,0,0,0,0,0.745894,0.599548,1.04679,1.18296,0,0,0,1.65237,0,0,1,0,0,0,0
66,,1,0,0.95907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
67,,1,0,0.961243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
68,,1,0,0.820352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
69,,1,0,0.791838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
70,,1,0,0.755427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
71,,1,1,0.96207,0.6472,0,0,0.663834,0,0,0,0.845752,1.07714,0,0,0,0.898846,0,0,1,0,0,0,0
72,,1,1,0.95831,0.86813,0,0,0,0,1.11353,0,0.589257,1.87581,0,0,0,0,0,1,1,0,0,0,0
73,,1,0,0.939766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
74,,1,0,0.914591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
75,,1,0,0.790123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
76,,1,0,0.946721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
77,,1,0,0.928411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
78,,1,0,0.931996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
79,,1,0,0.777809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
80,,1,0,0.945718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
81,,1,0,0.914123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
82,,1,0,0.831117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
83,,1,0,0.84619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
84,,1,0,0.838626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
85,,1,1,0.748384,3.07916,2.76579,2.34572,0.536821,0.60337,0,0,0,1.36638,0,0.517684,0,0,0,0,0,1,0,1,0
86,,1,0,0.944775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
87,,1,0,0.91483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
88,,1,0,0.92333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
89,,1,0,0.910752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
90,,1,1,0.89561,1.22318,0,0,0,0,0,0,0,0.717895,0,0,0,0,0,0,0,0,0,0,0
91,,1,1,0.881859,1.65345,1.23194,1.25226,0,0,0,0,0,0.62929,0,0,0,0,0,0,0,0,1,0,0
92,,1,1,0.93742,0,0,0,1.04201,0,0,0,0,1.28609,0,0,0.718022,0.969058,0,1,1,0,0,0,0
93,,1,1,0.921344,0,0,0,0.81535,0,0.680495,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,,1,1,0.750929,1.02744,0,0.806121,0,0,1.1353,0,0,0,0,0,0,1.92138,0,0,1,0,0,0,0
95,,1,1,0.927464,0,0,0,0.670804,0,0,0,0,1.1265,0,0,0.691488,0,0,0,1,0,0,0,0
96,,1,1,0.911773,0,0,0,0.571571,0,0,0,0,0.687817,0,0,0,0,0,0,1,0,0,0,0
97,,1,1,0.905991,0,0,0,0,0,0.888483,0,0,0.637916,0,0,0,0,0,0,1,0,0,0,0
98,,1,1,0.918467,0,0,0,0,0,1.0678,0,0,0.531534,0,0,0,0,0,0,1,0,0,0,0
99,,1,1,0.926827,0.533725,0,0,0,0,1.12226,0,0,0,0,0,0.518625,0,0,0,1,0,1,0,0
100,,1,1,0.932264,0,0,0,0,0,1.34766,0,0,0,0,0,0.684677,0.601029,0,0,1,0,1,0,0
101,PT:PRO,1,1,0.933607,0,0,0,0,0,1.26873,0,0,0,0.652864,0,0.646642,1.43191,0,0,1,0,1,0,0
