time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
4022,HEARING,4022,0.973595,1,-17.5043,-224.676,1191.96,0.112662,-0.441766,-0.118188,w,m
4023,HEARING,4023,0.973461,1,-17.4297,-224.436,1190.99,0.112737,-0.441996,-0.118429,w,m
4024,HEARING,4024,0.973473,1,-17.3691,-224.257,1190.27,0.112327,-0.442426,-0.118639,w,m
4025,HEARING,4025,0.973012,1,-17.3164,-224.107,1189.66,0.111776,-0.442958,-0.11885,w,m
4026,HEARING,4026,0.971548,1,-17.2762,-223.994,1189.36,0.1119,-0.443531,-0.118758,w,m
4027,HEARING,4027,0.969543,1,-17.2419,-223.905,1189.25,0.112421,-0.44398,-0.11846,w,m
4028,HEARING,4028,0.971811,1,-17.2016,-223.865,1189.29,0.112626,-0.444535,-0.117998,w,m
4029,HEARING,4029,0.972709,1,-17.1701,-223.869,1189.47,0.112624,-0.44502,-0.117679,w,m
4030,HEARING,4030,0.972917,1,-17.1476,-223.887,1189.63,0.112343,-0.445303,-0.117531,w,m
4031,HEARING,4031,0.973353,1,-17.129,-223.911,1189.83,0.112195,-0.445405,-0.117514,w,m
4032,HEARING,4032,0.973189,1,-17.053,-223.814,1189.35,0.112123,-0.446335,-0.117129,w,m
4033,HEARING,4033,0.972795,1,-16.9836,-223.746,1188.98,0.112234,-0.446908,-0.116404,w,m
4034,HEARING,4034,0.971816,1,-16.9503,-223.694,1188.74,0.112385,-0.447084,-0.11589,w,m
4035,HEARING,4035,0.970794,1,-16.939,-223.64,1188.51,0.112557,-0.447021,-0.115486,w,m
4036,HEARING,4036,0.971412,1,-16.9592,-223.634,1188.58,0.111783,-0.446792,-0.115434,w,m
4037,HEARING,4037,0.972145,1,-16.9926,-223.656,1188.87,0.110073,-0.446257,-0.11543,w,m
4038,HEARING,4038,0.957468,1,-17.6996,-224.739,1199.32,0.0875028,-0.438318,-0.129197,w,m
4039,HEARING,4039,0.964944,1,-17.7081,-224.785,1199.46,0.086233,-0.437941,-0.129726,w,m
4040,HEARING,4040,0.967593,1,-17.6658,-225.04,1198.85,0.0836079,-0.441345,-0.128978,w,m
4041,HEARING,4041,0.967406,1,-17.5043,-225.162,1197.07,0.0858742,-0.446568,-0.127479,w,m
4042,HEARING,4042,0.970563,1,-17.5042,-225.244,1195.83,0.0871564,-0.447334,-0.127125,w,m
4043,HEARING,4043,0.969622,1,-17.5199,-225.407,1194.97,0.0871799,-0.447582,-0.127072,w,m
4044,HEARING,4044,0.971378,1,-17.3996,-225.199,1192.48,0.0848561,-0.450487,-0.127691,w,m
4045,HEARING,4045,0.97206,1,-17.3964,-225.375,1191.97,0.0828261,-0.450979,-0.127502,w,m
4046,HEARING,4046,0.97186,1,-17.0327,-225.159,1188.92,0.0791784,-0.454728,-0.129685,w,m
4047,HEARING,4047,0.973933,1,-17.0136,-225.372,1188.63,0.0796891,-0.454563,-0.130146,w,m
4048,HEARING,4048,0.973652,1,-16.7082,-225.501,1189.06,0.0806706,-0.455747,-0.12965,w,m
4049,HEARING,4049,0.973282,1,-16.4229,-225.767,1190.19,0.0839095,-0.459725,-0.126937,w,m
4050,HEARING,4050,0.973495,1,-16.3101,-225.5,1192.86,0.0876861,-0.459881,-0.124663,w,m
4051,HEARING,4051,0.974357,1,-16.8346,-224.382,1192.25,0.0986907,-0.459424,-0.122731,w,m
4052,HEARING,4052,0.972433,1,-17.911,-224.326,1196.37,0.103604,-0.455874,-0.126076,w,m
4053,HEARING,4053,0.972357,1,-18.9424,-224.1,1195.92,0.100173,-0.455033,-0.129289,w,m
4054,HEARING,4054,0.973594,1,-19.8878,-224.545,1195.87,0.096302,-0.450326,-0.132257,w,m
4055,HEARING,4055,0.969847,1,-20.4152,-225.401,1196.76,0.0859999,-0.454381,-0.135075,w,m
4056,HEARING,4056,0.973418,1,-20.518,-225.035,1192.45,0.0855748,-0.457577,-0.133751,w,m
4057,HEARING,4057,0.970497,1,-20.5579,-225.226,1192.24,0.0831034,-0.457142,-0.133096,w,m
4058,HEARING,4058,0.974927,1,-20.43,-224.541,1191.67,0.0870166,-0.459489,-0.133042,w,m
4059,HEARING,4059,0.974036,1,-20.5319,-223.158,1190.17,0.0971574,-0.461031,-0.13252,w,m
4060,HEARING,4060,0.974846,1,-21.1296,-222.266,1190.45,0.109319,-0.456823,-0.133881,w,m
4061,HEARING,4061,0.974926,1,-21.6923,-222.023,1189.9,0.103074,-0.45494,-0.139938,w,m
4062,HEARING,4062,0.97527,1,-21.7341,-222.663,1188.81,0.0942878,-0.454394,-0.140778,w,m
4063,HEARING,4063,0.974002,1,-21.5044,-223.75,1189.02,0.087661,-0.450995,-0.141978,w,m
4801,HEARING,4801,0.904229,1,9.51805,-273.639,1354.11,-0.0409023,0.168381,0.107962,w,w
4802,HEARING,4802,0.926928,1,7.00405,-261.1,1300.87,-0.0197777,0.224709,0.0883801,w,w
4803,HEARING,4803,0.934031,1,4.06157,-249.413,1251.01,-0.0155521,0.269516,0.0743013,w,w
