time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
7148,FLOCK,7148,0.731714,1,-18.475,-168.623,1336.43,0.636077,-0.423515,0.0692413,w,w
7149,FLOCK,7149,0.768274,1,-15.9614,-169.754,1368.38,0.692263,-0.478798,0.120337,w,w
7150,FLOCK,7150,0.825112,1,-12.3483,-166.031,1352.77,0.726946,-0.511461,0.164592,w,w
7151,FLOCK,7151,0.811277,1,-9.09376,-159.798,1312.37,0.743443,-0.554207,0.214889,w,w
7152,FLOCK,7152,0.815666,1,-5.41613,-156.14,1284.08,0.746037,-0.605683,0.273151,w,w
7153,FLOCK,7153,0.869129,1,-1.62981,-149.321,1227.18,0.729513,-0.689915,0.349733,w,w
7154,FLOCK,7154,0.915471,1,2.97963,-147.666,1204.66,0.694778,-0.782686,0.397944,w,w
7155,FLOCK,7155,0.896468,1,6.99178,-151.186,1201.18,0.63071,-0.864369,0.395577,w,w
7156,FLOCK,7156,0.910899,1,8.79702,-158.125,1217.26,0.49333,-0.914824,0.319778,w,w
7157,FLOCK,7157,0.921882,1,8.91806,-163.329,1215.23,0.340814,-0.940059,0.212149,w,w
7158,FLOCK,7158,0.888237,1,7.41938,-169.333,1219.76,0.170282,-0.929586,0.0967509,w,w
7159,FLOCK,7159,0.874422,1,6.39027,-171.53,1214.76,0.0766001,-0.904211,0.0371777,w,w
7160,FLOCK,7160,0.953543,1,4.31078,-174.359,1250.1,0.126302,-0.783834,0.0797696,w,w
7161,FLOCK,7161,0.960842,1,7.40478,-168.331,1240.58,0.177263,-0.780695,0.103729,w,w
7162,FLOCK,7162,0.938952,1,8.1207,-161.949,1247.44,0.297511,-0.745774,0.197036,w,w
7163,FLOCK,7163,0.934931,1,9.8603,-153.23,1241.3,0.412065,-0.714539,0.271849,w,w
7164,FLOCK,7164,0.940484,1,11.2072,-144.161,1227.33,0.528397,-0.684648,0.34292,w,w
7165,FLOCK,7165,0.948243,1,11.4639,-137.338,1210.41,0.556321,-0.679082,0.361203,w,w
