time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
3242,HOME,3242,0.80568,1,18.5914,-158.023,1144.97,0.46964,-0.160325,0.0819406,w,m
3243,HOME,3243,0.760339,1,17.2332,-153.741,1139.58,0.480916,-0.155251,0.090398,w,m
3244,HOME,3244,0.890431,1,15.5785,-155.351,1125.47,0.370471,-0.230041,0.127074,w,m
3245,HOME,3245,0.869921,1,17.9439,-160.947,1123.66,0.293468,-0.309489,0.149783,w,m
3246,HOME,3246,0.896407,1,19.1023,-151.777,941.524,0.32822,-0.313895,0.0957416,w,m
3247,HOME,3247,0.869396,1,20.5592,-160.422,958.091,0.243193,-0.371746,0.0917092,w,m
3248,HOME,3248,0.869357,1,20.9315,-168.498,971.117,0.159365,-0.415989,0.0740797,w,m
3249,HOME,3249,0.857483,1,20.3914,-175.265,980.247,0.101103,-0.444029,0.0547637,w,m
3250,HOME,3250,0.849817,1,17.9384,-178.522,975.597,0.0699809,-0.47997,0.0458801,w,m
3251,HOME,3251,0.852161,1,14.9857,-180.013,969.218,0.0571365,-0.508156,0.0405426,w,m
3252,HOME,3252,0.818589,1,12.7091,-182.449,969.878,0.0259501,-0.535788,0.0290118,w,m
3253,HOME,3253,0.809969,1,10.2681,-181.239,956.314,-0.00282414,-0.522056,0.0158846,w,m
3254,HOME,3254,0.858115,1,9.37111,-180.754,950.051,-0.0173616,-0.530379,0.0182938,w,m
3255,HOME,3255,0.853149,1,9.20002,-184.095,965.463,0.0320909,-0.535909,0.0283667,w,m
3256,HOME,3256,0.930245,1,11.6681,-193.111,1002.21,0.0233837,-0.567266,0.00220393,w,m
3257,HOME,3257,0.932063,1,14.4521,-204.305,1061.86,0.0614661,-0.583576,0.0166507,w,m
3258,HOME,3258,0.920973,1,16.3452,-212.004,1108.21,0.10149,-0.611162,0.0267634,w,m
3259,HOME,3259,0.921816,1,16.9331,-213.428,1126.03,0.114056,-0.602851,0.0341713,w,m
3260,HOME,3260,0.937497,1,17.6355,-214.96,1142.7,0.140131,-0.610087,0.0450067,w,m
3261,HOME,3261,0.93942,1,19.1082,-214.789,1151.52,0.159364,-0.615106,0.0540035,w,m
3262,HOME,3262,0.943444,1,20.7934,-212.025,1155.54,0.193034,-0.625213,0.0782677,w,m
3263,HOME,3263,0.959819,1,22.1907,-208.131,1153.48,0.211059,-0.636385,0.0762477,w,m
3264,HOME,3264,0.953974,1,23.8839,-207.042,1160.72,0.208337,-0.642022,0.0615639,w,m
3265,HOME,3265,0.944843,1,26.6993,-207.424,1170.72,0.218888,-0.655619,0.0639169,w,m
3266,HOME,3266,0.951284,1,28.816,-209.33,1185.09,0.241576,-0.690399,0.0857967,w,m
3267,HOME,3267,0.82524,1,31.437,-200.725,1145.39,0.26153,-0.748954,0.0769604,w,m
3268,HOME,3268,0.919074,1,34.4789,-201.483,1143.18,0.23319,-0.799789,0.0587398,w,m
3269,HOME,3269,0.89651,1,39.7735,-202.944,1164.25,0.289216,-0.815455,0.123351,w,m
3270,HOME,3270,0.892232,1,43.669,-204.85,1183.03,0.300222,-0.85159,0.151573,w,m
3301,HOME,3301,0.898804,1,61.0615,-222.201,1162.66,-0.0290331,-0.71202,-0.156285,w,m
3302,HOME,3302,0.916916,1,61.6104,-224.748,1172.49,-0.0178321,-0.7149,-0.145835,w,m
3303,HOME,3303,0.929189,1,62.6545,-229.068,1186.7,-0.0104943,-0.707482,-0.132789,w,m
3304,HOME,3304,0.930353,1,63.0493,-229.374,1187.69,-0.00870581,-0.709144,-0.131116,w,m
3305,HOME,3305,0.912017,1,63.3205,-227.782,1183.13,-0.00676735,-0.712625,-0.12972,w,m
3306,HOME,3306,0.919718,1,63.4272,-224.129,1170.98,-0.0142238,-0.714975,-0.134921,w,m
3307,HOME,3307,0.909526,1,63.581,-223.257,1168.48,-0.0196703,-0.714363,-0.137819,w,m
3308,HOME,3308,0.902152,1,63.8794,-223.698,1169.33,-0.0260547,-0.715207,-0.14163,w,m
3309,HOME,3309,0.900947,1,63.904,-224.657,1171.46,-0.0282058,-0.7135,-0.141587,w,m
3310,HOME,3310,0.910298,1,63.8887,-224.652,1171.27,-0.0263511,-0.713259,-0.14046,w,m
3311,HOME,3311,0.918432,1,63.9603,-224.56,1170.63,-0.01706,-0.713061,-0.134726,w,m
3312,HOME,3312,0.912441,1,63.9819,-224.342,1171.39,-0.00609472,-0.709426,-0.127578,w,m
3313,HOME,3313,0.910173,1,64.1658,-224.498,1173.57,-0.00112242,-0.708196,-0.123176,w,m
3314,HOME,3314,0.911293,1,64.1256,-224.298,1173.92,0.00670381,-0.705073,-0.117514,w,m
3315,HOME,3315,0.909927,1,63.9543,-223.756,1172.88,0.0137913,-0.703936,-0.110923,w,m
3316,HOME,3316,0.907857,1,63.4587,-223.365,1172.21,0.0160728,-0.698651,-0.107529,w,m
3317,HOME,3317,0.907733,1,62.9206,-223.006,1171.31,0.0157931,-0.695272,-0.105563,w,m
3318,HOME,3318,0.919705,1,62.3235,-223.119,1173.92,0.02063,-0.689115,-0.0994495,w,m
3319,HOME,3319,0.922452,1,61.3005,-222.454,1173.77,0.0223544,-0.681959,-0.0940859,w,m
3320,HOME,3320,0.916862,1,58.6077,-220.719,1171.29,0.0173205,-0.647102,-0.0981492,w,m
3321,HOME,3321,0.90218,1,54.4765,-218.305,1167.55,-0.00437809,-0.610073,-0.103724,w,m
3322,HOME,3322,0.899356,1,51.1835,-216.355,1168.9,-0.0143145,-0.577724,-0.106791,w,m
3323,HOME,3323,0.90974,1,48.4874,-212.442,1162.61,0.0113818,-0.542177,-0.0920578,w,m
3324,HOME,3324,0.938963,1,47.0361,-209.153,1160.06,0.046733,-0.515375,-0.0651842,w,m
3325,HOME,3325,0.924942,1,45.6933,-205.116,1150.72,0.0605129,-0.502908,-0.0465879,w,m
3326,HOME,3326,0.928762,1,45.1416,-202.541,1143.62,0.0547723,-0.486724,-0.0384222,w,m
3327,HOME,3327,0.942086,1,45.3787,-201.372,1138.12,0.0394904,-0.476438,-0.0318166,w,m
3328,HOME,3328,0.926585,1,45.7756,-198.945,1127.07,0.0192979,-0.468801,-0.0340083,w,m
3329,HOME,3329,0.927516,1,45.889,-196.841,1121.27,0.00555157,-0.460208,-0.0338869,w,m
5245,HOME,5245,0.932869,1,70.7039,-211.228,1142.07,0.0544862,-0.658849,-0.00813612,w,m
5246,HOME,5246,0.932705,1,70.5436,-210.574,1142.49,0.0682589,-0.65895,0.000691911,w,m
5247,HOME,5247,0.938531,1,70.5267,-209.717,1143.49,0.0770971,-0.658959,0.00829357,w,m
