time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
4105,NOTHING,4105,0.982044,1,-99.8269,-179.236,1189.78,0.149219,0.403274,0.0254087,m,w
4106,NOTHING,4106,0.977806,1,-102.15,-182.699,1214.44,0.11016,0.39236,0.0247523,m,w
4107,NOTHING,4107,0.973357,1,-104.291,-188.093,1240.3,0.0651193,0.361404,0.0248742,m,w
4108,NOTHING,4108,0.977198,1,-104.603,-192.366,1242.17,0.0404261,0.340807,0.0159604,m,w
4109,NOTHING,4109,0.981289,1,-104.411,-195.924,1237.33,0.0313847,0.328882,0.0139579,m,w
4110,NOTHING,4110,0.986092,1,-104.011,-197.989,1229.15,0.033085,0.331991,0.0158175,m,w
4111,NOTHING,4111,0.986001,1,-103.698,-199.668,1229.19,0.0424898,0.327287,0.0200865,m,w
4112,NOTHING,4112,0.984134,1,-103.755,-200.094,1230.74,0.0507125,0.326455,0.020217,m,w
4113,NOTHING,4113,0.983493,1,-103.905,-200.359,1232.67,0.0534677,0.326102,0.0180605,m,w
4114,NOTHING,4114,0.984459,1,-103.683,-200.337,1234.17,0.0561884,0.321611,0.0141604,m,w
4115,NOTHING,4115,0.984326,1,-103.171,-199.873,1232.36,0.0606342,0.322866,0.0124496,m,w
4116,NOTHING,4116,0.984381,1,-102.597,-198.966,1228.98,0.0691345,0.325607,0.011949,m,w
4117,NOTHING,4117,0.983151,1,-101.751,-197.95,1224.88,0.0788809,0.326242,0.0112786,m,w
4118,NOTHING,4118,0.981297,1,-101.026,-197.688,1226.13,0.0856589,0.324636,0.0113125,m,w
4119,NOTHING,4119,0.980762,1,-99.9228,-196.621,1225.95,0.0941663,0.325553,0.00835584,m,w
4120,NOTHING,4120,0.982598,1,-99.2689,-196.487,1231.41,0.094687,0.323345,0.0079926,m,w
4121,NOTHING,4121,0.981629,1,-97.8901,-197.269,1240.08,0.0821579,0.314357,0.0101039,m,w
4122,NOTHING,4122,0.98552,1,-96.6651,-199.848,1255.36,0.0719093,0.302581,0.012617,m,w
4123,NOTHING,4123,0.98306,1,-94.3786,-200.794,1259.18,0.0660425,0.294868,0.00912119,m,w
4124,NOTHING,4124,0.979876,1,-91.6621,-200.928,1254.58,0.0517034,0.297123,0.00473566,m,w
4125,NOTHING,4125,0.98323,1,-89.204,-200.496,1246.44,0.0367507,0.303205,0.00356953,m,w
4126,NOTHING,4126,0.979713,1,-87.4912,-199.676,1240.17,0.0230407,0.311889,0.00155767,m,w
4127,NOTHING,4127,0.981575,1,-86.4476,-199.868,1238.71,0.0119869,0.312023,0.00246627,m,w
4128,NOTHING,4128,0.979517,1,-85.5792,-199.928,1237.46,0.00640395,0.308628,0.00850708,m,w
4129,NOTHING,4129,0.980888,1,-85.2182,-200.148,1238.51,0.00498533,0.308855,0.012824,m,w
4130,NOTHING,4130,0.981278,1,-85.2329,-200.058,1238.31,0.0076286,0.309975,0.0124874,m,w
4131,NOTHING,4131,0.981702,1,-85.7054,-198.663,1231.53,0.0214499,0.321089,0.0107876,m,w
4132,NOTHING,4132,0.980277,1,-87.2571,-195.856,1215.58,0.0584168,0.348737,-0.00336621,m,w
4133,NOTHING,4133,0.98648,1,-91.0182,-197.199,1222.09,0.0990821,0.362911,-0.00791563,m,w
4134,NOTHING,4134,0.984991,1,-93.821,-196.862,1220.24,0.1097,0.381128,-0.00850314,m,w
4135,NOTHING,4135,0.985173,1,-94.9763,-196.261,1222.27,0.111665,0.39246,-0.0107812,m,w
4136,NOTHING,4136,0.983531,1,-96.5326,-198.646,1243.81,0.0947736,0.392546,-0.0128599,m,w
4137,NOTHING,4137,0.98357,1,-97.9528,-200.549,1254.77,0.0732124,0.396985,-0.0126827,m,w
4138,NOTHING,4138,0.980402,1,-99.5667,-203.646,1266.51,0.0510738,0.390999,-0.00845542,m,w
