time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
8264,CAN-NOT,8264,0.939496,1,-119.555,-302.659,1504.12,-0.229074,-0.0270956,-0.115019,w,m
8265,CAN-NOT,8265,0.965168,1,-122.162,-304.187,1500.79,-0.293052,-0.00383584,-0.12413,w,m
8266,CAN-NOT,8266,0.963692,1,-124.47,-301.129,1499.61,-0.253754,0.0164206,-0.133079,w,m
8267,CAN-NOT,8267,0.959728,1,-124.599,-296.729,1490.71,-0.21193,0.00690659,-0.152165,w,m
8268,CAN-NOT,8268,0.95141,1,-123.681,-296.61,1487.93,-0.206982,0.00956168,-0.160723,w,m
8269,CAN-NOT,8269,0.935552,1,-122.324,-297.278,1478.31,-0.2352,-0.00501671,-0.160117,w,m
8270,CAN-NOT,8270,0.948773,1,-121.291,-295.56,1460.85,-0.244223,-0.0154169,-0.162562,w,m
8271,CAN-NOT,8271,0.956919,1,-120.663,-293.524,1452.67,-0.237175,-0.0342901,-0.158425,w,m
8272,CAN-NOT,8272,0.9586,1,-116.662,-288.648,1431.31,-0.234988,-0.0790285,-0.149348,w,m
8273,CAN-NOT,8273,0.956293,1,-112.548,-287.937,1428.37,-0.238863,-0.124714,-0.149032,w,m
8274,CAN-NOT,8274,0.95756,1,-109.098,-285.728,1419.32,-0.246105,-0.156037,-0.144997,w,m
8275,CAN-NOT,8275,0.907395,1,-109.035,-287.574,1431.03,-0.221535,-0.180326,-0.13378,w,m
8276,CAN-NOT,8276,0.922558,1,-107.61,-285.749,1425.94,-0.201029,-0.207572,-0.157688,w,m
8277,CAN-NOT,8277,0.908631,1,-107.641,-286.067,1434.31,-0.180124,-0.216025,-0.164785,w,m
8278,CAN-NOT,8278,0.906676,1,-107.718,-285.51,1442.48,-0.146368,-0.239548,-0.160104,w,m
8279,CAN-NOT,8279,0.869298,1,-107.014,-283.829,1450.32,-0.123429,-0.258121,-0.147523,w,m
8280,CAN-NOT,8280,0.825687,1,-104.058,-278.21,1440.35,-0.0908783,-0.298649,-0.126404,w,m
8281,CAN-NOT,8281,0.739597,1,-100.197,-274.373,1435.84,-0.0598396,-0.312743,-0.107563,w,m
8282,CAN-NOT,8282,0.907216,1,-79.8155,-239.773,1231.41,0.216648,-0.156113,0.00652088,w,m
8283,CAN-NOT,8283,0.818658,1,-84.6651,-253.232,1314.61,0.153384,-0.218537,0.0035801,w,m
