time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
38097,MANY,38097,0.851246,1,-197.833,-237.13,1423.82,-0.22405,0.0341734,-0.280223,w,w
38098,MANY,38098,0.834922,1,-195.96,-238.505,1411.59,-0.30067,0.0796234,-0.287366,w,w
38099,MANY,38099,0.785936,1,-190.802,-241.802,1397.4,-0.353781,0.100337,-0.256847,w,w
38101,MANY,38101,0.742485,1,-167.298,-239.385,1354.25,-0.13233,-0.0565163,-0.200746,w,w
38104,MANY,38104,0.729638,1,-152.583,-240.616,1382.34,-0.0483935,-0.0660354,-0.0988743,w,w
38107,MANY,38107,0.885498,1,-129.319,-264.052,1487.69,-0.109035,-0.310217,-0.0518261,w,w
38108,MANY,38108,0.854719,1,-120.186,-257.141,1455.64,-0.0653491,-0.333883,-0.0372456,w,w
38109,MANY,38109,0.885717,1,-114.421,-258.889,1473.54,-0.0121158,-0.334791,-0.0196245,w,w
38110,MANY,38110,0.834725,1,-106.176,-253.274,1455.33,0.0217887,-0.342249,-0.0105457,w,w
38111,MANY,38111,0.848637,1,-99.9174,-250.03,1452.16,0.0816537,-0.361998,0.01269,w,w
38112,MANY,38112,0.913162,1,-93.0758,-241.97,1432.74,0.129946,-0.412699,0.030241,w,w
38113,MANY,38113,0.943226,1,-86.6927,-233.305,1415.97,0.169215,-0.483312,0.0403375,w,w
38114,MANY,38114,0.952997,1,-81.2117,-225.991,1404.99,0.17771,-0.52942,0.0342149,w,w
38115,MANY,38115,0.890968,1,-76.1489,-223.103,1405.06,0.139254,-0.56416,0.00864522,w,w
38116,MANY,38116,0.910674,1,-72.1083,-224.997,1412.78,0.080792,-0.651168,-0.0330494,w,w
38117,MANY,38117,0.913294,1,-67.6154,-227.631,1413.37,0.0520569,-0.708122,-0.0712856,w,w
38118,MANY,38118,0.920786,1,-62.8656,-230.162,1408.92,0.0166716,-0.744509,-0.118398,w,w
38119,MANY,38119,0.917571,1,-58.0529,-234.256,1410.37,-0.0379316,-0.750975,-0.168551,w,w
38120,MANY,38120,0.912416,1,-53.1783,-238.259,1410.09,-0.0957473,-0.749176,-0.223463,w,w
38121,MANY,38121,0.889866,1,-48.3516,-242.653,1412.76,-0.158278,-0.737785,-0.271509,w,w
38122,MANY,38122,0.881445,1,-44.2945,-247.72,1419.47,-0.229627,-0.714517,-0.325074,w,w
