time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
4657,BIG,4657,0.966867,1,-169.724,-278.361,1452.97,0.0577196,0.372133,0.280819,m,w
4658,BIG,4658,0.9699,1,-169.591,-278.089,1451.34,0.0570678,0.372869,0.280496,m,w
4659,BIG,4659,0.971197,1,-169.423,-277.796,1449.52,0.0562947,0.373313,0.280746,m,w
4660,BIG,4660,0.970239,1,-169.339,-277.674,1448.52,0.055755,0.373979,0.280334,m,w
4661,BIG,4661,0.9685,1,-169.271,-277.564,1447.67,0.0557201,0.374689,0.279803,m,w
4662,BIG,4662,0.967447,1,-169.221,-277.488,1446.99,0.0550947,0.375992,0.279454,m,w
4663,BIG,4663,0.967395,1,-169.182,-277.421,1446.36,0.0538557,0.376844,0.279473,m,w
4664,BIG,4664,0.968661,1,-169.142,-277.345,1445.71,0.0527084,0.377671,0.279246,m,w
4665,BIG,4665,0.967115,1,-169.128,-277.314,1445.44,0.0518322,0.378177,0.279253,m,w
4666,BIG,4666,0.967793,1,-169.157,-277.35,1445.46,0.0504187,0.378749,0.279625,m,w
4667,BIG,4667,0.968355,1,-169.261,-277.502,1446.13,0.0497692,0.378699,0.279839,m,w
4668,BIG,4668,0.966421,1,-169.587,-278.024,1448.66,0.0504576,0.377762,0.279674,m,w
4669,BIG,4669,0.965245,1,-170.067,-278.743,1452.27,0.0501161,0.376603,0.279739,m,w
4670,BIG,4670,0.965932,1,-170.502,-279.527,1456.14,0.0506946,0.374924,0.279925,m,w
4671,BIG,4671,0.96603,1,-171.113,-280.531,1461.41,0.0496306,0.37157,0.281841,m,w
4672,BIG,4672,0.965407,1,-171.267,-280.807,1463.02,0.0503726,0.370762,0.282142,m,w
4673,BIG,4673,0.963975,1,-171.519,-281.425,1466.83,0.0546983,0.367155,0.283107,m,w
4674,BIG,4674,0.963842,1,-171.543,-281.453,1467.18,0.0558174,0.367102,0.282973,m,w
4675,BIG,4675,0.96179,1,-171.581,-281.489,1467.62,0.0567592,0.367727,0.282587,m,w
4676,BIG,4676,0.960423,1,-171.632,-281.658,1468.43,0.0564892,0.368014,0.282478,m,w
4677,BIG,4677,0.961804,1,-171.653,-281.759,1468.88,0.0566646,0.368463,0.282125,m,w
4678,BIG,4678,0.962112,1,-171.519,-281.791,1468.02,0.0522799,0.36952,0.282788,m,w
4679,BIG,4679,0.964774,1,-171.338,-281.915,1466.98,0.0508632,0.370786,0.282962,m,w
4680,BIG,4680,0.969003,1,-171.258,-282.329,1466.86,0.0449446,0.370246,0.283127,m,w
4681,BIG,4681,0.966431,1,-171.16,-282.555,1465.61,0.0364221,0.37137,0.286365,m,w
4682,BIG,4682,0.968082,1,-171.163,-283.297,1465.98,0.0274547,0.372227,0.289651,m,w
4683,BIG,4683,0.968213,1,-170.834,-283.732,1464.59,0.0246893,0.372969,0.29025,m,w
4684,BIG,4684,0.969069,1,-170.705,-284.309,1464.76,0.0230529,0.373445,0.290202,m,w
4685,BIG,4685,0.968487,1,-170.792,-284.978,1465.22,0.0179585,0.375145,0.292385,m,w
4686,BIG,4686,0.969461,1,-170.954,-285.816,1466.61,0.0148743,0.374956,0.295379,m,w
4687,BIG,4687,0.969601,1,-170.893,-286.121,1466.77,0.0151262,0.373895,0.295137,m,w
4688,BIG,4688,0.970045,1,-170.965,-286.292,1467.42,0.0150436,0.373298,0.295007,m,w
4689,BIG,4689,0.968741,1,-171.044,-286.456,1468.09,0.015463,0.373013,0.29484,m,w
4690,BIG,4690,0.965726,1,-171.45,-286.769,1470.71,0.0200842,0.372781,0.293967,m,w
4691,BIG,4691,0.965241,1,-171.605,-286.58,1471.19,0.0231376,0.373517,0.293769,m,w
4692,BIG,4692,0.963525,1,-171.708,-286.707,1471.89,0.0234529,0.37355,0.293704,m,w
4693,BIG,4693,0.963707,1,-171.814,-286.863,1472.78,0.0236937,0.373134,0.293513,m,w
4694,BIG,4694,0.962838,1,-171.891,-286.957,1473.42,0.0239029,0.373217,0.293168,m,w
4695,BIG,4695,0.963519,1,-171.995,-287.088,1474.18,0.0238818,0.372956,0.293044,m,w
4696,BIG,4696,0.962854,1,-172.143,-287.043,1474.9,0.0271975,0.373233,0.292583,m,w
4697,BIG,4697,0.961045,1,-172.207,-286.944,1474.94,0.029059,0.373426,0.292594,m,w
4698,BIG,4698,0.9601,1,-172.182,-286.769,1474.27,0.0292955,0.373588,0.292378,m,w
4699,BIG,4699,0.962552,1,-172.282,-286.82,1474.58,0.0298812,0.373112,0.29202,m,w
4700,BIG,4700,0.963339,1,-172.724,-287.04,1475.82,0.0280228,0.373962,0.290725,m,w
4701,BIG,4701,0.96424,1,-173.039,-287.152,1476.77,0.0279793,0.374322,0.287944,m,w
4702,BIG,4702,0.964982,1,-173.14,-287.181,1476.92,0.0276939,0.374145,0.2879,m,w
4703,BIG,4703,0.967864,1,-173.204,-287.183,1477,0.0286039,0.374208,0.287643,m,w
4704,BIG,4704,0.964954,1,-173.314,-287.165,1477.15,0.0295722,0.373954,0.287087,m,w
4705,BIG,4705,0.965783,1,-173.783,-287.459,1478.62,0.029117,0.3736,0.286302,m,w
4706,BIG,4706,0.965848,1,-173.823,-287.271,1478.17,0.0318886,0.374607,0.285405,m,w
4707,BIG,4707,0.964145,1,-173.799,-286.887,1476.58,0.0336264,0.375898,0.284159,m,w
4708,BIG,4708,0.963443,1,-173.946,-286.881,1476.78,0.0346024,0.376992,0.282845,m,w
4709,BIG,4709,0.963894,1,-174.025,-286.893,1476.95,0.0346075,0.377104,0.282706,m,w
4710,BIG,4710,0.960661,1,-174.057,-286.799,1476.73,0.0340983,0.377345,0.282735,m,w
4711,BIG,4711,0.962991,1,-173.993,-286.697,1476.12,0.03347,0.377377,0.283087,m,w
4712,BIG,4712,0.965271,1,-173.978,-286.744,1476.32,0.0325335,0.377583,0.283578,m,w
4713,BIG,4713,0.964811,1,-173.989,-286.79,1476.52,0.031749,0.377521,0.28384,m,w
4714,BIG,4714,0.964498,1,-173.93,-286.866,1476.82,0.0305028,0.376786,0.284674,m,w
