time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
5134,TALK,5134,0.926788,1,-38.9473,-280.636,1408.02,0.105307,-0.469178,-0.0187254,w,m
5135,TALK,5135,0.92743,1,-38.9704,-280.282,1406.36,0.107356,-0.468988,-0.0177873,w,m
5136,TALK,5136,0.922319,1,-38.9925,-280.214,1406.09,0.107989,-0.467577,-0.0171595,w,m
5137,TALK,5137,0.921923,1,-39.0258,-280.252,1406.3,0.108794,-0.466338,-0.0162406,w,m
5138,TALK,5138,0.92497,1,-39.0267,-279.817,1404.86,0.110783,-0.465767,-0.0153795,w,m
5139,TALK,5139,0.931617,1,-39.142,-278.568,1399.5,0.110985,-0.463098,-0.0136827,w,m
5140,TALK,5140,0.932015,1,-39.1058,-277.771,1396.29,0.110763,-0.464457,-0.0135275,w,m
5141,TALK,5141,0.938371,1,-39.1405,-277.833,1397.24,0.112185,-0.469947,-0.0129993,w,m
5142,TALK,5142,0.924648,1,-39.2742,-277.626,1397.64,0.11054,-0.477384,-0.0131349,w,m
5143,TALK,5143,0.924748,1,-39.421,-277.726,1399.07,0.108861,-0.480191,-0.0163775,w,m
5144,TALK,5144,0.92531,1,-39.5527,-278.169,1402.25,0.098564,-0.478698,-0.0218462,w,m
5145,TALK,5145,0.928901,1,-39.5337,-278.202,1402.36,0.097382,-0.477825,-0.022488,w,m
5146,TALK,5146,0.932346,1,-39.3393,-277.975,1401.29,0.0932149,-0.479023,-0.0258277,w,m
5147,TALK,5147,0.940442,1,-39.1245,-278.394,1403.51,0.0884546,-0.480675,-0.0300264,w,m
5148,TALK,5148,0.941057,1,-39.0846,-278.51,1403.79,0.0865653,-0.482233,-0.0306839,w,m
5149,TALK,5149,0.944437,1,-38.7959,-278.776,1404.18,0.0821535,-0.48698,-0.0320695,w,m
5150,TALK,5150,0.944919,1,-38.6024,-279.288,1406.69,0.0780812,-0.489316,-0.0349588,w,m
5151,TALK,5151,0.945431,1,-38.4226,-279.127,1405.85,0.0739522,-0.491547,-0.0376345,w,m
5152,TALK,5152,0.943434,1,-38.1491,-279.158,1405.87,0.0671162,-0.487593,-0.0411702,w,m
5153,TALK,5153,0.938202,1,-37.9947,-278.959,1404.81,0.0647544,-0.490029,-0.0429925,w,m
5154,TALK,5154,0.938147,1,-37.94,-279.089,1405.56,0.0624377,-0.488345,-0.0432957,w,m
5155,TALK,5155,0.935386,1,-37.7958,-278.716,1403.97,0.0596795,-0.488083,-0.0437406,w,m
5156,TALK,5156,0.933576,1,-37.78,-278.781,1404.74,0.0590821,-0.488904,-0.0444681,w,m
5157,TALK,5157,0.93499,1,-37.7458,-279.617,1410.08,0.0523988,-0.489699,-0.0460877,w,m
5158,TALK,5158,0.940634,1,-37.9904,-280.831,1417.36,0.0504531,-0.489949,-0.0485008,w,m
5159,TALK,5159,0.940364,1,-38.4451,-282.56,1427.9,0.0488623,-0.487567,-0.0533771,w,m
5160,TALK,5160,0.93561,1,-38.7384,-284.738,1439.67,0.0431172,-0.487905,-0.0578815,w,m
5161,TALK,5161,0.936204,1,-38.9973,-287.864,1455.2,0.0328216,-0.487513,-0.0659447,w,m
5162,TALK,5162,0.93849,1,-38.9618,-292.069,1474.56,0.011139,-0.482863,-0.0812724,w,m
5163,TALK,5163,0.932229,1,-38.6562,-295.445,1489,-0.0124168,-0.482474,-0.0978642,w,m
5164,TALK,5164,0.923342,1,-38.9443,-299.125,1505.82,-0.0273785,-0.467289,-0.105795,w,m
5165,TALK,5165,0.923073,1,-38.9019,-300.958,1513.64,-0.0350799,-0.461593,-0.111914,w,m
5166,TALK,5166,0.922938,1,-38.8874,-301.184,1514.75,-0.0360392,-0.461193,-0.112646,w,m
5167,TALK,5167,0.925297,1,-38.8812,-301.273,1515.29,-0.03695,-0.460064,-0.113114,w,m
5168,TALK,5168,0.921703,1,-38.7459,-299.507,1508.35,-0.0335038,-0.456705,-0.112873,w,m
5169,TALK,5169,0.91845,1,-38.5519,-297.314,1499.42,-0.0270418,-0.444736,-0.109026,w,m
5170,TALK,5170,0.926166,1,-38.4764,-295.564,1492.01,-0.0269329,-0.445996,-0.109347,w,m
5171,TALK,5171,0.919471,1,-38.3486,-294.799,1488.85,-0.0287518,-0.447795,-0.109851,w,m
5172,TALK,5172,0.917819,1,-38.326,-294.275,1486.79,-0.0276759,-0.44829,-0.110081,w,m
5173,TALK,5173,0.921933,1,-38.3364,-294.086,1485.99,-0.0285331,-0.448299,-0.111135,w,m
5174,TALK,5174,0.918634,1,-38.5248,-294.162,1486.51,-0.0284405,-0.454592,-0.111675,w,m
5175,TALK,5175,0.921769,1,-38.5824,-294.146,1486.7,-0.0281875,-0.453509,-0.111579,w,m
5176,TALK,5176,0.931107,1,-38.923,-293.241,1483.61,-0.0141949,-0.446352,-0.105555,w,m
5177,TALK,5177,0.930163,1,-39.1281,-292.502,1481.58,-0.0120988,-0.452307,-0.102299,w,m
5178,TALK,5178,0.941034,1,-39.2504,-292.265,1480.56,-0.00985006,-0.45274,-0.100355,w,m
5179,TALK,5179,0.941874,1,-39.2827,-292.222,1480.37,-0.00982139,-0.452793,-0.100164,w,m
5180,TALK,5180,0.947747,1,-39.4238,-292.557,1481.78,-0.0102617,-0.450724,-0.0994852,w,m
5181,TALK,5181,0.94846,1,-39.5888,-292.724,1482.27,-0.00651251,-0.445928,-0.0957857,w,m
5182,TALK,5182,0.955347,1,-39.7115,-292.766,1482.76,-0.00239464,-0.442473,-0.0939519,w,m
5183,TALK,5183,0.956018,1,-39.8362,-292.53,1482.02,0.0066399,-0.441341,-0.0902241,w,m
5184,TALK,5184,0.95673,1,-39.9405,-292.127,1480.06,0.0106097,-0.44415,-0.0873052,w,m
5185,TALK,5185,0.958066,1,-40.0199,-291.683,1478.27,0.0140293,-0.444271,-0.0844334,w,m
5186,TALK,5186,0.958153,1,-39.9718,-291.514,1477.36,0.0148725,-0.44512,-0.0838887,w,m
5187,TALK,5187,0.955412,1,-39.9377,-291.148,1475.42,0.0173075,-0.446512,-0.0818253,w,m
5188,TALK,5188,0.952764,1,-40.0309,-290.552,1472.78,0.0241082,-0.447915,-0.0770542,w,m
5189,TALK,5189,0.953515,1,-40.0264,-290.489,1472.41,0.0257361,-0.448451,-0.075833,w,m
5190,TALK,5190,0.948879,1,-40.0315,-290.512,1472.81,0.027692,-0.448554,-0.0747152,w,m
5191,TALK,5191,0.953104,1,-39.8965,-290.283,1472.13,0.0361573,-0.445044,-0.0696915,w,m
5192,TALK,5192,0.947834,1,-39.9147,-290.32,1472.35,0.0375533,-0.445149,-0.0690612,w,m
5193,TALK,5193,0.943815,1,-39.9883,-290.439,1472.99,0.038871,-0.445034,-0.0682103,w,m
5194,TALK,5194,0.949733,1,-40.0648,-290.577,1473.86,0.0405859,-0.444419,-0.0682597,w,m
5195,TALK,5195,0.951028,1,-40.1351,-291.084,1476.62,0.0474253,-0.442594,-0.0675767,w,m
5196,TALK,5196,0.948923,1,-40.6135,-291.549,1479.34,0.0570476,-0.437186,-0.0621414,w,m
5197,TALK,5197,0.953143,1,-40.691,-291.607,1479.62,0.0600743,-0.436074,-0.0594718,w,m
5198,TALK,5198,0.947017,1,-40.3564,-290.902,1470.81,0.0678295,-0.429184,-0.0506629,w,m
5199,TALK,5199,0.945348,1,-39.6981,-292.575,1466.23,0.0554352,-0.445537,-0.0460739,w,m
5200,TALK,5200,0.936831,1,-39.2783,-295.932,1465.08,0.0488323,-0.482947,-0.046575,w,m
5201,TALK,5201,0.926969,1,-38.4702,-299.2,1460.9,0.0340091,-0.494823,-0.0519047,w,m
5202,TALK,5202,0.916483,1,-38.372,-303.121,1461.3,0.00555602,-0.490337,-0.0601082,w,m
5203,TALK,5203,0.913917,1,-38.8158,-307.001,1464.89,-0.015611,-0.485512,-0.0662316,w,m
