time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz,speaker_gender,listener_gender
10177,WORK,10177,0.978706,1,-66.5913,-211.238,1236.14,-0.0365172,0.518413,0.255311,m,w
10178,WORK,10178,0.97843,1,-66.6394,-211.516,1237.76,-0.0373808,0.516789,0.254903,m,w
10179,WORK,10179,0.97794,1,-66.7586,-211.966,1240.37,-0.037982,0.514646,0.254381,m,w
10180,WORK,10180,0.97913,1,-66.9556,-212.68,1244.82,-0.0421152,0.51192,0.254591,m,w
10181,WORK,10181,0.978935,1,-67.0398,-213.024,1246.89,-0.0428431,0.510981,0.254358,m,w
10182,WORK,10182,0.977967,1,-67.0456,-213.684,1250.91,-0.0449901,0.508835,0.252693,m,w
10183,WORK,10183,0.980718,1,-66.7604,-213.708,1251.3,-0.0465154,0.506866,0.252945,m,w
10184,WORK,10184,0.979347,1,-66.3671,-213.626,1251,-0.048703,0.501829,0.25406,m,w
10185,WORK,10185,0.979064,1,-66.066,-213.476,1250.23,-0.0486439,0.499779,0.253296,m,w
10186,WORK,10186,0.978134,1,-66.0014,-213.51,1250.36,-0.0490458,0.499927,0.253087,m,w
10187,WORK,10187,0.977096,1,-65.9367,-213.57,1250.69,-0.0489819,0.499662,0.252828,m,w
10188,WORK,10188,0.976821,1,-65.641,-213.463,1250.24,-0.0490685,0.49772,0.252711,m,w
10189,WORK,10189,0.978381,1,-65.5093,-213.391,1249.68,-0.0502571,0.497199,0.253015,m,w
10190,WORK,10190,0.978881,1,-65.3047,-213.189,1248.41,-0.0517624,0.496424,0.254175,m,w
10191,WORK,10191,0.978845,1,-65.2566,-213.242,1248.55,-0.0521774,0.49688,0.254438,m,w
10192,WORK,10192,0.977211,1,-65.1227,-213.078,1247.02,-0.0528125,0.498418,0.254746,m,w
10193,WORK,10193,0.978726,1,-63.752,-210.579,1228.88,-0.0562234,0.502937,0.257148,m,w
10194,WORK,10194,0.981978,1,-63.1908,-209.175,1219.43,-0.0576246,0.504829,0.257054,m,w
10195,WORK,10195,0.982071,1,-63.3012,-208.707,1216.65,-0.0556501,0.511052,0.256335,m,w
10196,WORK,10196,0.980297,1,-63.6919,-208.851,1218.55,-0.0519327,0.514437,0.256219,m,w
10197,WORK,10197,0.980091,1,-64.1513,-209.739,1223.69,-0.0472494,0.514462,0.252532,m,w
10198,WORK,10198,0.981124,1,-64.4545,-210.03,1225.35,-0.047914,0.516111,0.25204,m,w
10199,WORK,10199,0.980878,1,-64.8407,-210.685,1229.43,-0.0478134,0.514797,0.251221,m,w
10200,WORK,10200,0.980589,1,-65.21,-211.71,1232.95,-0.0477557,0.512323,0.250733,m,w
10201,WORK,10201,0.981929,1,-65.2694,-211.687,1232.79,-0.0475442,0.51406,0.250343,m,w
10202,WORK,10202,0.982228,1,-65.439,-211.806,1232.62,-0.0502398,0.516845,0.250482,m,w
10203,WORK,10203,0.981687,1,-65.5397,-212.22,1233.89,-0.0514888,0.516059,0.25037,m,w
10204,WORK,10204,0.981603,1,-65.5894,-212.137,1233.25,-0.050759,0.516845,0.250117,m,w
10205,WORK,10205,0.981616,1,-65.6701,-211.98,1232.12,-0.0491451,0.518484,0.248777,m,w
10206,WORK,10206,0.982015,1,-65.6948,-212.044,1232.11,-0.0494312,0.518756,0.248789,m,w
10207,WORK,10207,0.983282,1,-65.6084,-212.011,1230.86,-0.0501434,0.519317,0.248193,m,w
10208,WORK,10208,0.982499,1,-65.6423,-212.061,1231.03,-0.0492233,0.519811,0.247616,m,w
10209,WORK,10209,0.982345,1,-65.7004,-212.188,1231.67,-0.0485725,0.519982,0.247215,m,w
10210,WORK,10210,0.982515,1,-65.7718,-212.246,1231.81,-0.0482321,0.519944,0.246471,m,w
10211,WORK,10211,0.982449,1,-65.8913,-212.195,1231.08,-0.0456892,0.520856,0.243441,m,w
10212,WORK,10212,0.983465,1,-65.9281,-212.115,1230.52,-0.0459667,0.521248,0.243239,m,w
10213,WORK,10213,0.98411,1,-65.9787,-212.03,1229.93,-0.0463274,0.521751,0.24323,m,w
10214,WORK,10214,0.982544,1,-66.2373,-212.019,1229.71,-0.0463245,0.524569,0.243008,m,w
10215,WORK,10215,0.981338,1,-66.3032,-211.902,1229.21,-0.0454886,0.525218,0.24262,m,w
10216,WORK,10216,0.981456,1,-66.3605,-211.859,1229.05,-0.0450487,0.525728,0.242279,m,w
10217,WORK,10217,0.981457,1,-66.4142,-211.848,1229.04,-0.0449958,0.526193,0.242019,m,w
10218,WORK,10218,0.979101,1,-66.7891,-212.486,1234.12,-0.0462992,0.523808,0.242476,m,w
10219,WORK,10219,0.97912,1,-66.8426,-212.581,1234.8,-0.0467435,0.522931,0.242566,m,w
5540,WORK,5540,0.904298,1,57.6437,-230.108,1161.62,-0.10792,-0.606065,-0.0678653,w,m
5541,WORK,5541,0.897793,1,56.6095,-229.341,1159.64,-0.111467,-0.603755,-0.0776237,w,m
5542,WORK,5542,0.905053,1,55.7062,-229.11,1160.96,-0.10577,-0.596881,-0.0788782,w,m
5543,WORK,5543,0.908635,1,54.8671,-227.805,1157.86,-0.0993926,-0.597657,-0.0818223,w,m
5544,WORK,5544,0.910806,1,54.092,-226.57,1157.31,-0.0888325,-0.593072,-0.0785936,w,m
5545,WORK,5545,0.908605,1,53.3718,-225.565,1157.08,-0.0847377,-0.594308,-0.0798752,w,m
5546,WORK,5546,0.906275,1,52.4735,-224.019,1153.31,-0.0786039,-0.591566,-0.0785451,w,m
5547,WORK,5547,0.907757,1,52.0161,-222.928,1150.89,-0.0762738,-0.589786,-0.0848194,w,m
5548,WORK,5548,0.903074,1,51.7141,-221.989,1150.19,-0.0676025,-0.590134,-0.0849918,w,m
5549,WORK,5549,0.890518,1,51.4976,-221.5,1150.82,-0.0598531,-0.58765,-0.0857145,w,m
5550,WORK,5550,0.90485,1,51.286,-220.837,1148.87,-0.0614424,-0.585322,-0.0931686,w,m
5551,WORK,5551,0.908713,1,51.1719,-220.411,1147.21,-0.0644224,-0.583168,-0.0992244,w,m
5552,WORK,5552,0.908083,1,51.3031,-220.322,1146.84,-0.0672867,-0.583358,-0.103341,w,m
5553,WORK,5553,0.900525,1,51.3892,-220.205,1146.36,-0.0721581,-0.582312,-0.109303,w,m
5554,WORK,5554,0.906459,1,51.5341,-220.123,1145.26,-0.0769926,-0.582227,-0.114764,w,m
5555,WORK,5555,0.907715,1,51.68,-219.885,1143.91,-0.0809877,-0.581811,-0.118886,w,m
