uniquewords,Repetitions
FS:GO,2
FS:GS,2
FS:H-HERO,2
FS:H-HOLLOWAY,2
FS:H-INDECIPHERABLE,2
FS:HAYLING,2
FS:HAYLINGHY,2
FS:HENDERSON,2
FS:HENRY,2
FS:HERON,2
FS:HOLLYWOODHW,2
FS:HONITON,2
FS:HOUSE,2
FS:HTV,2
FS:HUMMUS,2
FS:HYDE,2
FS:I-INFLAMMATION,2
FS:I-INTERIM,2
FS:ID,2
FS:INDECIPHERABLEDH,2
FS:INDECIPHERABLEKUA,2
FS:INDECIPHERABLESAL,2
FS:INK,2
FS:IT,2
FS:JANUARYJN,2
FS:JOAN,2
FS:JOHN,2
FS:KEIRA,2
FS:KEYSELL,2
FS:LADYLD,2
FS:LANGSIDE,2
FS:LANZAROTELANZRAOTE,2
FS:LINGUS,2
FS:LOCH,2
FS:M-INDECIPHERABLE,2
FS:M-MANCHESTER,2
FS:M-MICHAEL,2
FS:MAP,2
FS:MECCAMECA,2
FS:MIDDLESBROUGH,2
FS:MIDDLESBROUGHMB,2
FS:MIDDLESBROUGHMD,2
FS:MISTERMR,2
FS:N-NOTICE,2
FS:NDCS,2
FS:NESSNES,2
FS:NEWHAMNEWHM,2
FS:NEWS,2
FS:NEWSNWS,2
FS:NIGEL,2
FS:NO,2
FS:NOTNN,2
FS:NOVEMBER,2
FS:NURSERY,2
FS:OAP,2
FS:OCTOBEROCT,2
FS:OFF,2
FS:OMAGHOMG,2
FS:OMAGHOMGH,2
FS:ON,2
FS:ORR,2
FS:OUTSIDEOUSIDE,2
FS:P-PAGE,2
FS:P-PLANET,2
FS:P-PORTSMOUTH,2
FS:P-PRAIRIE,2
FS:P-PROOFREAD,2
FS:P-UNKNOWN,2
FS:PAIGNTON,2
FS:PARENTSPAREN,2
FS:PAT,2
FS:PORT,2
FS:PUNJABIPJ,2
FS:R-INDECIPHERABLE,2
FS:RED,2
FS:REDERICK,2
FS:REGIS,2
FS:REGISREGS,2
FS:RIGID,2
FS:RNID,2
FS:RODDY,2
FS:ROW,2
FS:S-SEASON,2
FS:S-SHILLING,2
FS:S-SQUATTERS,2
FS:S-SUPER,2
FS:SALT,2
FS:SAND,2
FS:SARAH,2
FS:SASLIC,2
FS:SCHOOL,2
FS:SEA,2
FS:SHARON,2
FS:SHEETS,2
FS:SNOWY,2
FS:SOAP,2
FS:SPEECHSPECH,2
FS:SPINE,2
FS:STAGETEXTSTAGETXT,2
FS:STOBHILLSTBHILL,2
FS:SUFFOLK,2
FS:T-TEACHER,2
FS:T-TERMINAL,2
FS:T-TONSILS,2
FS:TALBOTTBOT,2
FS:TEACHERTEACH,2
FS:TEACHING-ASSISTANTTA,2
FS:TERMINALTERMIN,2
FS:TERRY,2
FS:THANTN,2
FS:THENN,2
FS:THURSDAY,2
FS:TILL,2
FS:TINTIN,2
FS:TONY,2
FS:TORQUAY,2
FS:TOTOO,2
FS:TOWNSEND,2
FS:TOYS,2
FS:TRACHEOTOMY,2
FS:TRACHEOTOMYTR,2
FS:TREADMILL,2
FS:TREADMILLTREADMIL,2
FS:TREE,2
FS:TUMOUR,2
FS:UNIPHONE,2
FS:UNKNOWNG,2
FS:UNKNOWNSWD,2
FS:UP,2
FS:URDUURDI,2
FS:USED,2
FS:VACCINEVACCINN,2
FS:VICKY,2
FS:VIRUS,2
FS:VISA,2
FS:WIGAN,2
FS:WOOLWORTHSWOOLWORTH,2
FS:YEAR,2
FS:YEARS,2
G:CA:AEROBICS,2
G:CA:ANIMAL,2
G:CA:AWKWARD-POSITION,2
G:CA:BACKS-OFF,2
G:CA:BLIND-MAN-WITH-CANE,2
G:CA:CARRY-DOG,2
G:CA:CARRY-OBJECT,2
G:CA:CARRY-TRAY,2
G:CA:CAT-CLAWS-ON-NECK,2
G:CA:CAT-RESTING-ON-NECK,2
G:CA:CAT-STAYS-STILL,2
G:CA:CHECK-WATCH,2
G:CA:COOL-MOUTH,2
G:CA:COVER-MOUTH-IN-PAIN,2
G:CA:CRADLE-BABY,2
G:CA:EXCLAIMS-IN-FRUSTRATED,2
G:CA:FEEL-SLIMY-SUBSTANCE,2
G:CA:FIDGET,2
G:CA:GIVE-BOWL,2
G:CA:GRAB-PERSON,2
G:CA:GRIPS-THIGH,2
G:CA:GRIPS-THIGHS,2
G:CA:HAND-DOWN,2
G:CA:HAND-OVER-OBJECT,2
G:CA:HAND-RESTING-ON-BODY,2
G:CA:HAND-RESTS-ON-STOMACH,2
G:CA:HANG-UP-ITEM,2
G:CA:HOLD-BABY-ON-LAP,2
G:CA:HOLD-BALL,2
G:CA:HOLD-BY-REINS,2
G:CA:HOLD-COMPUTER-GAME,2
G:CA:HOLD-HAND,2
G:CA:HOLD-HANDS-UP-IN-DELIGHT,2
G:CA:HOLD-MONEY-UP,2
G:CA:HOLDING-BOTH-HAND-RESTING-ON-BODY,2
G:CA:LOOK-SURPRISED,2
G:CA:MODEL-JUMPER,2
G:CA:MOVE-ARMS-ABOUT,2
G:CA:MOVE-AROUND,2
G:CA:OPEN-CIGARETTE-PACKET,2
G:CA:PANIC,2
G:CA:PARALYSED,2
G:CA:PAT-HANDS,2
G:CA:PAT-THE-BACK-OF-THE-HAND,2
G:CA:PERSON-DISORIENTATED,2
G:CA:PLASTERED,2
G:CA:POUR-DRINK,2
G:CA:PRETEND-TO-YAWN,2
G:CA:PUT-CUP-IN-ELBOW,2
G:CA:PUTTING-ARMS-AROUND-SOLDIER,2
G:CA:REFUSE-TO-LOOK,2
G:CA:REMOVE-GLOVES,2
G:CA:REST-HANDS,2
G:CA:RESTING-HANDS,2
G:CA:RIGID,2
G:CA:ROTATE-COUNTRY,2
G:CA:SHAKES-TOP-TO-COOL-DOWN,2
G:CA:SIT-AND-WATCH,2
G:CA:STAB,2
G:CA:STANDING-STILL-LOOKING-STUPID,2
G:CA:STRETCH-FACE,2
G:CA:SWEATING-ON-FACE,2
G:CA:TAKE-FOOD,2
G:CA:TAKE-SHOT,2
G:CA:THROWING-DARTS,2
G:CA:UNEASY,2
G:CA:WON,2
G:OVER-TO-YOU,2
G:REARING-TO-GO,2
GLASGOW,2
GO ,2
GOSSIP ,2
GRANDDAUGHTER,2
HAMSTER,2
HAVE-NOT,2
HEAD-MIRRORS,2
HEAD-SCARF,2
HEADPHONES,2
HIDE,2
HOLD-BREATH,2
HOLD-ON,2
HORSE,2
HUG,2
HUMANS,2
HUNDRED-ONE,2
HUNDRED-SIX,2
HUNGARY,2
INTRODUCE,2
JAMAICA,2
JOIN,2
JUDO,2
JUMPER,2
JUST,2
KNEEL,2
KNIT,2
LABEL,2
LAST-YEAR-TWO,2
LETTER,2
LEVEL,2
LIGHT-WEIGHT,2
LONG-AGO,2
LONG-HAIR,2
MANY-ANIMALS,2
MARGATE,2
MATCH-GAME,2
MISSIONER,2
MISTAKE,2
MONEY ,2
MOUSE-COMPUTER,2
MOW,2
N:EIGHT,2
N:EIGHTYEIGHT,2
N:ELEVEN,2
N:NINETEEN-SEVENTY-THREENINETEEN,2
N:SEVEN,2
N:SEVENTYSEVEN,2
N:SIXTY-FIVESIX,2
N:THIRTEEN,2
N:TWELVE,2
NEXT ,2
NIGHTCLUB,2
NONSENSE,2
NOTE-DOWN,2
NUDGE,2
ONE-ON-ONE,2
OPPOSITE,2
OPTIONS,2
PARIS,2
PATTERN,2
PERCENT,2
PERMANENT,2
PILE,2
PLAIN,2
POISON,2
POSS-SUFFIX,2
PREGNANCY-SCAN,2
PRICE,2
PROLONG,2
PROUD,2
PROVIDE,2
PT:LOC ,2
PT:POSS1SG5,2
PT:PRO03,2
PT:PT:PRO1SG,2
PULL,2
QUESTION,2
RABBIT,2
READING,2
REMOTE-CONTROL,2
RENT,2
RESPONSIBLITY,2
RESTLESS,2
ROLL,2
RUGBY,2
RULES,2
SAIL,2
SAUSAGE,2
SCAR,2
SCIENCE,2
SEA,2
SEWING-MACHINE,2
SEX,2
SHIRT,2
SHIT,2
SHIVERS,2
SHORT-NOTICE,2
SHORTEN,2
SICK,2
SISTER-NUN,2
SKELETON,2
SKY-TV,2
SLEEPY,2
SLOT-MACHINE,2
SMELL,2
SMELLY,2
SN:AMANDAFS:A,2
SN:AMANDAFS:AA,2
SN:ARSENALGUN,2
SN:ASTON-VILLAFS:A-ASTON,2
SN:BEESEFS:B-BEESE,2
SN:BETTYFS:B-BETTY,2
SN:BLACKBURNBLACK,2
SN:BRIGHTONFS:B-BRIGHTON,2
SN:BRITISH-TELECOMFS:B-BRITISH,2
SN:CANARY-WHARFFS:C-CANARY,2
SN:CHELSEASPIT,2
SN:DERING-EMPLOYMENTFS:D-UNKNOWN,2
SN:DOROTHY-MILES,2
SN:EDINBURGHFS:ED,2
SN:EDINBURGHFS:EDINBURGHEDH,2
SN:EVERTONFS:E-EVERTON,2
SN:EXETER,2
SN:GEORGE-SQUAREUNKNOWN,2
SN:GLASGOWFS:GLASGOWGW,2
SN:HEATHFS:H-HEATH,2
SN:HENDERSON-ROWFS:H-HENDERSON,2
SN:HIRSHMANFS:H-HIRSHMAN,2
SN:INDECIPHERABLEFS:C-INDECIPHERABLE,2
SN:INDECIPHERABLEFS:E-INDECIPHERABLE,2
SN:INDECIPHERABLEFS:INDECIPHERABLEAA,2
SN:INDECIPHERABLEFS:INDECIPHERABLEB,2
SN:INDECIPHERABLEFS:INDECIPHERABLEF,2
SN:INDECIPHERABLEFS:INDECIPHERABLEJ,2
SN:INDECIPHERABLEFS:INDECIPHERABLENJ,2
SN:INDECIPHERABLEFS:INDECIPHERABLER,2
SN:ISLINGTONFS:I-ISLINGTON,2
SN:JOANNEFS:J-JOANNE,2
SN:JOE-COLEFS:J-JOE,2
SN:JONATHAN-NELSONFS:J-JONATHAN,2
SN:JUSTMUST,2
SN:MARTINA-NAVRATILOVAFS:NAVRATILOVANN,2
SN:MICHAELFS:M-MICHAEL,2
SN:MIKEFS:M-MIKE,2
SN:MILESFS:M-MILES,2
SN:MOTHERWELLFS:M,2
SN:NEWCASTLEFS:N-NEWCASTLE,2
SN:OKTOBERFESTFS:O-OCTOBER,2
SN:OKTOBERFESTOCTOBER,2
SN:OLDHAMOLD,2
SN:OLIVER,2
SN:PAULAFS:P-PAULA,2
SN:POLANDPRAY,2
SN:PORTADOWNFS:P,2
SN:QUEEN-PARK-RANGERSROYAL,2
SN:RNIDFS:RNID,2
SN:ROONEYFS:R-ROONEY,2
SN:SNOWYSNOW,2
SN:STAR,2
SN:TERMINATOR,2
SN:TERRY-RILEYFS:T-TERRY,2
SN:TERRYFS:T-TERRY,2
SN:THE-SAINTHALO,2
SN:TOMFS:T-TOM,2
SN:TOMFS:TO,2
SN:TOTTENHAM-HOTSPURFS:TT-TOTTENHAM,2
SN:TOTTENHAM-HOTSPURSCLEVER,2
SN:UNKNOWNFS:H-UNKNOWN,2
SN:UNKNOWNFS:P,2
SN:UNKNOWNG,2
SN:WOOD-GREENWOOD,2
SN:WORTHINGWORTH,2
SNOW,2
SOCIAL,2
SPOTS,2
SQUATTERS,2
STAB,2
STAR,2
STIFF,2
STUCK,2
STUDENT,2
STUMBLE,2
SUBMIT,2
SUMMER,2
SURE,2
SWEEP,2
SWEETHEART,2
SYNC,2
TABLE-TENNIS,2
TAIPEI,2
TELEPATHY,2
TENNIS,2
THAT,2
THAT-IS-ALL,2
THAT-IS-IT,2
THE,2
THROW,2
THROW-AWAY,2
TITLE ,2
TRAFFIC-LIGHTS,2
TRAINING,2
TWENTY,2
TYPETALK,2
UNCLE,2
UNTIL,2
VARIETY,2
WARM,2
WASH,2
WAVE-WATER,2
WEEK-AGO-TWO,2
WEEK-ONE,2
WEEK-THREE,2
WEEKLY,2
WELL-DRESSED,2
WHATEVER,2
WINE,2
WITHOUT,2
WOLVERHAMPTON,2
WONDERFUL,2
WORLD,2
YOU-TUBE,2
YOUTH-CLUB,2
ZOOM-OUT,2
NOW2,1
/DSEWSPOON,1
/DSS1,1
/G:CA:,1
/G:CA:HOLD-BOTTLE,1
:MOVE/G:CA:READING-ADVERT-PAGE,1
ACCOMODATION,1
ADD-T,1
ADD-TO-SIGN-BANKHOLIDAY,1
ADELAIDE,1
ADULTERY,1
ADVANCE,1
AGE-FOUR,1
AGE-NINE,1
AGE-ONE,1
AGE-THIRTEEN,1
ALCOHOL,1
ALL ,1
ANNUL,1
ARCHITECT,1
ARRIVE ,1
ATTITUDE,1
AUGUST,1
BAKE,1
BALD,1
BE-DONE-WITH,1
BEEF,1
BEHEAD,1
BEOFRE,1
BISHOP,1
BLACK-PERSON,1
BOW-TIE,1
BRAILLE,1
BRIGHT,1
BRING ,1
BRING-UP,1
BRITISH,1
BRUISE,1
BRUSH-UP,1
BUFFET,1
BUOY,1
BYE,1
CAESAREAN,1
CAIRNS,1
CAKE,1
CAN-NOT ,1
CARE-NOT,1
CATHOLIC,1
CHANCE,1
CHANNEL,1
CHAOS,1
CHARACTER,1
CHICKEN,1
CLASS,1
CLH:HOLD-TRAY,1
CLIP,1
CLL:AUDIENCE,1
CLL:BOAT,1
CLL:DOOR,1
CLL:FOOD-ON-PLATE,1
CLL:GARDEN,1
CLL:GAS-HOBS,1
CLL:HORSE,1
CLL:LOCATION,1
CLL:LOCK,1
CLL:PEOPLE,1
CLL:PEOPLE-SIT,1
CLL:ROAD,1
CLL:SAT-AT-TABLE,1
CLL:SHOULDER,1
CLL:TWO-PEOPLE,1
CLL:TWO-PEOPLE-STANDING,1
CLL:WALL,1
CLM,1
CLM:BALLS-MOVE,1
CLM:CLOCK-HAND-MOVE,1
CLM:CLOCK-HAND-MOVES,1
CLM:DOOR-OPEN,1
CLM:DOOR-OPEN-AND-SHUTS,1
CLM:FIDGET-WITH-LEGS,1
CLM:GET-IN-BED,1
CLM:HEAD-MOVE,1
CLM:HEAD-MOVES,1
CLM:JOINT-MOVE,1
CLM:OBJECT-GIVE-WAY,1
CLM:PERSON-FIDGET,1
CLM:PERSON-WALK,1
CLOCK,1
CLSS:AREA-OF-WATER,1
CLSS:BALCONY,1
CLSS:BAR,1
CLSS:BECOME-THIN,1
CLSS:BOW,1
CLSS:CAT-EARS,1
CLSS:CLOTHING,1
CLSS:EYE,1
CLSS:FLAT-SCREEN-TELEVISION,1
CLSS:FLAT-STOMACH,1
CLSS:GROUP,1
CLSS:OBJECT,1
CLSS:OBJECTS,1
CLSS:PART-HANGING-OFF,1
CLSS:PILES,1
CLSS:PLATE-STAND,1
CLSS:POTHOLE,1
CLSS:SCONES,1
CLSS:SEATED-IN-A-CIRCLE,1
CLSS:SOFT-OBJECT,1
CLSS:TRAY,1
CLSS:TUBING,1
CLSS:TWO-TIER-PLATE-STAND,1
CLSS:WET-PATCH,1
COBBLES,1
CONTEXT,1
CORNWALL,1
COVENTRY,1
CRANE,1
CRITICISE,1
CRUEL,1
CURRICULUM,1
CURTAINS,1
CZECH-REPUBLIC,1
DANGEROUS,1
DAUGHTER  ,1
DEAF ,1
DEAFINITELY,1
DEAL-CARDS,1
DEPOSIT,1
DERBY,1
DESK,1
DIFFERENT ,1
DISCONNECT-UNLINK,1
DISTRACT,1
DOGFALSE-START ,1
DONALDSONS,1
DOWNHILL,1
DRAWER,1
DRIP,1
DSEWFLAT-MOVE,1
DSH,1
ECONOMY,1
ELEPHANT,1
ENTITLEMENT,1
ETHNIC,1
EXAMPLE,1
EXCITING,1
EXHAUSTED,1
EXPECT ,1
EXTINGUISH-LIGHT,1
FAKE,1
FALSE-STARTINDECIPHERABLE,1
FAST,1
FAULT,1
FBUOYG:HEY,1
FED-UP,1
FIGHT,1
FINISH-WITH,1
FLAVOUR,1
FLOW,1
FOLD-OUT-BED,1
FOOL,1
FOREVER,1
FORMAL,1
FOURPENCE,1
FRANCE ,1
FRUSTRATE,1
FS:A-AVOCADO,1
FS:A-INDECIPHERABLE,1
FS:ABRAHAM,1
FS:ADAM,1
FS:ADELAIDEADADA,1
FS:ADVERTAD,1
FS:ADVERTADV,1
FS:AGM,1
FS:AID,1
FS:AIDS,1
FS:ALL,1
FS:AND,1
FS:ANDAD,1
FS:ANDREW,1
FS:ANNEANE,1
FS:ASA-ASL,1
FS:B-BALCONY,1
FS:B-BARCELONA,1
FS:B-BBC,1
FS:B-BE,1
FS:B-BEACH,1
FS:B-BERBATOV,1
FS:B-BREED,1
FS:B-BROTHEL,1
FS:B-BUT,1
FS:BANK,1
FS:BARNET,1
FS:BARRY,1
FS:BOB,1
FS:BRATISLAVABRATALAVIA,1
FS:BREED,1
FS:BUSY,1
FS:BUTB,1
FS:BUTBT,1
FS:BUTET,1
FS:BUTT,1
FS:BY,1
FS:C-CAPTAIN,1
FS:C-CENTRAL,1
FS:C-CEREMONY,1
FS:C-CHARLTON,1
FS:C-COBBLES,1
FS:C-COMPANY,1
FS:C-CREDIT,1
FS:C-INDCIPHERABLE,1
FS:CAIRNSCAIRN,1
FS:CAMPBELL  ,1
FS:CANCER,1
FS:CAVE,1
FS:CCTV,1
FS:CHARLTONCA,1
FS:CHELTENHAMCHELTNH,1
FS:CHINA,1
FS:CHRIS,1
FS:CITY,1
FS:CLINIC,1
FS:COAL,1
FS:COCKTAIL  ,1
FS:COLIN,1
FS:COLINCOL,1
FS:COMA,1
FS:COOK,1
FS:CORK,1
FS:CURLINGCARLING,1
FS:D-DULL,1
FS:DELIRIOUSDELIROUS,1
FS:DIMITAR,1
FS:DOCTORDR,1
FS:DOCUMENTARYDOC,1
FS:DRAMA,1
FS:DRAYTONDRATYON,1
FS:DRUG,1
FS:DULL,1
FS:DWEK,1
FS:EDINBURGHED,1
FS:ENSUITE,1
FS:ENSUITEENS,1
FS:ENSUITEES,1
FS:ESSEX,1
FS:EXXON,1
FS:EXXONELL,1
FS:EXXONESSON,1
FS:F-FESTIVAL,1
FS:FAIR,1
FS:FAT,1
FS:FIJI,1
FS:FRANK-BARNESF,1
FS:FREE,1
FS:FRIDAYFY,1
FS:FUN,1
FS:FUSS,1
FS:G-GET,1
FS:G-GOSSIP,1
FS:GAME,1
FS:GELDOF,1
FS:GOTHIC,1
FS:GREEDY,1
FS:H-HILTON,1
FS:H-HISTORY,1
FS:H-HOLLY,1
FS:H-HONEY,1
FS:H-UNKNOWN,1
FS:HELEN,1
FS:HISTORYHSRY,1
FS:HOME,1
FS:HORROWELL        ,1
FS:ICELAND,1
FS:ICELANDLCE,1
FS:IFF,1
FS:ILAN,1
FS:INDECIPHERABLE-T,1
FS:INDECIPHERABLEB,1
FS:INDECIPHERABLEBRT,1
FS:INDECIPHERABLED,1
FS:INDECIPHERABLEDHE,1
FS:INDECIPHERABLEEA,1
FS:INDECIPHERABLEEGY,1
FS:INDECIPHERABLEF,1
FS:INDECIPHERABLESAB,1
FS:INDECIPHERABLESCAB,1
FS:INDECIPHERABLESESI,1
FS:INDECIPHERABLESL,1
FS:INDECIPHERABLEWF,1
FS:IPLAYER,1
FS:IPLAYERIPLAY,1
FS:IRAN,1
FS:IRAQ,1
FS:ISI,1
FS:J-INDECIPHERABLE,1
FS:J-JAMES,1
FS:J-JULY,1
FS:J-JUNE,1
FS:JENNY,1
FS:JESSOPS,1
FS:JOHNHN,1
FS:JUG,1
FS:JULY,1
FS:K,1
FS:K-UNKNOWN,1
FS:KATONA,1
FS:KINDECIPHERABLE,1
FS:L-INDECIPHERABLE,1
FS:L-LIGHT,1
FS:LADS,1
FS:LAGOON,1
FS:LAW,1
FS:LIME,1
FS:LINCOLN,1
FS:LIPOSUCTION,1
FS:LONGL-ASL,1
FS:LUCY,1
FS:M-MADRID,1
FS:M-MAGARET,1
FS:M-MANURE,1
FS:M-MATTHEW,1
FS:M-MOIST,1
FS:MADRID ,1
FS:MAFIA,1
FS:MANUFACTORYMANUFACT,1
FS:MAORIMAROI,1
FS:MAPMA,1
FS:MARCHMAR,1
FS:MARYLEBONE ,1
FS:MATTHEWMT,1
FS:MENINGITIS,1
FS:MICHELLEMICH,1
FS:MINI,1
FS:MINT,1
FS:MSC,1
FS:N,1
FS:N-INDECIPHERABLE,1
FS:N-NOT,1
FS:NANDO,1
FS:NHS,1
FS:NICK,1
FS:NORMAN,1
FS:ODD,1
FS:OF,1
FS:OLDHAMOH,1
FS:OMAN,1
FS:OR,1
FS:OTT,1
FS:OUT,1
FS:OWN,1
FS:OXFORD,1
FS:P,1
FS:P-INDECIPHERABLE,1
FS:P-PARADISE,1
FS:P-PENCES,1
FS:P-PETERBOROUGH,1
FS:P-PHD,1
FS:PAD,1
FS:PAKISTAN,1
FS:PALERMO,1
FS:PASTYPESY,1
FS:PATSYPATSY,1
FS:PAULA,1
FS:PET,1
FS:PETERBOROUGHPB,1
FS:PHD,1
FS:PHELPS,1
FS:PHILADELPHIA,1
FS:PHILIP,1
FS:POLIO,1
FS:PUPPYPUPY,1
FS:R-RALLY,1
FS:R-RULES,1
FS:RAD,1
FS:REAL,1
FS:RECESSION,1
FS:ROOM,1
FS:ROOT,1
FS:RUANE,1
FS:RUSSIA,1
FS:RUSTRST,1
FS:RUSTSRT,1
FS:RUSTY,1
FS:S-INDECIPHERABLE,1
FS:S-SAND,1
FS:S-SEPTEMBER,1
FS:S-SOCIETY,1
FS:S-SON,1
FS:S-SOUTH,1
FS:S-STRANGER,1
FS:S-SYNDROME,1
FS:SADDAMSD,1
FS:SAMINUR,1
FS:SARDINA,1
FS:SCAN,1
FS:SCONES,1
FS:SEPTEMBERS,1
FS:SESI,1
FS:SHISHA   ,1
FS:SICILY,1
FS:SICILYSCL,1
FS:SIDCUP,1
FS:SPA,1
FS:SSE,1
FS:ST-STREET,1
FS:STREETST,1
FS:SUPER,1
FS:SYLVIA,1
FS:T-INDECIPHERABLE,1
FS:T-TERM,1
FS:T-THATCHER,1
FS:T-THE,1
FS:T-THOUSAND,1
FS:T-TRANSFER,1
FS:TAMWORTH,1
FS:TEACH,1
FS:THAMES,1
FS:THOMSONTOMSON,1
FS:THOUSANDTH,1
FS:TONYTON,1
FS:TOWN,1
FS:TRADE,1
FS:TRADETR,1
FS:TUESDAYTU,1
FS:TUMOR,1
FS:U-UNITED,1
FS:UNKNOWN,1
FS:UNKNOWNBLD,1
FS:UNKNOWNBOLD,1
FS:UNKNOWNEEPORT,1
FS:UNKNOWNGAMY,1
FS:UNKNOWNGLY,1
FS:UNKNOWNWH,1
FS:V-VANDALISM,1
FS:V-VICTORIA,1
FS:V-VILLAGE,1
FS:VANDA,1
FS:VSHED,1
FS:W-UNKNOWN,1
FS:W-WAARDENBURG,1
FS:W-WAREHOUSE,1
FS:W-WEATHER,1
FS:WAREWHARE,1
FS:WAX,1
FS:WKD,1
FS:X,1
FS:YARD,1
FS:YASIR,1
FS:YATES,1
FS:YES,1
FS:Z-ZEALAND,1
FS:ZOO,1
FULL-STOP,1
G/WELL,1
G:,1
G:ANYWAYS,1
G:CA,1
G:CA:,1
G:CA:ABLE-TO-MOVE,1
G:CA:ACHING-HANDS,1
G:CA:ADJUST-RADIO-CONTROLS,1
G:CA:ALERT,1
G:CA:BITES-NAILS,1
G:CA:BRAG,1
G:CA:BREATHES-HEAVILY,1
G:CA:BROWSE,1
G:CA:CAT-CLAWS-ON-SHIRT,1
G:CA:CHECK-NECK,1
G:CA:CHEER,1
G:CA:CLING-TO-WALL,1
G:CA:CONFUSED,1
G:CA:CONSIDER,1
G:CA:CONTEMPLATE,1
G:CA:COVER-NOSE,1
G:CA:DRINK-FROM-BOTTLE,1
G:CA:DRINK-FROM-CUP,1
G:CA:DRIVE,1
G:CA:DROP-BOAT,1
G:CA:ERM,1
G:CA:EXAMINE-SOMEONE,1
G:CA:EXCLAIM,1
G:CA:FEEL-MY-WAY,1
G:CA:FIDDLES-WITH-FINGERS,1
G:CA:FINGERSPELLING,1
G:CA:FIX-HAIR,1
G:CA:FOLD-QUILT,1
G:CA:FORMAL-POSE,1
G:CA:GESTURE-TO-PERSON,1
G:CA:GIVE-TICKET,1
G:CA:GIVE-TRAY,1
G:CA:GRAB-HOLD-OF-PERSON,1
G:CA:GRAB-WHEELCHAIR,1
G:CA:GRIP-ARM,1
G:CA:GRIP-BACK,1
G:CA:HAND-OUT-FOOD,1
G:CA:HANDLE-FOOD,1
G:CA:HAVE-ARMS-RESTRAINED,1
G:CA:HIDE-EYES-IN-FEAR,1
G:CA:HOLD-AND-INSERT-MONEY,1
G:CA:HOLD-BABY,1
G:CA:HOLD-BLANKET,1
G:CA:HOLD-BOOK,1
G:CA:HOLD-BOTTLE,1
G:CA:HOLD-CIGARETTE-PACKET,1
G:CA:HOLD-COW,1
G:CA:HOLD-DOOR-HANDLE,1
G:CA:HOLD-HAND-TO-FACE,1
G:CA:HOLD-HANDS,1
G:CA:HOLD-KNIFE-TO-CUT,1
G:CA:HOLD-MOTORBIKE,1
G:CA:HOLD-OBJECT-DOWN,1
G:CA:HOLD-OJBECT,1
G:CA:HOLD-PHONE,1
G:CA:HOLD-PLATE,1
G:CA:HOLD-PODIUM,1
G:CA:HOLD-RADIO-CONTROL,1
G:CA:HOLD-REMOTE-CONTROL,1
G:CA:HOLD-SCOOTER,1
G:CA:HOLD-SHEET,1
G:CA:HOLD-SOMETHING,1
G:CA:HOLD-SOMETHING-DOWN,1
G:CA:HOLD-TEACUP,1
G:CA:HOLD-TOOL,1
G:CA:HOLD-TUBE,1
G:CA:HOLD-UP-HAND,1
G:CA:HOLD-WHEELCHAIR,1
G:CA:HUG,1
G:CA:IDLE,1
G:CA:IN-A-DAZE,1
G:CA:INDECISIVE,1
G:CA:INJECT,1
G:CA:LET-GO-OF,1
G:CA:LIGHT-CIGARETTE,1
G:CA:LOITER,1
G:CA:LOOK-AHEAD,1
G:CA:LOOK-AROUND,1
G:CA:LOOK-DOWN,1
G:CA:LOOK-FOR-PERSON,1
G:CA:LOOK-IN-CURIOUSITY,1
G:CA:LOOK-OF-DISBELIEF,1
G:CA:LOOK-ON-IN-DISBELIEF,1
G:CA:LOOK-OVER-FENCE,1
G:CA:LOOK-STARTLED,1
G:CA:LOOKED-SHOCKED,1
G:CA:MOVE-COW-OUT,1
G:CA:NOT-ABLE,1
G:CA:NUDGE,1
G:CA:OBJECT-MOVE,1
G:CA:ON-LAPTOP,1
G:CA:OPERATE-RADIO-CONTROLLER,1
G:CA:PAUSE-WITH-ARMS-OUT,1
G:CA:PERSON,1
G:CA:PERSON-FALL,1
G:CA:PERSON-LOITER,1
G:CA:PERSON-PAUSES,1
G:CA:POINT-AT-WATCH,1
G:CA:PRETENDS-TO-YAWN,1
G:CA:PULL-BACK-FACE,1
G:CA:PULL-COVERS,1
G:CA:PULL-PERSON-UP,1
G:CA:PULL-SELF-UP,1
G:CA:PUT-ARM-THROUGH,1
G:CA:PUT-CIGARETTE-IN-MOUTH,1
G:CA:PUT-CUP-ASIDE,1
G:CA:RACE-AHEAD,1
G:CA:RADIO-CONTROLLER,1
G:CA:RAISE-ARM-TO-CHECK-WATCH,1
G:CA:READY,1
G:CA:RECEIVE-OBJECT,1
G:CA:RECOIL-IN-DISGUST,1
G:CA:REST-HANDS-ON-LAP,1
G:CA:RIDE-JET-SKI,1
G:CA:RIDE-SCOOTER,1
G:CA:SCRAPE-SOMETHING,1
G:CA:SHAKE-AWAKE,1
G:CA:SHAKES-HEAD,1
G:CA:SHRUG,1
G:CA:SHRUGS,1
G:CA:SIT-AND-WAIT,1
G:CA:SLEEP,1
G:CA:SLEEPING,1
G:CA:SNOUT-LIFTS-BLANKET,1
G:CA:SOAK-HANDS,1
G:CA:STAGGER-ABOUT,1
G:CA:STAND-STILL,1
G:CA:STANDING-STILL,1
G:CA:STAPLE,1
G:CA:STARE-AT-PEOPLE,1
G:CA:STARE-BACK,1
G:CA:START-MOTOR,1
G:CA:STARTLED,1
G:CA:STEADY-SELF,1
G:CA:STILL,1
G:CA:STOP-AND-STARE,1
G:CA:STRIKE-A-POSE,1
