word,video_type,speaker_gender,listener_gender,file_name,folder_name
FS:DEVON,c,m,m,L19c.eaf,L19+20c_mm
FS:DEVON,c,m,m,L19c.eaf,L19+20c_mm
FS:DEVON,c,m,m,L19c.eaf,L19+20c_mm
FS:DEVON,c,m,m,L19c.eaf,L19+20c_mm
FS:DEVON(DON),c,m,m,L19c.eaf,L19+20c_mm
FS:DEVON(DON),c,m,m,L19c.eaf,L19+20c_mm
FS:DEVON(DVN),c,m,m,L20c.eaf,L19+20c_mm
FS:DEVON(DVN),c,m,m,L20c.eaf,L19+20c_mm
FS:DIMITAR,c,m,m,BM20c.eaf,BM19+20c_mm
FS:DLA,c,m,w,L5c.eaf,L5+6c_mw
FS:DLA,c,m,w,L5c.eaf,L5+6c_mw
FS:DO,c,w,m,L18c.eaf,L17+18c_mw
FS:DO,c,w,m,L18c.eaf,L17+18c_mw
FS:DO,c,w,w,L3c.eaf,L3+4c_ww
FS:DO,c,w,w,L3c.eaf,L3+4c_ww
FS:DO,c,w,w,M29c.eaf,M25+26c_ww
FS:DO,c,w,w,M30c.eaf,M25+26c_ww
FS:DO,c,w,w,M30c.eaf,M25+26c_ww
FS:DO,c,w,w,M30c.eaf,M25+26c_ww
FS:DO,n,w,m,G23n.eaf,G23+24n_wmw
FS:DO,n,w,m,G23n.eaf,G23+24n_wmw
FS:DO,n,w,w,G15n.eaf,G15+16n_ww
FS:DO,n,w,w,G15n.eaf,G15+16n_ww
FS:DO(FALSE-START),c,w,w,BM23c.eaf,BM23+24c_ww
FS:DOCTOR(DR),c,w,w,BL9c.eaf,BL9+10c_ww
FS:DOCUMENTARY(DOC),c,w,w,BL23c.eaf,BL23+24c_ww
FS:DONALDSONS,n,m,m,G20n.eaf,G19+20n_mm
FS:DONALDSONS,n,m,m,G20n.eaf,G19+20n_mm
FS:DOWNHILL,n,m,w,BF3n.eaf,BF3+4n_mwm
FS:DOWNHILL,n,m,w,BF3n.eaf,BF3+4n_mwm
FS:DRAMA,c,w,w,BL23c.eaf,BL23+24c_ww
FS:DRAYTON(DRATYON),c,w,m,BL12c.eaf,BL11+12c_mw
FS:DRUG,c,w,w,M16c.eaf,M15+16c_ww
FS:DUE,n,m,w,G24n.eaf,G23+24n_wmw
FS:DUE,n,m,w,G24n.eaf,G23+24n_wmw
FS:DUKE(DKE),n,w,w,BF20n.eaf,BF19+20n_ww
FS:DUKE(DKE),n,w,w,BF20n.eaf,BF19+20n_ww
FS:DULL,c,w,w,M9c.eaf,M25+26c_ww
FS:DVD,c,w,m,L6c.eaf,L5+6c_mw
FS:DVD,c,w,m,L6c.eaf,L5+6c_mw
FS:DVD,c,w,m,L6c.eaf,L5+6c_mw
FS:DVD,c,w,m,L6c.eaf,L5+6c_mw
FS:DVD,c,w,m,L6c.eaf,L5+6c_mw
FS:DVD,c,w,m,L6c.eaf,L5+6c_mw
FS:DVD(FALSE-START),c,w,m,L6c.eaf,L5+6c_mw
FS:DVD(FALSE-START),c,w,m,L6c.eaf,L5+6c_mw
FS:DWEK,c,w,w,BL24c.eaf,BL23+24c_ww
FS:ECG,n,w,w,G9n.eaf,G9+10n_ww
FS:ECG,n,w,w,G9n.eaf,G9+10n_ww
FS:EDINBURGH(ED),c,m,m,BL22c.eaf,BL21+22c_mm
FS:ELLA,n,w,m,BF4n.eaf,BF3+4n_mwm
FS:ELLA,n,w,m,BF4n.eaf,BF3+4n_mwm
FS:ENSUITE,c,w,w,M28c.eaf,M25+26c_ww
FS:ENSUITE(ENS),c,w,w,M27c.eaf,M25+26c_ww
FS:ENSUITE(ES),c,w,w,M27c.eaf,M25+26c_ww
FS:ESSEX,c,m,w,BL15c.eaf,BL15+16c_mw
FS:EX,c,w,m,M12c.eaf,M11+12c_mw
FS:EX,n,w,w,G5n.eaf,G5+6n_ww
FS:EX,n,w,w,G5n.eaf,G5+6n_ww
FS:EXXON,c,w,m,BL1718c.eaf,BL17+18c_mw
FS:EXXON(ELL),c,w,m,BL1718c.eaf,BL17+18c_mw
FS:EXXON(ESSON),c,w,m,BL1718c.eaf,BL17+18c_mw
FS:EX^PARTNER,c,w,w,M15c.eaf,M15+16c_ww
FS:F-FESTIVAL,c,m,w,BM15c.eaf,BM15+16c_mw
FS:F-FRANK^FS:B-BARNES,c,w,w,L3c.eaf,L3+4c_ww
FS:F-FRANK^FS:B-BARNES,c,w,w,L3c.eaf,L3+4c_ww
FS:F-FRANK^FS:B-BARNES,c,w,w,L3c.eaf,L3+4c_ww
FS:F-FRANK^FS:B-BARNES,c,w,w,L3c.eaf,L3+4c_ww
FS:FAIR,c,w,w,M910c.eaf,M25+26c_ww
FS:FAT,c,w,w,M15c.eaf,M15+16c_ww
FS:FEBRUARY(FB),n,m,m,G7n.eaf,G7+8n_mm
FS:FEBRUARY(FB),n,m,m,G7n.eaf,G7+8n_mm
FS:FEBRUARY(FEB),c,m,m,L3435c.eaf,L34+35c_mm
FS:FEBRUARY(FEB),c,m,m,L3435c.eaf,L34+35c_mm
FS:FIJI,c,w,w,BM22c.eaf,BM21+22c_ww
FS:FLU,n,w,m,G12n.eaf,G11+12n_mwm
FS:FLU,n,w,m,G12n.eaf,G11+12n_mwm
FS:FOR,c,w,w,M30c.eaf,M25+26c_ww
FS:FOR,c,w,w,M30c.eaf,M25+26c_ww
FS:FOR,c,w,w,M9c.eaf,M25+26c_ww
FS:FOR,c,w,w,M9c.eaf,M25+26c_ww
FS:FOR,n,m,w,BF14n.eaf,BF13+14n_wmw
FS:FOR,n,m,w,BF14n.eaf,BF13+14n_wmw
FS:FOR(R),c,m,m,L23c.eaf,L23+24c_mm
FS:FOR(R),c,m,m,L24c.eaf,L23+24c_mm
FS:FRANK-BARNES(F),c,w,w,L4c.eaf,L3+4c_ww
FS:FREE,c,w,w,M29c.eaf,M25+26c_ww
FS:FRIDAY(FY),c,w,w,M28c.eaf,M25+26c_ww
FS:FUN,c,w,w,M9c.eaf,M25+26c_ww
FS:FUSS,c,w,w,M29c.eaf,M25+26c_ww
FS:G(FALSE-START),c,m,m,L10c.eaf,L9+10c_mm
FS:G(FALSE-START),c,m,m,L10c.eaf,L9+10c_mm
FS:G-GET,c,w,w,M27c.eaf,M25+26c_ww
FS:G-GOAL,c,m,m,L10c.eaf,L9+10c_mm
FS:G-GOAL,c,m,m,L10c.eaf,L9+10c_mm
FS:G-GOAL,c,m,m,L10c.eaf,L9+10c_mm
FS:G-GOAL,c,m,m,L10c.eaf,L9+10c_mm
FS:G-GOSSIP,c,m,m,BL6c.eaf,BL5+6c_mm
FS:G-GRAPHIC,c,w,w,BM23c.eaf,BM23+24c_ww
FS:G-GRAPHIC,c,w,w,BM23c.eaf,BM23+24c_ww
FS:G-GUINNESS,c,m,m,L3435c.eaf,L34+35c_mm
FS:G-GUINNESS,c,m,m,L3435c.eaf,L34+35c_mm
FS:G-UNKNOWN,c,m,m,L3435c.eaf,L34+35c_mm
FS:G-UNKNOWN,c,m,m,L3435c.eaf,L34+35c_mm
FS:GALA,c,m,m,L9c.eaf,L9+10c_mm
FS:GALA,c,m,m,L9c.eaf,L9+10c_mm
FS:GAME,c,w,w,M910c.eaf,M25+26c_ww
FS:GAS,c,w,m,BL16c.eaf,BL15+16c_mw
FS:GAS,c,w,w,M29c.eaf,M25+26c_ww
FS:GAS,n,m,m,G19n.eaf,G19+20n_mm
FS:GAS,n,m,m,G19n.eaf,G19+20n_mm
FS:GAS,n,w,m,BF4n.eaf,BF3+4n_mwm
FS:GAS,n,w,m,BF4n.eaf,BF3+4n_mwm
FS:GB,n,m,m,G2n.eaf,G1+2n_mm
FS:GB,n,m,m,G2n.eaf,G1+2n_mm
FS:GB,n,m,m,G2n.eaf,G1+2n_mm
FS:GB,n,m,m,G2n.eaf,G1+2n_mm
FS:GB,n,m,m,G2n.eaf,G1+2n_mm
FS:GB,n,m,m,G2n.eaf,G1+2n_mm
FS:GCE,c,m,m,L8c.eaf,L7+8c_mm
FS:GCE,c,m,m,L8c.eaf,L7+8c_mm
FS:GCE,c,m,m,L8c.eaf,L7+8c_mm
FS:GCE,c,m,m,L8c.eaf,L7+8c_mm
FS:GELDOF,c,w,w,M15c.eaf,M15+16c_ww
FS:GIRVAN,n,m,m,G19n.eaf,G19+20n_mm
FS:GIRVAN,n,m,m,G19n.eaf,G19+20n_mm
FS:GK,c,m,m,L10c.eaf,L9+10c_mm
FS:GK,c,m,m,L10c.eaf,L9+10c_mm
FS:GK,c,m,m,L10c.eaf,L9+10c_mm
FS:GK,c,m,m,L10c.eaf,L9+10c_mm
FS:GO,n,m,w,BF12n.eaf,BF11+12n_wmw
FS:GO,n,m,w,BF12n.eaf,BF11+12n_wmw
FS:GOTHIC,c,w,w,BM21c.eaf,BM21+22c_ww
FS:GREEDY,c,w,m,L29c.eaf,L28+29c_mw
FS:GS,c,m,m,L10c.eaf,L9+10c_mm
FS:GS,c,m,m,L10c.eaf,L9+10c_mm
FS:H-HAM,c,m,w,L5c.eaf,L5+6c_mw
FS:H-HAM,c,m,w,L5c.eaf,L5+6c_mw
FS:H-HAM,c,m,w,L5c.eaf,L5+6c_mw
FS:H-HAM,c,m,w,L5c.eaf,L5+6c_mw
FS:H-HAM,c,m,w,L5c.eaf,L5+6c_mw
FS:H-HAM,c,m,w,L5c.eaf,L5+6c_mw
FS:H-HENRY,c,m,m,L8c.eaf,L7+8c_mm
FS:H-HENRY,c,m,m,L8c.eaf,L7+8c_mm
FS:H-HENRY,c,m,m,L8c.eaf,L7+8c_mm
FS:H-HENRY,c,m,m,L8c.eaf,L7+8c_mm
FS:H-HERO,c,m,m,L23c.eaf,L23+24c_mm
FS:H-HERO,c,m,m,L24c.eaf,L23+24c_mm
FS:H-HILTON,c,w,w,M28c.eaf,M25+26c_ww
FS:H-HISTORY,c,w,w,M9c.eaf,M25+26c_ww
FS:H-HOLLOWAY,c,w,m,L18c.eaf,L17+18c_mw
FS:H-HOLLOWAY,c,w,m,L18c.eaf,L17+18c_mw
FS:H-HOLLY,c,w,w,BM13c.eaf,BM13+14c_ww
FS:H-HONEY^MOON,c,w,w,BM23c.eaf,BM23+24c_ww
FS:H-INDECIPHERABLE,c,m,m,BL6c.eaf,BL5+6c_mm
FS:H-INDECIPHERABLE,c,m,m,BL6c.eaf,BL5+6c_mm
FS:H-UNKNOWN,c,w,w,L3637c.eaf,L36+37c_ww
FS:HAYLING,c,m,m,L9c.eaf,L9+10c_mm
FS:HAYLING,c,m,m,L9c.eaf,L9+10c_mm
FS:HAYLING(HY)(FALSE-START),c,m,m,L9c.eaf,L9+10c_mm
FS:HAYLING(HY)(FALSE-START),c,m,m,L9c.eaf,L9+10c_mm
FS:HELEN,c,w,m,BL12c.eaf,BL11+12c_mw
FS:HENDERSON,n,m,m,G20n.eaf,G19+20n_mm
FS:HENDERSON,n,m,m,G20n.eaf,G19+20n_mm
FS:HENRY,c,m,m,L8c.eaf,L7+8c_mm
FS:HENRY,c,m,m,L8c.eaf,L7+8c_mm
FS:HERON,n,w,w,BF19n.eaf,BF19+20n_ww
FS:HERON,n,w,w,BF19n.eaf,BF19+20n_ww
FS:HISTORY(HSRY),c,w,w,M9c.eaf,M25+26c_ww
FS:HOLLYWOOD(HW),c,w,w,BM13c.eaf,BM13+14c_ww
FS:HOLLYWOOD(HW),c,w,w,BM13c.eaf,BM13+14c_ww
FS:HOME,c,w,w,M29c.eaf,M25+26c_ww
FS:HONITON,c,m,m,L19c.eaf,L19+20c_mm
FS:HONITON,c,m,m,L19c.eaf,L19+20c_mm
FS:HORROWELL        ,c,m,m,BL22c.eaf,BL21+22c_mm
FS:HOUSE,n,m,m,G20n.eaf,G19+20n_mm
FS:HOUSE,n,m,m,G20n.eaf,G19+20n_mm
FS:HTV,c,w,w,BL23c.eaf,BL23+24c_ww
FS:HTV,c,w,w,BL24c.eaf,BL23+24c_ww
FS:HULL,c,m,m,BM19c.eaf,BM19+20c_mm
FS:HULL,c,m,m,BM20c.eaf,BM19+20c_mm
FS:HULL,c,w,w,BL24c.eaf,BL23+24c_ww
FS:HUMMUS,c,w,m,L18c.eaf,L17+18c_mw
FS:HUMMUS,c,w,m,L18c.eaf,L17+18c_mw
FS:HYDE,c,m,m,BM7c.eaf,BM7+8c_mm
FS:HYDE,c,m,m,BM7c.eaf,BM7+8c_mm
FS:I,c,w,m,BM56c.eaf,BM5+6c_mw
FS:I,c,w,m,BM56c.eaf,BM5+6c_mw
FS:I,c,w,m,L6c.eaf,L5+6c_mw
FS:I,c,w,m,L6c.eaf,L5+6c_mw
FS:I-INFLAMMATION,c,w,w,BL10c.eaf,BL9+10c_ww
FS:I-INFLAMMATION,c,w,w,BL9c.eaf,BL9+10c_ww
FS:I-INTERIM,c,m,m,BL22c.eaf,BL21+22c_mm
FS:I-INTERIM,c,m,m,BL22c.eaf,BL21+22c_mm
FS:I-ISLE,c,m,m,L9c.eaf,L9+10c_mm
FS:I-ISLE,c,m,m,L9c.eaf,L9+10c_mm
FS:I-ISLE,c,m,m,L9c.eaf,L9+10c_mm
FS:I-ISLE,c,m,m,L9c.eaf,L9+10c_mm
FS:I-ISLE,c,m,m,L9c.eaf,L9+10c_mm
FS:I-ISLE,c,m,m,L9c.eaf,L9+10c_mm
FS:ICELAND,c,w,w,M15c.eaf,M15+16c_ww
FS:ICELAND(LCE),c,w,w,M16c.eaf,M15+16c_ww
FS:ID,c,w,w,BM2c.eaf,BM1+2c_ww
FS:ID,c,w,w,BM2c.eaf,BM1+2c_ww
FS:IF,c,m,w,M1c.eaf,M1+2c_mw
FS:IF,c,w,m,BL1718c.eaf,BL17+18c_mw
FS:IF,c,w,m,M12c.eaf,M11+12c_mw
FS:IF,c,w,w,M27c.eaf,M25+26c_ww
FS:IF(F),c,w,w,M28c.eaf,M25+26c_ww
FS:ILAN,c,w,w,BL24c.eaf,BL23+24c_ww
FS:INDECIPHERABLE,n,m,m,G8n.eaf,G7+8n_mm
FS:INDECIPHERABLE,n,m,m,G8n.eaf,G7+8n_mm
FS:INDECIPHERABLE,n,m,w,G21n.eaf,G21+22n_mwm
FS:INDECIPHERABLE,n,m,w,G21n.eaf,G21+22n_mwm
FS:INDECIPHERABLE,n,w,m,G12n.eaf,G11+12n_mwm
FS:INDECIPHERABLE,n,w,m,G12n.eaf,G11+12n_mwm
FS:INDECIPHERABLE(B),c,w,w,M910c.eaf,M25+26c_ww
FS:INDECIPHERABLE(BRT),c,w,w,M29c.eaf,M25+26c_ww
FS:INDECIPHERABLE(D),c,m,m,BL21c.eaf,BL21+22c_mm
FS:INDECIPHERABLE(DH),n,m,m,G20n.eaf,G19+20n_mm
FS:INDECIPHERABLE(DH),n,m,m,G20n.eaf,G19+20n_mm
FS:INDECIPHERABLE(DHE),c,w,w,BL9c.eaf,BL9+10c_ww
FS:INDECIPHERABLE(EA),c,w,w,BM14c.eaf,BM13+14c_ww
FS:INDECIPHERABLE(EGY),c,w,m,BL16c.eaf,BL15+16c_mw
FS:INDECIPHERABLE(F)(FALSE-START),c,w,m,BL1718c.eaf,BL17+18c_mw
FS:INDECIPHERABLE(KUA),c,m,m,BM7c.eaf,BM7+8c_mm
FS:INDECIPHERABLE(KUA)^UNKNOWN,c,m,m,BM7c.eaf,BM7+8c_mm
FS:INDECIPHERABLE(M),c,m,m,L10c.eaf,L9+10c_mm
FS:INDECIPHERABLE(M),c,m,m,L10c.eaf,L9+10c_mm
FS:INDECIPHERABLE(M),c,w,m,M2c.eaf,M1+2c_mw
FS:INDECIPHERABLE(M)(FALSE-START),c,w,m,BL12c.eaf,BL11+12c_mw
FS:INDECIPHERABLE(S),c,w,m,BL12c.eaf,BL11+12c_mw
FS:INDECIPHERABLE(S),c,w,m,BL12c.eaf,BL11+12c_mw
FS:INDECIPHERABLE(S),c,w,m,BL16c.eaf,BL15+16c_mw
FS:INDECIPHERABLE(SAB),c,m,m,BM8c.eaf,BM7+8c_mm
FS:INDECIPHERABLE(SAL),c,m,m,BM19c.eaf,BM19+20c_mm
FS:INDECIPHERABLE(SAL),c,m,m,BM19c.eaf,BM19+20c_mm
FS:INDECIPHERABLE(SCAB),c,w,m,BL16c.eaf,BL15+16c_mw
FS:INDECIPHERABLE(SESI),c,m,m,BM8c.eaf,BM7+8c_mm
FS:INDECIPHERABLE(SL),c,m,m,BL6c.eaf,BL5+6c_mm
FS:INDECIPHERABLE(WF),c,w,w,BL10c.eaf,BL9+10c_ww
FS:INDECIPHERABLE-T,c,w,m,L29c.eaf,L28+29c_mw
FS:INK,c,w,m,L18c.eaf,L17+18c_mw
FS:INK,c,w,m,L18c.eaf,L17+18c_mw
FS:INTERIM,c,m,m,BL21c.eaf,BL21+22c_mm
FS:INTERIM,c,m,m,BL22c.eaf,BL21+22c_mm
FS:INTERIM,c,m,m,BL22c.eaf,BL21+22c_mm
FS:INTERIM,c,m,m,BL22c.eaf,BL21+22c_mm
FS:IPLAYER,c,w,m,BM56c.eaf,BM5+6c_mw
FS:IPLAYER(IPLAY),c,w,m,BM56c.eaf,BM5+6c_mw
FS:IRAN,c,w,m,BM56c.eaf,BM5+6c_mw
FS:IRAQ,c,w,m,BM56c.eaf,BM5+6c_mw
FS:IS(I),c,m,w,M1c.eaf,M1+2c_mw
FS:IT,c,m,m,L26c.eaf,L25+26c_mm
FS:IT,c,m,m,L26c.eaf,L25+26c_mm
FS:ITV,c,w,w,BL24c.eaf,BL23+24c_ww
FS:ITV,c,w,w,BL24c.eaf,BL23+24c_ww
FS:ITV,c,w,w,BL24c.eaf,BL23+24c_ww
FS:ITV,n,m,w,G3n.eaf,G3+4n_mwm
FS:ITV,n,m,w,G3n.eaf,G3+4n_mwm
FS:I^PLAY,c,w,w,BL23c.eaf,BL23+24c_ww
FS:J-INDECIPHERABLE,c,w,w,L3c.eaf,L3+4c_ww
FS:J-JAMES,c,m,m,BM8c.eaf,BM7+8c_mm
FS:J-JANUARY,c,m,m,L23c.eaf,L23+24c_mm
FS:J-JANUARY,c,m,m,L23c.eaf,L23+24c_mm
FS:J-JANUARY,c,m,m,L24c.eaf,L23+24c_mm
FS:J-JANUARY,c,m,m,L24c.eaf,L23+24c_mm
FS:J-JULY,c,w,m,L29c.eaf,L28+29c_mw
FS:J-JUNE,c,w,m,L29c.eaf,L28+29c_mw
FS:JANUARY(JAN),c,w,w,BM21c.eaf,BM21+22c_ww
FS:JANUARY(JAN),c,w,w,BM23c.eaf,BM23+24c_ww
FS:JANUARY(JAN),n,m,m,G8n.eaf,G7+8n_mm
FS:JANUARY(JAN),n,m,m,G8n.eaf,G7+8n_mm
FS:JANUARY(JN),c,w,m,L29c.eaf,L28+29c_mw
FS:JANUARY(JN)(FALSE-START),c,w,m,L29c.eaf,L28+29c_mw
FS:JENNY,c,w,w,BL24c.eaf,BL23+24c_ww
FS:JESSOPS(FALSE-START),c,w,w,BM23c.eaf,BM23+24c_ww
FS:JOAN,c,m,m,L9c.eaf,L9+10c_mm
FS:JOAN,c,m,m,L9c.eaf,L9+10c_mm
FS:JOHN,n,w,w,BF19n.eaf,BF19+20n_ww
FS:JOHN,n,w,w,BF19n.eaf,BF19+20n_ww
FS:JOHN(HN),c,w,m,BL16c.eaf,BL15+16c_mw
FS:JUG,c,w,m,M2c.eaf,M1+2c_mw
FS:JULY,c,w,w,M28c.eaf,M25+26c_ww
FS:K(FALSE-START),c,m,m,BL21c.eaf,BL21+22c_mm
FS:K(INDECIPHERABLE),c,w,m,BM56c.eaf,BM5+6c_mw
FS:K-UNKNOWN,c,w,w,M9c.eaf,M25+26c_ww
FS:KATONA,c,w,w,M15c.eaf,M15+16c_ww
FS:KEIRA,n,w,w,G16n.eaf,G15+16n_ww
FS:KEIRA,n,w,w,G16n.eaf,G15+16n_ww
FS:KENT,c,m,w,BL15c.eaf,BL15+16c_mw
FS:KENT,c,m,w,BL15c.eaf,BL15+16c_mw
FS:KENT,c,m,w,BL15c.eaf,BL15+16c_mw
FS:KENT,c,w,m,BL16c.eaf,BL15+16c_mw
FS:KERRY,c,w,w,M15c.eaf,M15+16c_ww
FS:KERRY,c,w,w,M15c.eaf,M15+16c_ww
FS:KERRY,c,w,w,M15c.eaf,M15+16c_ww
FS:KERRY,c,w,w,M15c.eaf,M15+16c_ww
FS:KEYSELL,c,m,m,BL22c.eaf,BL21+22c_mm
FS:KEYSELL,c,m,m,BL22c.eaf,BL21+22c_mm
FS:L-INDECIPHERABLE(FALSE-START),c,w,m,M2c.eaf,M1+2c_mw
FS:L-LEAVE,c,m,m,L20c.eaf,L19+20c_mm
FS:L-LEAVE,c,m,m,L20c.eaf,L19+20c_mm
FS:L-LEAVE,c,m,m,L23c.eaf,L23+24c_mm
FS:L-LEAVE,c,m,m,L23c.eaf,L23+24c_mm
FS:L-LEAVE,c,m,m,L23c.eaf,L23+24c_mm
FS:L-LEAVE,c,m,m,L24c.eaf,L23+24c_mm
FS:L-LEAVE,c,m,m,L24c.eaf,L23+24c_mm
FS:L-LEAVE,c,m,m,L24c.eaf,L23+24c_mm
FS:L-LIGHT(FALSE-START),c,m,m,L26c.eaf,L25+26c_mm
FS:LADS,c,w,w,M30c.eaf,M25+26c_ww
FS:LAGOON,c,w,m,M2c.eaf,M1+2c_mw
FS:LANGSIDE,n,m,m,G19n.eaf,G19+20n_mm
FS:LANGSIDE,n,m,m,G19n.eaf,G19+20n_mm
FS:LANZAROTE(LANZRAOTE),n,m,m,BF21n.eaf,BF21+22n_mm
FS:LANZAROTE(LANZRAOTE),n,m,m,BF21n.eaf,BF21+22n_mm
FS:LAW,c,w,w,L27c.eaf,L27+11c_ww
FS:LIME,c,m,m,L3435c.eaf,L34+35c_mm
FS:LINCOLN,c,w,m,BL1718c.eaf,BL17+18c_mw
FS:LINGUS,n,m,w,BF18n.eaf,BF17+18n_wmw
FS:LINGUS,n,m,w,BF18n.eaf,BF17+18n_wmw
FS:LIPOSUCTION,c,w,w,M15c.eaf,M15+16c_ww
FS:LOCH,c,m,m,L19c.eaf,L19+20c_mm
FS:LOCH,c,m,m,L19c.eaf,L19+20c_mm
FS:LONG(L-ASL),c,m,m,L10c.eaf,L9+10c_mm
FS:LUCY,c,w,m,M2c.eaf,M1+2c_mw
FS:LYME,c,m,m,L19c.eaf,L19+20c_mm
FS:LYME,c,m,m,L19c.eaf,L19+20c_mm
FS:LYME,c,m,m,L19c.eaf,L19+20c_mm
FS:LYME,c,m,m,L19c.eaf,L19+20c_mm
FS:M,n,m,w,BF12n.eaf,BF11+12n_wmw
FS:M,n,m,w,BF12n.eaf,BF11+12n_wmw
FS:M,n,m,w,BF12n.eaf,BF11+12n_wmw
FS:M,n,m,w,BF12n.eaf,BF11+12n_wmw
FS:M-INDECIPHERABLE,c,m,m,BL6c.eaf,BL5+6c_mm
FS:M-INDECIPHERABLE(FALSE-START),c,m,m,BM20c.eaf,BM19+20c_mm
FS:M-MADRID,c,m,m,BM20c.eaf,BM19+20c_mm
FS:M-MAGARET/FS:M-MADAME,c,w,w,M28c.eaf,M25+26c_ww
FS:M-MANCHESTER^FS:U-UNITED,c,m,w,L5c.eaf,L5+6c_mw
FS:M-MANCHESTER^FS:U-UNITED,c,m,w,L5c.eaf,L5+6c_mw
FS:M-MANURE,c,w,m,BM16c.eaf,BM15+16c_mw
FS:M-MATTHEW,c,w,m,M2c.eaf,M1+2c_mw
FS:M-MEMBER,c,w,w,M29c.eaf,M25+26c_ww
FS:M-MEMBER,c,w,w,M9c.eaf,M25+26c_ww
FS:M-MEMBER,c,w,w,M9c.eaf,M25+26c_ww
FS:M-MICHAEL,c,m,m,L9c.eaf,L9+10c_mm
FS:M-MICHAEL,c,m,m,L9c.eaf,L9+10c_mm
FS:M-MOIST,c,w,m,BL16c.eaf,BL15+16c_mw
FS:M-MONDAY,c,w,m,M12c.eaf,M11+12c_mw
FS:M-MONDAY,c,w,w,M27c.eaf,M25+26c_ww
FS:M-MONDAY,c,w,w,M910c.eaf,M25+26c_ww
FS:M-MONDAY,c,w,w,M910c.eaf,M25+26c_ww
FS:MADRID ,c,w,w,M910c.eaf,M25+26c_ww
FS:MAFIA,c,w,w,BM21c.eaf,BM21+22c_ww
FS:MANUFACTORY(MANUFACT),c,w,w,M29c.eaf,M25+26c_ww
FS:MAORI(MAROI),c,w,w,BM22c.eaf,BM21+22c_ww
FS:MAP,n,m,m,BF22n.eaf,BF21+22n_mm
FS:MAP,n,m,m,BF22n.eaf,BF21+22n_mm
FS:MAP(MA),c,m,m,L3435c.eaf,L34+35c_mm
FS:MARCH(MAR),c,w,m,L29c.eaf,L28+29c_mw
FS:MARYLEBONE ,c,m,m,BM7c.eaf,BM7+8c_mm
FS:MATTHEW(MT),c,m,w,M1c.eaf,M1+2c_mw
FS:MAX,c,w,w,M27c.eaf,M25+26c_ww
FS:MAX,c,w,w,M27c.eaf,M25+26c_ww
FS:MAX,c,w,w,M27c.eaf,M25+26c_ww
FS:MAX,c,w,w,M27c.eaf,M25+26c_ww
FS:MAX,c,w,w,M28c.eaf,M25+26c_ww
FS:MAX,c,w,w,M28c.eaf,M25+26c_ww
FS:MAY,c,w,m,L29c.eaf,L28+29c_mw
FS:MAY,c,w,m,L6c.eaf,L5+6c_mw
FS:MAY,c,w,m,L6c.eaf,L5+6c_mw
FS:MAY(FALSE-START),c,w,m,L29c.eaf,L28+29c_mw
FS:MECCA(MECA),c,m,m,L10c.eaf,L9+10c_mm
FS:MECCA(MECA),c,m,m,L10c.eaf,L9+10c_mm
FS:MELA,c,m,m,L9c.eaf,L9+10c_mm
FS:MELA,c,m,m,L9c.eaf,L9+10c_mm
FS:MELA,c,m,m,L9c.eaf,L9+10c_mm
FS:MELA,c,m,m,L9c.eaf,L9+10c_mm
FS:MENINGITIS,c,m,m,L26c.eaf,L25+26c_mm
FS:MICHELLE(MICH),c,w,w,M27c.eaf,M25+26c_ww
FS:MIDDLESBROUGH,c,m,w,L5c.eaf,L5+6c_mw
FS:MIDDLESBROUGH,c,m,w,L5c.eaf,L5+6c_mw
FS:MIDDLESBROUGH(MB),c,m,w,L5c.eaf,L5+6c_mw
FS:MIDDLESBROUGH(MB),c,m,w,L5c.eaf,L5+6c_mw
FS:MIDDLESBROUGH(MD),c,m,w,L5c.eaf,L5+6c_mw
FS:MIDDLESBROUGH(MD),c,m,w,L5c.eaf,L5+6c_mw
FS:MID^SPOUSE,n,m,w,BF10n.eaf,BF9+10n_wmw
FS:MID^SPOUSE,n,m,w,BF10n.eaf,BF9+10n_wmw
FS:MID^SPOUSE,n,m,w,BF10n.eaf,BF9+10n_wmw
FS:MID^SPOUSE,n,m,w,BF10n.eaf,BF9+10n_wmw
FS:MINI,c,w,w,M28c.eaf,M25+26c_ww
FS:MINT,c,m,m,BM8c.eaf,BM7+8c_mm
FS:MISTER(MR),n,w,w,BF19n.eaf,BF19+20n_ww
FS:MISTER(MR),n,w,w,BF19n.eaf,BF19+20n_ww
FS:MRS,n,w,w,BF20n.eaf,BF19+20n_ww
FS:MRS,n,w,w,BF20n.eaf,BF19+20n_ww
FS:MRS,n,w,w,BF20n.eaf,BF19+20n_ww
FS:MRS,n,w,w,BF20n.eaf,BF19+20n_ww
FS:MSC,c,w,w,BL9c.eaf,BL9+10c_ww
FS:MSN,c,m,m,BM7c.eaf,BM7+8c_mm
FS:MSN,c,w,m,M12c.eaf,M11+12c_mw
FS:MSN,c,w,m,M12c.eaf,M11+12c_mw
FS:M^N:FIVE,c,w,w,BL24c.eaf,BL23+24c_ww
FS:M^N:FOUR2,c,w,w,BL24c.eaf,BL23+24c_ww
FS:N,c,w,m,M2c.eaf,M1+2c_mw
FS:N-INDECIPHERABLE,c,w,w,BM13c.eaf,BM13+14c_ww
FS:N-NOT,c,m,w,BL15c.eaf,BL15+16c_mw
FS:N-NOTICE,c,w,w,L3c.eaf,L3+4c_ww
