word,video_type,speaker_gender,listener_gender,file_name,folder_name

STUDENT2,c,w,m,M12c.eaf,M11+12c_mw
 G/WELL,n,w,m,G25n.eaf,G25+26n_wmw
 G:WELL,n,w,m,G25n.eaf,G25+26n_wmw
 LOOK02,n,w,w,G10n.eaf,G9+10n_ww
 NOTHING,n,m,m,G8n.eaf,G7+8n_mm
 SEVEN2^EIGHT2,c,w,w,M30c.eaf,M25+26c_ww
?,c,m,m,L3435c.eaf,L34+35c_mm
?,c,w,w,L3637c.eaf,L36+37c_ww
?ADD-TO-SIGNBANK(HOLD-BREATH/HOLD),c,w,w,L4c.eaf,L3+4c_ww
?ADD-TO-SIGNBANK(HOLD-BREATH/HOLD),c,w,w,L4c.eaf,L3+4c_ww
?ADD-TO-SIGNBANK(LOOK3),n,m,m,BF22n.eaf,BF21+22n_mm
?ADD-TO-SIGNBANK(LOOK3),n,m,m,BF22n.eaf,BF21+22n_mm
?ADD-TO-SIGNBANK(MAN6),n,w,m,G4n.eaf,G3+4n_mwm
?ADD-TO-SIGNBANK(MAN6),n,w,m,G4n.eaf,G3+4n_mwm
?ADD-TO-SIGNBANK(MAN6),n,w,m,G4n.eaf,G3+4n_mwm
?ADD-TO-SIGNBANK(MAN6),n,w,m,G4n.eaf,G3+4n_mwm
?ADD-TO-SIGNBANK(MAN6),n,w,m,G4n.eaf,G3+4n_mwm
?ADD-TO-SIGNBANK(NO3),c,w,m,M2c.eaf,M1+2c_mw
?ADD-TO-SIGNBANK(POLICE2),n,w,m,BF5n.eaf,BF5+6n_wmw
?ADD-TO-SIGNBANK(POLICE2),n,w,m,BF5n.eaf,BF5+6n_wmw
?ADD-TO-SIGNBANK(POLICE2),n,w,m,BF5n.eaf,BF5+6n_wmw
?ADD-TO-SIGNBANK(POLICE2),n,w,m,BF5n.eaf,BF5+6n_wmw
?ADD-TO-SIGNBANK(POLICE2),n,w,m,BF5n.eaf,BF5+6n_wmw
?ADD-TO-SIGNBANK(POLICE2),n,w,m,BF5n.eaf,BF5+6n_wmw
?ADD-TO-SIGNBANK(RIGHT3),n,m,w,G3n.eaf,G3+4n_mwm
?ADD-TO-SIGNBANK(UNKNOWN),c,w,w,M16c.eaf,M15+16c_ww
?AEROPLANE,c,m,m,L23c.eaf,L23+24c_mm
?AEROPLANE,c,m,m,L23c.eaf,L23+24c_mm
?AEROPLANE,c,m,m,L24c.eaf,L23+24c_mm
?AEROPLANE,c,m,m,L24c.eaf,L23+24c_mm
?AGE,c,w,w,M16c.eaf,M15+16c_ww
?AND,c,w,w,M29c.eaf,M25+26c_ww
?APPLAUD,n,m,w,BF12n.eaf,BF11+12n_wmw
?APPLAUD,n,m,w,BF12n.eaf,BF11+12n_wmw
?APPROACH,n,w,m,BF17n.eaf,BF17+18n_wmw
?APPROACH,n,w,m,BF17n.eaf,BF17+18n_wmw
?AREA,n,w,m,BF11n.eaf,BF11+12n_wmw
?AREA,n,w,m,BF11n.eaf,BF11+12n_wmw
?ARRIVE,n,m,w,BF12n.eaf,BF11+12n_wmw
?ARRIVE ,n,m,w,BF12n.eaf,BF11+12n_wmw
?ATTACK,c,w,w,M16c.eaf,M15+16c_ww
?AUSTRALIA,n,w,m,G4n.eaf,G3+4n_mwm
?BACK,n,m,w,BF6n.eaf,BF5+6n_wmw
?BACK,n,m,w,BF6n.eaf,BF5+6n_wmw
?BAN,n,m,m,G19n.eaf,G19+20n_mm
?BAN,n,m,m,G19n.eaf,G19+20n_mm
?BAN,n,m,m,G19n.eaf,G19+20n_mm
?BAN,n,m,m,G19n.eaf,G19+20n_mm
?BAN,n,m,m,G19n.eaf,G19+20n_mm
?BAN,n,m,m,G19n.eaf,G19+20n_mm
?BAN(FALSE-START),n,m,m,G19n.eaf,G19+20n_mm
?BAN(FALSE-START),n,m,m,G19n.eaf,G19+20n_mm
?BEEN,n,w,m,G14n.eaf,G13+14n_mwm
?BEFORE,n,m,w,G24n.eaf,G23+24n_wmw
?BEFORE,n,m,w,G24n.eaf,G23+24n_wmw
?BIG/ADD-TO-SIGNBANK(LONGER),n,m,w,G24n.eaf,G23+24n_wmw
?BIG/ADD-TO-SIGNBANK(LONGER),n,m,w,G24n.eaf,G23+24n_wmw
?BLUE,c,w,m,M2c.eaf,M1+2c_mw
?BLUE,c,w,m,M2c.eaf,M1+2c_mw
?BLUE,c,w,m,M2c.eaf,M1+2c_mw
?BLUE,c,w,m,M2c.eaf,M1+2c_mw
?BLUE,c,w,m,M2c.eaf,M1+2c_mw
?BORING04,n,w,m,G22n.eaf,G21+22n_mwm
?BORN02,n,w,w,G10n.eaf,G9+10n_ww
?BORN02,n,w,w,G10n.eaf,G9+10n_ww
?BREAK,n,w,m,G23n.eaf,G23+24n_wmw
?BREAK,n,w,m,G23n.eaf,G23+24n_wmw
?BRING-FORWARD/DELAY,c,w,w,M29c.eaf,M25+26c_ww
?BRING-FORWARD/DELAY,c,w,w,M29c.eaf,M25+26c_ww
?BROWN,n,m,w,BF6n.eaf,BF5+6n_wmw
?BROWN,n,m,w,BF6n.eaf,BF5+6n_wmw
?BUT,c,m,m,L10c.eaf,L9+10c_mm
?BUT,c,w,m,L3233c.eaf,L32+33c_mw
?BUT,c,w,w,L3c.eaf,L3+4c_ww
?BUT,c,w,w,L3c.eaf,L3+4c_ww
?CAN,c,w,w,M9c.eaf,M25+26c_ww
?CAN/SEE,c,m,m,L3435c.eaf,L34+35c_mm
?CENTRE,c,m,m,L25c.eaf,L25+26c_mm
?CHOOSE,c,w,w,L3637c.eaf,L36+37c_ww
?CHOOSE,c,w,w,L3637c.eaf,L36+37c_ww
?CHOOSE,c,w,w,L3637c.eaf,L36+37c_ww
?CHRISTMAS02,n,m,w,BF12n.eaf,BF11+12n_wmw
?CHRISTMAS02,n,m,w,BF12n.eaf,BF11+12n_wmw
?COLOUR,c,m,m,L8c.eaf,L7+8c_mm
?COLOUR,c,m,m,L8c.eaf,L7+8c_mm
?COMPANY/SEARCH,c,w,w,L3637c.eaf,L36+37c_ww
?COMPUTER,c,m,w,M1c.eaf,M1+2c_mw
?DEAF,n,m,m,G19n.eaf,G19+20n_mm
?DIFFERENT(FALSE-START),c,w,m,L29c.eaf,L28+29c_mw
?DIFFERENT(FALSE-START),c,w,m,L29c.eaf,L28+29c_mw
?DISAPPEAR,c,w,w,M29c.eaf,M25+26c_ww
?DISAPPEAR,c,w,w,M29c.eaf,M25+26c_ww
?DOG(FALSE-START),c,w,m,L18c.eaf,L17+18c_mw
?DOG(FALSE-START),c,w,m,L18c.eaf,L17+18c_mw
?DROP,n,m,w,G13n.eaf,G13+14n_mwm
?DROP,n,m,w,G13n.eaf,G13+14n_mwm
?DSEP(1-HORI)-MOVE:ANIMAL,n,w,m,BF7n.eaf,BF7+8n_wmw
?DSEP(1-VERT)-MOVE:ANIMAL,n,w,m,BF7n.eaf,BF7+8n_wmw
?DSEP(1-VERT)-MOVE:ANIMAL,n,w,m,BF7n.eaf,BF7+8n_wmw
?DSEP(1-VERT)-MOVE:ANIMAL,n,w,m,BF7n.eaf,BF7+8n_wmw
?DSEW(1-HORI)-BE:VEHICLE,n,m,w,BF3n.eaf,BF3+4n_mwm
?DSEW(1-HORI)-BE:VEHICLE,n,m,w,BF3n.eaf,BF3+4n_mwm
?DSEW(1-HORI)-BE:VEHICLE,n,m,w,BF3n.eaf,BF3+4n_mwm
?DSEW(5)-MOVE,c,m,m,L19c.eaf,L19+20c_mm
?DSEW(5)-MOVE,c,m,m,L19c.eaf,L19+20c_mm
?DSEW(FLAT)-MOVE,c,w,w,L22c.eaf,L21+22c_ww
?DSH(5)-BE,n,w,m,BF11n.eaf,BF11+12n_wmw
?DSS(FLAT),c,m,m,L19c.eaf,L19+20c_mm
?DSS(FLAT),c,w,w,L21c.eaf,L21+22c_ww
?DSS(FLAT),c,w,w,L21c.eaf,L21+22c_ww
?DSS(SPHERE/CYL),n,m,m,G1n.eaf,G1+2n_mm
?DSS(SPHERE/CYL),n,m,m,G1n.eaf,G1+2n_mm
?DSS(SPHERE/CYL),n,m,m,G1n.eaf,G1+2n_mm
?EMIT,c,w,m,M2c.eaf,M1+2c_mw
?ENCOURAGE,c,w,m,BL16c.eaf,BL15+16c_mw
?ENGLAND,n,w,m,G22n.eaf,G21+22n_mwm
?ENGLAND,n,w,m,G22n.eaf,G21+22n_mwm
?EVALUATE/PLAY,c,m,m,BL5c.eaf,BL5+6c_mm
?EVERYTHING/G:ERM,c,w,w,L3637c.eaf,L36+37c_ww
?EXPAND,n,m,w,BF10n.eaf,BF9+10n_wmw
?EXPAND,n,m,w,BF10n.eaf,BF9+10n_wmw
?EXPAND,n,m,w,BF10n.eaf,BF9+10n_wmw
?EXPAND,n,m,w,BF10n.eaf,BF9+10n_wmw
?EXPECT,c,w,w,M16c.eaf,M15+16c_ww
?EXPLOSION,n,m,w,G11n.eaf,G11+12n_mwm
?EXPLOSION,n,m,w,G11n.eaf,G11+12n_mwm
?FEEL,c,w,m,L18c.eaf,L17+18c_mw
?FEW,c,w,m,M2c.eaf,M1+2c_mw
?FEW2,c,w,w,M30c.eaf,M25+26c_ww
?FLOW,n,w,m,BF4n.eaf,BF3+4n_mwm
?FOREIGN/REMOVE2,c,w,w,M9c.eaf,M25+26c_ww
?FOREIGN/REMOVE2,c,w,w,M9c.eaf,M25+26c_ww
?FRIEND/ADD-TO-SIGNBANK(THEN),n,m,w,BF10n.eaf,BF9+10n_wmw
?FRIEND/ADD-TO-SIGNBANK(THEN),n,m,w,BF10n.eaf,BF9+10n_wmw
?FROM-THEN-ON,n,w,m,BF7n.eaf,BF7+8n_wmw
?FROM/ADD-TO-SIGNBANK(FOOTBALL),c,w,w,M9c.eaf,M25+26c_ww
?FROM/ADD-TO-SIGNBANK(FOOTBALL),c,w,w,M9c.eaf,M25+26c_ww
?FS:,n,w,m,BF24n.eaf,BF23+24n_mwm
?FS:,n,w,m,BF24n.eaf,BF23+24n_mwm
?FS:BUT(B),c,w,w,M29c.eaf,M25+26c_ww
?FS:DUKE(DUK),n,w,w,BF20n.eaf,BF19+20n_ww
?FS:DUKE(DUK),n,w,w,BF20n.eaf,BF19+20n_ww
?FS:LADY(LD),n,w,m,G22n.eaf,G21+22n_mwm
?FS:LADY(LD),n,w,m,G22n.eaf,G21+22n_mwm
?FS:NOT(NN),n,w,m,G12n.eaf,G11+12n_mwm
?FS:NOT(NN),n,w,m,G12n.eaf,G11+12n_mwm
?FS:TO/WITH,c,w,w,L3637c.eaf,L36+37c_ww
?FS:UP,n,w,w,G16n.eaf,G15+16n_ww
?FS:UP,n,w,w,G16n.eaf,G15+16n_ww
?G:CA:HOLD-OBJECT,c,w,w,M29c.eaf,M25+26c_ww
?G:CA:HOLD-OBJECT,c,w,w,M29c.eaf,M25+26c_ww
?G:CA:INJECT,c,w,w,L21c.eaf,L21+22c_ww
?G:CA:PULL-BACK-FACE,c,w,w,L21c.eaf,L21+22c_ww
?G:CA:ROTATE-COUNTRY/DSEW(CYL)-MOVE,c,m,m,L3435c.eaf,L34+35c_mm
?G:CA:ROTATE-COUNTRY/DSEW(CYL)-MOVE,c,m,m,L3435c.eaf,L34+35c_mm
?G:CA:STRETCH-FACE,c,w,w,L22c.eaf,L21+22c_ww
?G:CA:STRETCH-FACE,c,w,w,L22c.eaf,L21+22c_ww
?G:CA:WAKE,n,m,w,BF6n.eaf,BF5+6n_wmw
?G:ERM02,n,w,m,G23n.eaf,G23+24n_wmw
?G:ERM02,n,w,m,G23n.eaf,G23+24n_wmw
?G:HEY(FALSE-START),c,w,m,L29c.eaf,L28+29c_mw
?G:SHOO,n,w,w,BF20n.eaf,BF19+20n_ww
?G:WELL,c,w,m,L3233c.eaf,L32+33c_mw
?G:WELL,c,w,w,L3c.eaf,L3+4c_ww
?G:WELL,c,w,w,L3c.eaf,L3+4c_ww
?G:WELL,c,w,w,M29c.eaf,M25+26c_ww
?G:WELL,c,w,w,M29c.eaf,M25+26c_ww
?G:WELL,c,w,w,M9c.eaf,M25+26c_ww
?G:WELL,n,m,w,BF6n.eaf,BF5+6n_wmw
?G:WELL,n,m,w,BF6n.eaf,BF5+6n_wmw
?G:WELL,n,m,w,BF6n.eaf,BF5+6n_wmw
?G:WELL,n,m,w,BF6n.eaf,BF5+6n_wmw
?G:WELL,n,w,w,BF20n.eaf,BF19+20n_ww
?G:WELL,n,w,w,BF20n.eaf,BF19+20n_ww
?G:WELL/PT:,c,w,w,M30c.eaf,M25+26c_ww
?G:WELL/PT:,c,w,w,M30c.eaf,M25+26c_ww
?GENE,n,w,m,BF9n.eaf,BF9+10n_wmw
?GENE,n,w,m,BF9n.eaf,BF9+10n_wmw
?GENE,n,w,m,BF9n.eaf,BF9+10n_wmw
?GENE,n,w,m,BF9n.eaf,BF9+10n_wmw
?GIVE,c,w,w,L3637c.eaf,L36+37c_ww
?GIVE/PT:PRO3PL/PT:PRO3SG/INVITE,c,w,w,M29c.eaf,M25+26c_ww
?GOOD,c,m,m,L3435c.eaf,L34+35c_mm
?GOOD,c,w,w,L3637c.eaf,L36+37c_ww
?GOOD,n,m,m,G2n.eaf,G1+2n_mm
?GOOD,n,w,m,G23n.eaf,G23+24n_wmw
?GRAB,n,w,m,BF13n.eaf,BF13+14n_wmw
?GRAB,n,w,m,BF13n.eaf,BF13+14n_wmw
?GROUP,c,w,w,M29c.eaf,M25+26c_ww
?HALF,c,w,w,M30c.eaf,M25+26c_ww
?HEART,n,w,w,G10n.eaf,G9+10n_ww
?HERD/G:GA:GET-OUT,n,m,w,BF6n.eaf,BF5+6n_wmw
?HERD/G:GA:GET-OUT,n,m,w,BF6n.eaf,BF5+6n_wmw
?HILLS,c,w,w,M910c.eaf,M25+26c_ww
?HOME/PT:PRO3SG/PT:LOC,c,w,w,L3637c.eaf,L36+37c_ww
?HOUSE2,c,m,w,M1c.eaf,M1+2c_mw
?HURT,c,w,w,M16c.eaf,M15+16c_ww
?IDEA,c,w,m,L6c.eaf,L5+6c_mw
?IF,c,w,w,M29c.eaf,M25+26c_ww
?IGNORE,n,w,m,G23n.eaf,G23+24n_wmw
?INDECIPHERABLE,c,w,w,L3637c.eaf,L36+37c_ww
?INFLUENCE,c,w,m,BM56c.eaf,BM5+6c_mw
?INSERT,n,m,w,G24n.eaf,G23+24n_wmw
?INSERT,n,m,w,G24n.eaf,G23+24n_wmw
?INSERT,n,m,w,G24n.eaf,G23+24n_wmw
?INSERT,n,m,w,G24n.eaf,G23+24n_wmw
?KNOW,c,w,w,L3637c.eaf,L36+37c_ww
?LAST(FALSE-START),c,w,m,L3233c.eaf,L32+33c_mw
?LATER,n,m,w,BF10n.eaf,BF9+10n_wmw
?LATER,n,m,w,BF10n.eaf,BF9+10n_wmw
?LATER,n,m,w,G24n.eaf,G23+24n_wmw
?LATER,n,m,w,G24n.eaf,G23+24n_wmw
?LBUOY,c,m,m,BM20c.eaf,BM19+20c_mm
?LBUOY,c,m,m,BM20c.eaf,BM19+20c_mm
?LBUOY-FOUR,c,m,w,BM15c.eaf,BM15+16c_mw
?LBUOY-FOUR02,c,w,w,BM2c.eaf,BM1+2c_ww
?LBUOY-FOUR02,c,w,w,BM2c.eaf,BM1+2c_ww
?LITTLE,c,m,m,L3435c.eaf,L34+35c_mm
?LITTLE,c,w,w,L3c.eaf,L3+4c_ww
?LITTLE,n,w,m,G17n.eaf,G17+18n_wmw
?LONELY,n,m,m,G1n.eaf,G1+2n_mm
?LONELY,n,m,m,G1n.eaf,G1+2n_mm
?LONELY,n,m,m,G20n.eaf,G19+20n_mm
?LONELY,n,m,m,G20n.eaf,G19+20n_mm
?LOOK,c,m,m,BM8c.eaf,BM7+8c_mm
?LOOK,c,m,w,M1c.eaf,M1+2c_mw
?LOOK,c,w,w,L3637c.eaf,L36+37c_ww
?LOOK,n,w,m,BF11n.eaf,BF11+12n_wmw
?LOOK/WILL,c,m,m,L3435c.eaf,L34+35c_mm
?LOOK02,c,m,m,L8c.eaf,L7+8c_mm
?LOOK02,c,w,w,L4c.eaf,L3+4c_ww
?LOOK02,n,m,m,G7n.eaf,G7+8n_mm
?LOOK02,n,m,m,G7n.eaf,G7+8n_mm
?LOOK02,n,w,m,BF4n.eaf,BF3+4n_mwm
?LOOK02,n,w,m,BF4n.eaf,BF3+4n_mwm
?LOOK02,n,w,m,BF5n.eaf,BF5+6n_wmw
?LOOK2,c,w,w,M15c.eaf,M15+16c_ww
?LOOK2(FALSE-START),c,w,m,L29c.eaf,L28+29c_mw
?LOVE,n,w,w,G5n.eaf,G5+6n_ww
?LOW/ACCEPT,c,w,w,L3637c.eaf,L36+37c_ww
?MARRY,n,m,w,BF12n.eaf,BF11+12n_wmw
?MARRY,n,m,w,BF12n.eaf,BF11+12n_wmw
?MOBILE-PHONE,n,w,w,G15n.eaf,G15+16n_ww
?MOVE,c,w,w,M910c.eaf,M25+26c_ww
?MOVE02,n,m,w,G11n.eaf,G11+12n_mwm
?MOVE02,n,m,w,G11n.eaf,G11+12n_mwm
?NAME,c,w,w,M29c.eaf,M25+26c_ww
?NEXT,c,w,w,L3c.eaf,L3+4c_ww
?NEXT,c,w,w,L3c.eaf,L3+4c_ww
?NEXT-TO,n,m,w,G3n.eaf,G3+4n_mwm
?NEXT-TO,n,m,w,G3n.eaf,G3+4n_mwm
?NEXT-TO/ADD-TO-SIGNBANK(SERIES),n,m,w,G3n.eaf,G3+4n_mwm
?NEXT-TO/ADD-TO-SIGNBANK(SERIES),n,m,w,G3n.eaf,G3+4n_mwm
?NEXT-TO/ADD-TO-SIGNBANK(SERIES),n,m,w,G3n.eaf,G3+4n_mwm
?NO,c,w,w,L3c.eaf,L3+4c_ww
?NO/G:WELL,c,w,w,M30c.eaf,M25+26c_ww
?NOTHING,c,m,w,M1c.eaf,M1+2c_mw
?O'CLOCK2-EIGHT2,c,m,w,M1c.eaf,M1+2c_mw
?O'CLOCK2-SEVEN2,c,m,w,M1c.eaf,M1+2c_mw
?OLD(FALSE-START),c,w,w,M15c.eaf,M15+16c_ww
?ONE,c,w,w,M16c.eaf,M15+16c_ww
?ONE-IS-AHEAD,n,m,w,BF3n.eaf,BF3+4n_mwm
?ONE-IS-AHEAD,n,m,w,BF3n.eaf,BF3+4n_mwm
?OPERATE,n,m,m,G20n.eaf,G19+20n_mm
?OPERATE,n,m,m,G20n.eaf,G19+20n_mm
?OTHER,c,m,m,L23c.eaf,L23+24c_mm
?OTHER,c,m,m,L24c.eaf,L23+24c_mm
?OTHER/AGAIN(FALSE-START),c,m,m,L23c.eaf,L23+24c_mm
?OTHER/AGAIN(FALSE-START),c,m,m,L24c.eaf,L23+24c_mm
?OWN,c,w,w,L3637c.eaf,L36+37c_ww
?OWN,c,w,w,L3637c.eaf,L36+37c_ww
?PARENTS,n,w,w,BF20n.eaf,BF19+20n_ww
?PARENTS,n,w,w,BF20n.eaf,BF19+20n_ww
?PARTNER,n,w,m,G14n.eaf,G13+14n_mwm
?PARTNER02,n,w,m,G14n.eaf,G13+14n_mwm
?PBUOY,c,m,m,L20c.eaf,L19+20c_mm
?PBUOY,c,w,m,L6c.eaf,L5+6c_mw
?PEOPLE02,c,w,w,L3637c.eaf,L36+37c_ww
?PERMANENT,c,w,m,L6c.eaf,L5+6c_mw
?PERMANENT,c,w,m,L6c.eaf,L5+6c_mw
?PLASTIC02,c,w,w,L3c.eaf,L3+4c_ww
?PLASTIC02,c,w,w,L3c.eaf,L3+4c_ww
?PLAY,c,w,w,BM2c.eaf,BM1+2c_ww
?PLAY,c,w,w,M16c.eaf,M15+16c_ww
?PORTSMOUTH,c,m,m,L9c.eaf,L9+10c_mm
?PRAISE/COMPANY,c,w,w,L3637c.eaf,L36+37c_ww
?PT:,c,w,m,L18c.eaf,L17+18c_mw
?PT:,c,w,w,BM23c.eaf,BM23+24c_ww
?PT:,c,w,w,L3637c.eaf,L36+37c_ww
?PT:,c,w,w,L3637c.eaf,L36+37c_ww
?PT:,c,w,w,M28c.eaf,M25+26c_ww
?PT:,n,m,w,BF10n.eaf,BF9+10n_wmw
?PT:,n,w,m,BF11n.eaf,BF11+12n_wmw
?PT:LOC,c,m,w,L5c.eaf,L5+6c_mw
?PT:LOC,c,m,w,L5c.eaf,L5+6c_mw
?PT:POSS3SG,c,w,m,L29c.eaf,L28+29c_mw
?PT:PRO1SG,c,w,w,M29c.eaf,M25+26c_ww
?PT:PRO3SG,c,w,w,M9c.eaf,M25+26c_ww
?PT:PRO3SG,n,m,m,BF22n.eaf,BF21+22n_mm
?PT:PRO3SG,n,m,m,BF22n.eaf,BF21+22n_mm
?PT:PRO3SG,n,w,m,BF15n.eaf,BF15+16n_wmw
?PT:PRO3SG,n,w,w,BF20n.eaf,BF19+20n_ww
?REALLY,n,m,w,G18n.eaf,G17+18n_wmw
?RED02,n,m,w,BF3n.eaf,BF3+4n_mwm
?RED02,n,m,w,BF3n.eaf,BF3+4n_mwm
?REGULAR,c,w,m,L3233c.eaf,L32+33c_mw
?RELEASE2,c,w,w,M27c.eaf,M25+26c_ww
?SAY,c,w,w,L3637c.eaf,L36+37c_ww
?SAY(FALSE-START)/?THINK(FALSE-START),n,w,m,G22n.eaf,G21+22n_mwm
?SERVANT,c,w,w,M30c.eaf,M25+26c_ww
?SERVANT,c,w,w,M30c.eaf,M25+26c_ww
?SINCE,n,m,w,G11n.eaf,G11+12n_mwm
?SINCE,n,m,w,G11n.eaf,G11+12n_mwm
?SN:CHARLTON-TOWN(TOWN2),c,m,m,L3435c.eaf,L34+35c_mm
?SN:UNKNOWN,c,w,m,L18c.eaf,L17+18c_mw
?SN:UNKNOWN(PARK),c,w,w,M30c.eaf,M25+26c_ww
?SPLASH,n,m,w,BF6n.eaf,BF5+6n_wmw
?SPLASH,n,m,w,BF6n.eaf,BF5+6n_wmw
?START,c,w,w,M9c.eaf,M25+26c_ww
?START,n,m,w,G3n.eaf,G3+4n_mwm
?STEPS,n,w,w,G9n.eaf,G9+10n_ww
?STEPS,n,w,w,G9n.eaf,G9+10n_ww
?STEPS,n,w,w,G9n.eaf,G9+10n_ww
?STEPS,n,w,w,G9n.eaf,G9+10n_ww
?STUPID,c,w,m,BM56c.eaf,BM5+6c_mw
?SUE,c,w,w,BL23c.eaf,BL23+24c_ww
?SUN,c,w,w,L27c.eaf,L27+11c_ww
?SURPRISE04,n,w,m,G23n.eaf,G23+24n_wmw
?TAKE-OFF,c,m,m,L23c.eaf,L23+24c_mm
?TAKE-OFF,c,m,m,L24c.eaf,L23+24c_mm
?TALK,c,w,w,M30c.eaf,M25+26c_ww
?TALK02,c,w,w,L3637c.eaf,L36+37c_ww
?TBUOY,c,m,m,L20c.eaf,L19+20c_mm
?TENT,n,w,m,G17n.eaf,G17+18n_wmw
?TENT,n,w,m,G17n.eaf,G17+18n_wmw
?THEATRE,c,w,w,M27c.eaf,M25+26c_ww
?THERE,n,m,w,BF12n.eaf,BF11+12n_wmw
?THERE,n,m,w,BF12n.eaf,BF11+12n_wmw
?THINK,c,w,w,L3c.eaf,L3+4c_ww
?THREE2(FALSE-START),c,w,w,M29c.eaf,M25+26c_ww
?THROUGH,c,w,w,M29c.eaf,M25+26c_ww
?TIME(FALSE-START),c,w,m,M12c.eaf,M11+12c_mw
?TOUCH,c,w,w,BL10c.eaf,BL9+10c_ww
?TOUCH,n,m,m,BF22n.eaf,BF21+22n_mm
?TOUCH,n,m,m,BF22n.eaf,BF21+22n_mm
?TRUE,n,m,w,BF3n.eaf,BF3+4n_mwm
?TRUE,n,m,w,BF3n.eaf,BF3+4n_mwm
?TRUE,n,m,w,BF6n.eaf,BF5+6n_wmw
?TWIN,c,w,w,L3c.eaf,L3+4c_ww
?TWO,c,w,w,M29c.eaf,M25+26c_ww
?UP,n,m,w,BF8n.eaf,BF7+8n_wmw
?WATER04,c,m,m,L19c.eaf,L19+20c_mm
?WATER04,c,m,m,L19c.eaf,L19+20c_mm
?WATER04,c,m,m,L19c.eaf,L19+20c_mm
?WATER04,c,m,m,L19c.eaf,L19+20c_mm
?WATER04,c,m,m,L19c.eaf,L19+20c_mm
?WHAT,c,w,w,L3c.eaf,L3+4c_ww
?WHY,c,m,m,BM8c.eaf,BM7+8c_mm
?WHY(FALSE-START),n,m,m,G19n.eaf,G19+20n_mm
?WITH,c,w,w,M29c.eaf,M25+26c_ww
?WITH/FS:GET,c,w,w,L3637c.eaf,L36+37c_ww
?WORK,c,w,m,L29c.eaf,L28+29c_mw
?WORM/ADD-TO-SIGNBANK(SNAKE),n,w,m,G4n.eaf,G3+4n_mwm
?WOW/G:THAT-IS-ALL,n,m,w,G24n.eaf,G23+24n_wmw
?WOW/G:THAT-IS-ALL,n,m,w,G24n.eaf,G23+24n_wmw
?WRONG,n,w,w,G6n.eaf,G5+6n_ww
?WRONG/BAD/
,n,w,w,G6n.eaf,G5+6n_ww
ABOUT,c,m,m,L26c.eaf,L25+26c_mm
ABOUT,c,m,w,M1c.eaf,M1+2c_mw
ABOUT,c,m,w,M1c.eaf,M1+2c_mw
ABOUT,c,w,w,M27c.eaf,M25+26c_ww
ABOUT-NUMBER
,c,w,w,M28c.eaf,M25+26c_ww
ABOUT-NUMBER
,n,w,w,G6n.eaf,G5+6n_ww
ABOUT-NUMBER,c,m,m,BL21c.eaf,BL21+22c_mm
ABOUT-NUMBER,c,m,m,BL21c.eaf,BL21+22c_mm
ABOUT-NUMBER,c,m,m,BL21c.eaf,BL21+22c_mm
ABOUT-NUMBER,c,m,m,BL21c.eaf,BL21+22c_mm
ABOUT-NUMBER,c,m,m,BL21c.eaf,BL21+22c_mm
ABOUT-NUMBER,c,m,m,BL21c.eaf,BL21+22c_mm
ABOUT-NUMBER,c,m,m,BM19c.eaf,BM19+20c_mm
ABOUT-NUMBER,c,m,m,BM8c.eaf,BM7+8c_mm
ABOUT-NUMBER,c,m,m,BM8c.eaf,BM7+8c_mm
ABOUT-NUMBER,c,m,m,L19c.eaf,L19+20c_mm
ABOUT-NUMBER,c,m,m,L23c.eaf,L23+24c_mm
ABOUT-NUMBER,c,m,m,L24c.eaf,L23+24c_mm
ABOUT-NUMBER,c,m,w,M11c.eaf,M11+12c_mw
ABOUT-NUMBER,c,w,m,BL16c.eaf,BL15+16c_mw
ABOUT-NUMBER,c,w,m,BL1718c.eaf,BL17+18c_mw
ABOUT-NUMBER,c,w,m,BL1718c.eaf,BL17+18c_mw
ABOUT-NUMBER,c,w,m,L18c.eaf,L17+18c_mw
ABOUT-NUMBER,c,w,m,L18c.eaf,L17+18c_mw
ABOUT-NUMBER,c,w,m,L3233c.eaf,L32+33c_mw
ABOUT-NUMBER,c,w,m,L6c.eaf,L5+6c_mw
ABOUT-NUMBER,c,w,w,BL9c.eaf,BL9+10c_ww
ABOUT-NUMBER,c,w,w,BM13c.eaf,BM13+14c_ww
ABOUT-NUMBER,c,w,w,BM13c.eaf,BM13+14c_ww
ABOUT-NUMBER,c,w,w,BM23c.eaf,BM23+24c_ww
ABOUT-NUMBER,c,w,w,BM23c.eaf,BM23+24c_ww
ABOUT-NUMBER,c,w,w,BM23c.eaf,BM23+24c_ww
ABOUT-NUMBER,c,w,w,M15c.eaf,M15+16c_ww
ABOUT-NUMBER,c,w,w,M15c.eaf,M15+16c_ww
ABOUT-NUMBER,c,w,w,M28c.eaf,M25+26c_ww
ABOUT-NUMBER,c,w,w,M29c.eaf,M25+26c_ww
ABOUT-NUMBER,n,m,m,G1n.eaf,G1+2n_mm
ABOUT-NUMBER,n,m,m,G7n.eaf,G7+8n_mm
ABOUT-NUMBER,n,m,m,G7n.eaf,G7+8n_mm
ABOUT-NUMBER,n,m,w,G24n.eaf,G23+24n_wmw
ABOUT-NUMBER,n,w,m,G17n.eaf,G17+18n_wmw
ABOUT-NUMBER,n,w,m,G17n.eaf,G17+18n_wmw
