time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c
1,G:WELL,1,1,0.890662,0,0,0.863465,0,0.84181,0,0.777176,0,1.35137,0,0.637276,1.85302,0,0,0,1,0,1,0,0
2,G:WELL,1,1,0.905369,0.613464,0,0.971194,0,0.967498,0,0.885678,0.915611,1.3921,0.664418,0,1.37004,0,0,0,1,0,1,0,0
3,G:WELL,1,1,0.909068,0,0,0.773786,0,0.965861,0,0.870052,0.832324,1.37302,0.954813,0,1.5424,0,0.502011,0,1,0,1,0,0
4,G:WELL,1,1,0.909333,0,0,0.91924,0,1.02058,0,0.87672,1.03265,1.50553,0.82512,0,1.34912,0.59522,0,0,1,0,1,0,1
5,G:WELL,1,1,0.906847,0,0,0.95522,0,1.07351,0,1.01438,1.07417,1.28669,0.977446,0,1.71279,1.05571,0.524139,0,1,0,1,0,0
6,G:WELL,1,1,0.906433,0,0,0.820583,0,1.17098,0,1.12323,1.05335,1.3003,0.842205,0,1.91255,1.13227,0.543823,0,1,0,0,0,0
7,G:WELL,1,1,0.911387,0,0,0.602903,0,1.18588,0,1.0246,1.31942,1.34277,0,0,1.75425,1.03724,0,0,1,0,1,0,0
8,G:WELL,1,1,0.908424,0.572015,0,0.675792,0,1.2043,0,1.07202,1.24597,1.44043,0,0,2.11573,0.728682,0,0,1,0,1,0,0
9,G:WELL,1,1,0.913152,0,0,0.72132,0,1.19933,0,1.13993,1.25063,1.56099,0.764235,0,2.27214,0.849651,0.513174,0,1,0,1,0,0
10,G:WELL,1,1,0.922044,0,0,0.753993,0,1.32094,0,1.23559,1.18628,1.35682,0.846406,0,2.08136,0.947647,0,0,1,0,0,0,0
11,G:WELL,1,1,0.924857,0,0,0.511966,0,1.33862,0,1.2686,1.20426,1.30578,0.585221,0,2.14333,0.938483,0,0,1,1,1,0,0
12,G:WELL,1,1,0.933431,0,0,0.563828,0,1.36222,0,1.24187,1.35245,1.60253,0,0,2.21004,0.993631,0.502678,0,1,1,1,0,0
13,G:WELL,1,1,0.944761,0,0,0.638073,0,1.33265,0,1.16632,1.47306,1.63599,0.60972,0,2.03083,0.845251,0.565093,0,1,0,0,0,0
14,G:WELL,1,1,0.950979,0.539218,0,0,0,1.30098,0,1.00912,1.65986,1.72754,0.655925,0.512205,1.93942,0.941625,0.700823,0,1,0,0,0,0
1013,PT:PRO3SG,1,1,0.981196,0,0,0,0,0.523459,0,0.584887,0.795962,1.07038,0,0,1.48479,1.23852,0,0,1,1,1,0,0
1014,PT:PRO3SG,1,1,0.97501,0,0,0,0,0,0,0.555697,0.804057,1.06997,0,0,1.44141,1.44591,0,0,1,1,0,0,0
1015,PT:PRO3SG,1,1,0.976537,0,0,0,0,0,0,0.589332,0.825508,1.45798,0,0,1.72026,1.73887,0,0,1,1,0,0,0
1016,PT:PRO3SG,1,1,0.976909,0,0,0.592087,0,0.50048,0,0.55545,0.829221,1.26406,0,0,1.42268,1.69898,0,0,1,0,0,0,0
1017,PT:PRO3SG,1,1,0.974528,0,0,0.590029,0,0.544925,0,0.606299,0.861563,1.40404,0,0,1.28247,2.07646,0,0,1,1,0,0,0
1018,PT:PRO3SG,1,1,0.975836,0,0,0,0,0.605841,0,0.647561,0.99355,1.1339,0,0,1.54666,1.99375,0,0,1,1,0,0,0
1019,PT:PRO3SG,1,1,0.974075,0,0,0,0,0.650134,0,0.651856,1.01584,1.65971,0,0,1.36349,2.09782,0,0,1,0,0,0,0
1020,PT:PRO3SG,1,1,0.973911,0,0,0,0,0.695975,0,0.663389,1.06329,1.67511,0,0,1.24747,1.86538,0,0,1,1,0,0,0
1021,PT:PRO3SG,1,1,0.972833,0,0,0,0,0.660108,0,0.61675,1.06885,1.53623,0,0,1.38323,1.3028,0,0,1,1,0,0,0
1022,PT:PRO3SG,1,1,0.971318,0,0,0,0,0.650262,0,0.598285,1.27588,1.79869,0,0,1.3892,1.08338,0,0,1,0,0,0,0
1430,FS:CATS,1,1,0.982831,0,0,0,0,0,0,0.503152,0,0,0,0,1.55472,1.38749,0,0,1,1,0,0,1
1875,GOOD,1,1,0.986879,0.711062,0.609146,0,0.753248,0,0,0,0,0,0.755045,0.684871,1.1617,0,0,0,0,1,0,0,0
1876,GOOD,1,1,0.984003,0.50604,0,0,0.614339,0,0,0,0,0,0.547615,0.628826,1.50228,0,0,0,0,1,0,0,0
1877,GOOD,1,1,0.984643,0.523318,0.643318,0,0.508977,0,0,0,0.567148,0,0.756769,0.736046,1.3734,0,0,0,0,1,0,0,0
1878,GOOD,1,1,0.98234,0.715753,0.814604,0,0.747223,0,0,0,0.577422,0,0,0.57339,1.46279,0,0,0,0,0,0,0,0
1879,GOOD,1,1,0.986502,0.605398,0.837938,0,0.887744,0,0,0,0.532717,0,0,0.636621,1.2438,0,0,0,0,0,0,0,0
1880,GOOD,1,1,0.984546,0,0.809367,0,0.985206,0,0,0,0.544881,0,0,0.612446,1.08578,0,0,0,0,0,0,0,0
1881,GOOD,1,1,0.985453,0.513144,0.804024,0,0.790968,0,0,0,0,0,0.729567,0.604119,1.42709,0,0,0,0,0,0,0,0
1961,G:DISMISS,1,1,0.980616,1.16409,0.793729,0,0,0,0,0,0.901017,0.906286,0,0,1.9081,0,0,0,1,0,0,0,0
1962,G:DISMISS,1,1,0.980118,1.08181,0.876845,0,0.851169,0,0,0,0.794387,0,0.523685,0,1.23444,0,0,0,1,0,0,0,0
1963,G:DISMISS,1,1,0.979248,0.765706,0.923861,0,0.519442,0,0,0,0.688372,0,0.760763,0,1.449,0,0,0,1,0,0,0,0
3913,,1,1,0.974849,0,0,0,0,0.712815,0,0,1.01639,1.82169,0,0,1.71117,0,0,1,1,0,0,0,0
3914,,1,1,0.972373,0,0.675126,0,0,0.691422,0,0,1.04785,1.70765,0,0,1.28956,0,0,0,1,0,0,0,0
3920,,1,1,0.979246,0,0.870736,0,0,0.579552,0,0,0.685128,1.55906,0,0,0.956851,0,0,0,1,0,0,0,0
3921,,1,1,0.977031,0,0.937598,0,0,0.579659,0,0,0.981436,1.42548,0,0,0.818516,0.643026,0,0,1,0,0,0,0
3922,,1,1,0.977793,0,1.13929,0,0,0.567428,0,0,0.968498,1.65191,0,0,1.31787,0,0,0,1,0,0,0,0
3923,,1,1,0.975667,0,0.87146,0,0,0.593674,0,0,1.27931,1.49966,0,0,1.26341,0.640634,0,0,1,0,0,0,0
3925,,1,1,0.974891,0.551865,0.866912,0,0,0.553954,0,0,0.928182,1.25882,0,0,1.1949,0.716954,0,0,1,0,0,0,0
4662,,1,1,0.967031,0.609087,0,0,0,0,0,0,0.976148,0.70523,0,0.606996,1.46931,0,0,0,1,1,0,0,0
