time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c
1,PT:,1,1,0.731752,0,0,0,0,0.71034,0,0.671969,1.05688,1.93718,0,0,1.63557,1.0526,0,0,1,0,1,0,0
2,PT:,1,1,0.73994,0,0,0,0,0,0,0,1.01808,1.25607,0,0,2.32352,0.637582,0.515754,0,1,0,1,0,0
3,PT:,1,1,0.747731,0,0,0,0,0,0,0.520518,0.962713,0.713277,0.728695,0,1.7105,1.00228,0.511309,1,1,0,1,0,0
4,PT:,1,1,0.849182,0.501108,0,0,1.02904,0,0,0.564127,1.45929,0,0,0,1.94562,0,0.641257,0,1,0,1,0,0
5,PT:,1,1,0.753731,0.804311,0,0,0,0,0,0,1.08039,0,0.578071,0,1.39758,0,0.734595,1,1,0,0,0,0
6,PT:,1,1,0.826006,0.590874,0,0.749342,0,0,0,0,0.865246,0,0.653835,0,2.21928,0,0.735617,0,1,0,1,0,0
7,PT:,1,1,0.81111,0.885714,0,1.07297,0,0,0,0,0.713356,0,0,0.665362,2.29936,0,0.708223,0,0,0,1,0,0
8,PT:,1,1,0.780739,1.15423,0,1.54186,0,0,0,0,0.622981,0,1.121,0.815049,2.14952,0,0.642837,0,0,1,1,0,1
25,PT:,1,1,0.765337,1.73284,0,1.9639,0,0,0,0,0,0,1.6819,0.685792,1.60276,1.47956,0.823827,1,0,1,1,0,1
26,PT:,1,1,0.792898,2.0587,0,2.51702,0,0,0,0,0,0,1.80758,0.679008,1.60022,1.19971,0.853535,1,0,1,1,0,1
37,PT:,1,1,0.874863,0.936651,0,1.29073,0,0,0,0,0.54615,0,0.845383,0,1.86954,0,0.67528,1,1,0,0,0,1
53,PT:,1,1,0.795108,1.33324,0,1.61586,0,0.566045,0,0,1.04877,0,0,0.664337,0.740709,0,0,1,0,0,1,0,0
63,,1,1,0.757228,1.10694,1.46008,2.17163,0,0,1.82014,0.625099,0.934761,0,0,0,0,0,0,1,1,0,1,0,0
64,,1,1,0.772845,1.48908,0.968715,2.40641,0,0.661002,1.44787,0.635839,0.941228,0.756193,0,0.548856,0,0,0,1,1,0,1,0,0
65,,1,1,0.766253,1.88917,0.577211,2.3329,0,0.588116,0.887967,0,1.00161,0.682702,0,0.561447,0,0,0,1,1,0,1,0,0
66,,1,1,0.814265,1.54265,0.596148,2.70689,0,0.652151,1.5704,0,0.913842,0.565694,0,0.505896,0,0.564946,0,1,1,0,1,0,0
