time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,PT:,1,0.731752,1,129.537,-97.4937,1038.96,0.173517,-0.0613102,0.0142038
2,PT:,2,0.73994,1,132.261,-103.131,1064.62,0.0993936,-0.0799918,0.0247448
3,PT:,3,0.747731,1,137.73,-115.862,1111.64,0.243086,-0.118582,0.0193668
4,PT:,4,0.849182,1,118.171,-108.519,968.435,0.201763,-0.176593,0.00216455
5,PT:,5,0.753731,1,117.457,-110.639,968.145,0.149467,-0.287239,-0.0204356
6,PT:,6,0.826006,1,130.651,-119.162,1046.02,0.170224,-0.200774,0.0613067
7,PT:,7,0.81111,1,139.209,-127.27,1127.63,0.205882,-0.255394,0.0937794
8,PT:,8,0.780739,1,143.581,-133.386,1188.59,0.199746,-0.244401,0.123826
25,PT:,25,0.765337,1,-52.0333,-180.89,1285.66,0.0217374,-0.228099,0.0380505
26,PT:,26,0.792898,1,-52.3168,-183.418,1292.97,-0.00332281,-0.294154,0.0498688
27,PT:,27,0.860642,1,-51.6321,-186.1,1304.42,0.0416312,-0.433209,0.0594322
32,PT:,32,0.897956,1,-26.3068,-167.934,1259.77,0.0567073,-0.47614,-0.0180761
37,PT:,37,0.874863,1,9.29759,-160.578,1190.29,-0.0567162,-0.285242,-0.0842931
38,PT:,38,0.906964,1,12.727,-166.155,1226.57,-0.00647471,-0.495399,-0.0745762
43,PT:,43,0.741192,1,35.4596,-174.826,1291.84,0.0328393,-0.639101,-0.0343274
44,PT:,44,0.787484,1,32.3071,-173.78,1299.23,0.0533734,-0.635433,-0.0232621
45,PT:,45,0.794532,1,29.2479,-170.381,1310.24,0.0842101,-0.632742,-0.0106913
46,PT:,46,0.774016,1,27.9078,-167.063,1326.02,0.109266,-0.636941,-0.00602228
47,PT:,47,0.754985,1,27.913,-164.075,1346.09,0.138958,-0.645448,0.0045902
48,PT:,48,0.798205,1,27.0562,-159.448,1360.42,0.179176,-0.661317,0.0188185
49,PT:,49,0.879376,1,24.1515,-157.693,1388.77,0.211903,-0.671687,0.0236565
50,PT:,50,0.868583,1,19.6448,-163.013,1462,0.198385,-0.657688,0.0181142
51,PT:,51,0.814147,1,12.8238,-164.302,1483.06,0.170531,-0.657911,0.000346406
53,PT:,53,0.795108,1,-10.4346,-154.597,1427.21,0.271797,-0.315569,-0.0807745
63,,63,0.757228,1,-59.4808,-155.835,1396.71,0.315443,-0.204714,-0.165684
64,,64,0.772845,1,-59.0054,-159.579,1436.98,0.363376,-0.28837,-0.128609
65,,65,0.766253,1,-57.9092,-162.666,1491.4,0.372677,-0.329631,-0.0870397
66,,66,0.814265,1,-56.0677,-163.269,1519.33,0.360527,-0.325862,-0.0544276
67,,67,0.853335,1,-54.2265,-162.162,1518.89,0.308734,-0.318745,-0.0381532
