time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,G:REARING-TO-GO,1,0.977698,1,-79.8309,-226.864,1317.97,0.130215,0.0212547,0.0144329
2,G:REARING-TO-GO,2,0.977188,1,-80.6372,-226.424,1316.85,0.147413,0.0338518,0.0208852
3,G:REARING-TO-GO,3,0.976371,1,-80.7946,-226.126,1316.75,0.155174,0.0332172,0.0258672
4,G:REARING-TO-GO,4,0.977782,1,-80.1071,-226.616,1316.22,0.149693,0.0307504,0.0300047
5,G:REARING-TO-GO,5,0.976098,1,-79.4187,-227.901,1316.56,0.135274,0.0285106,0.0296957
6,G:REARING-TO-GO,6,0.977574,1,-78.9297,-227.924,1313.29,0.139343,0.0304005,0.0272513
7,G:REARING-TO-GO,7,0.977097,1,-78.6736,-228.399,1313.13,0.136041,0.0272625,0.0279787
8,G:REARING-TO-GO,8,0.976038,1,-78.5024,-227.784,1311.86,0.14557,0.0294453,0.0277643
9,G:REARING-TO-GO,9,0.975286,1,-78.4916,-226.733,1311.74,0.162481,0.0304296,0.0277664
10,G:REARING-TO-GO,10,0.972749,1,-78.3634,-226.833,1310.7,0.157194,0.0344864,0.0274915
11,G:REARING-TO-GO,11,0.970374,1,-78.3084,-228.155,1310.86,0.143798,0.0386845,0.0276339
12,G:REARING-TO-GO,12,0.968933,1,-78.4109,-229.236,1309.39,0.134915,0.0447751,0.0231057
13,G:REARING-TO-GO,13,0.968452,1,-78.709,-229.474,1309.27,0.140533,0.048418,0.0188827
14,G:REARING-TO-GO,14,0.967376,1,-77.968,-229.363,1304.66,0.139533,0.0548816,0.0182135
15,G:REARING-TO-GO,15,0.9656,1,-77.9381,-228.663,1304.41,0.152839,0.0572127,0.0166568
16,G:REARING-TO-GO,16,0.965086,1,-78.2661,-228.603,1307.11,0.156547,0.0603984,0.0118525
17,G:REARING-TO-GO,17,0.967618,1,-78.5529,-228.604,1309.87,0.157251,0.0621152,0.00836726
