time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,G:WELL,1,0.978136,1,-83.5021,-215.091,1408.65,-0.102507,-0.0753609,0.0792933
2,G:WELL,2,0.980783,1,-85.2324,-214.15,1411.92,-0.0875986,-0.0531971,0.071835
3,G:WELL,3,0.981268,1,-85.6703,-211.846,1409.22,-0.0543519,-0.031803,0.0604913
4,G:WELL,4,0.98255,1,-84.9225,-210.259,1406.69,-0.0378173,-0.0279327,0.0457341
5,G:WELL,5,0.981875,1,-84.4081,-210.793,1406.39,-0.0441573,-0.0291008,0.0279875
6,G:WELL,6,0.980601,1,-84.362,-212.244,1408.74,-0.0658488,-0.019401,0.0167604
7,G:WELL,7,0.980416,1,-83.8978,-213.038,1409.36,-0.0718268,-0.0187571,0.0173279
8,G:WELL,8,0.981659,1,-82.0496,-212.72,1405.99,-0.070024,-0.0360844,0.0208693
9,G:WELL,9,0.980028,1,-79.1173,-211.732,1396.4,-0.0797423,-0.0630582,0.0224406
10,G:WELL,10,0.973346,1,-76.3239,-212.826,1392.54,-0.111667,-0.0900105,0.0222608
11,G:WELL,11,0.97178,1,-74.3205,-214.84,1388.84,-0.15006,-0.10315,0.0201422
12,G:WELL,12,0.968225,1,-74.2036,-218.218,1384.46,-0.201635,-0.106764,0.0179456
13,G:WELL,13,0.960217,1,-75.4595,-221.548,1373.04,-0.251203,-0.075999,0.0254939
14,G:WELL,14,0.962118,1,-78.1218,-225.244,1364.12,-0.30567,-0.0387838,0.0370863
15,G:WELL,15,0.965585,1,-81.031,-228.496,1361.76,-0.342458,-0.00156044,0.0519633
16,G:WELL,16,0.967034,1,-84.0445,-231.481,1369.19,-0.350646,0.0214527,0.0693529
17,G:WELL,17,0.965019,1,-85.7191,-233.509,1379.33,-0.339616,0.0206372,0.0788872
18,G:WELL,18,0.967208,1,-85.8398,-234.436,1387.87,-0.321579,0.00261229,0.0835851
19,G:WELL,19,0.964108,1,-84.7249,-233.704,1392.32,-0.296486,-0.0427468,0.0753055
20,G:WELL,20,0.960859,1,-83.1137,-231.138,1394.73,-0.251101,-0.0589458,0.072947
21,G:WELL,21,0.956727,1,-80.5041,-226.081,1397.6,-0.180439,-0.0902559,0.0679777
22,G:WELL,22,0.967707,1,-76.3285,-219.717,1393.2,-0.12328,-0.1378,0.0640653
23,G:WELL,23,0.944718,1,-71.117,-216.324,1391.56,-0.126573,-0.200604,0.0602359
