time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,G:WELL,1,0.939198,1,-109.863,-296.742,1478.06,0.00864642,0.310349,-0.026135
2,G:WELL,2,0.943583,1,-109.762,-295.932,1477.34,-0.018885,0.353252,-0.000712943
3,G:WELL,3,0.938298,1,-108.64,-293.182,1467.11,-0.0272646,0.366336,0.0112289
4,G:WELL,4,0.93997,1,-107.927,-291.922,1463.54,-0.030033,0.370733,0.0177674
5,G:WELL,5,0.938268,1,-107.298,-291.354,1462.16,-0.0301789,0.371591,0.021357
6,G:WELL,6,0.941454,1,-106.696,-290.825,1461.33,-0.0310571,0.372082,0.0235252
7,G:WELL,7,0.942845,1,-106.093,-290.491,1461.58,-0.0325371,0.369427,0.0269776
8,G:WELL,8,0.949437,1,-105.499,-290.144,1461.67,-0.0310608,0.366399,0.0307281
9,G:WELL,9,0.941632,1,-104.85,-289.625,1460.75,-0.0311998,0.365478,0.0326597
10,G:WELL,10,0.941124,1,-104.52,-289.332,1460.66,-0.0306199,0.364825,0.0327317
11,G:WELL,11,0.937383,1,-104.206,-289.191,1460.88,-0.0267733,0.364479,0.0326932
12,G:WELL,12,0.934864,1,-104.098,-289.037,1460.82,-0.0264319,0.362876,0.033554
13,G:WELL,13,0.936619,1,-104.052,-288.729,1460.66,-0.026876,0.362826,0.0340195
14,G:WELL,14,0.939535,1,-103.606,-287.559,1455.62,-0.024459,0.365312,0.0346784
15,G:WELL,15,0.938933,1,-103.589,-287.515,1455.45,-0.0234905,0.365659,0.034777
16,G:WELL,16,0.938449,1,-103.577,-287.57,1455.89,-0.0226856,0.36478,0.0343289
17,G:WELL,17,0.938413,1,-103.588,-287.673,1456.46,-0.0222114,0.363805,0.0338922
18,G:WELL,18,0.933554,1,-103.589,-287.624,1456.51,-0.0215393,0.362927,0.0331251
19,G:WELL,19,0.935303,1,-103.546,-287.34,1455.81,-0.0184074,0.362741,0.0317996
20,G:WELL,20,0.939944,1,-103.578,-287.181,1456.45,-0.018861,0.362396,0.0312651
21,G:WELL,21,0.939974,1,-103.803,-287.709,1459.9,-0.0219677,0.361368,0.0314507
22,G:WELL,22,0.936641,1,-103.479,-287.967,1462.37,-0.0246675,0.357443,0.0328356
