time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,PT:PRO3SG,1,0.927572,1,-44.7163,-138.815,1252.62,0.0221074,-0.0876332,-0.0345846
2,PT:PRO3SG,2,0.967455,1,-46.256,-141.045,1280.25,-0.0108374,-0.166694,-0.0419667
3,PT:PRO3SG,3,0.979472,1,-48.114,-144.858,1320.29,-0.020527,-0.300303,-0.0697678
4,PT:PRO3SG,4,0.976591,1,-49.4829,-146.514,1339.1,-0.0435483,-0.390022,-0.0963122
5,PT:PRO3SG,5,0.974815,1,-49.456,-146.193,1339.68,-0.0515863,-0.401421,-0.109802
6,PT:PRO3SG,6,0.974834,1,-49.3278,-145.912,1339.06,-0.0555235,-0.404372,-0.11723
7,PT:PRO3SG,7,0.976051,1,-49.2212,-145.75,1339.63,-0.0563743,-0.407245,-0.121409
8,PT:PRO3SG,8,0.9757,1,-49.1601,-145.723,1339.5,-0.0570051,-0.406811,-0.123104
9,PT:PRO3SG,9,0.975982,1,-49.1088,-145.67,1339.07,-0.0574391,-0.407317,-0.124314
10,PT:PRO3SG,10,0.97429,1,-49.0582,-145.463,1339,-0.0527553,-0.409187,-0.126812
11,PT:PRO3SG,11,0.97374,1,-49.0895,-145.259,1339.51,-0.050715,-0.412058,-0.128865
12,PT:PRO3SG,12,0.974205,1,-49.2127,-145.152,1339.51,-0.0520352,-0.413505,-0.132214
13,PT:PRO3SG,13,0.974112,1,-49.2346,-145.002,1338.45,-0.0513673,-0.414465,-0.13239
14,PT:PRO3SG,14,0.974822,1,-49.7336,-144.796,1338.78,-0.0468757,-0.412715,-0.134815
15,PT:PRO3SG,15,0.975679,1,-50.5664,-144.476,1339.91,-0.0426475,-0.410271,-0.134875
16,PT:PRO3SG,16,0.97782,1,-51.079,-144.043,1339.9,-0.0418445,-0.407262,-0.137562
17,PT:PRO3SG,17,0.978237,1,-51.4991,-143.433,1338.41,-0.036499,-0.405275,-0.138092
18,PT:PRO3SG,18,0.975879,1,-51.5879,-142.945,1337.62,-0.0378562,-0.409616,-0.14113
19,PT:PRO3SG,19,0.977004,1,-51.5332,-142.025,1335.72,-0.0329918,-0.415479,-0.140874
20,PT:PRO3SG,20,0.979936,1,-51.7047,-140.988,1333.75,-0.0308267,-0.414137,-0.142087
21,PT:PRO3SG,21,0.981819,1,-51.6307,-139.971,1332.91,-0.0230645,-0.416702,-0.142925
22,PT:PRO3SG,22,0.985063,1,-51.9215,-139.407,1333.42,-0.0195287,-0.416032,-0.143623
23,PT:PRO3SG,23,0.985233,1,-52.3573,-138.694,1334,-0.0123054,-0.412945,-0.144375
24,PT:PRO3SG,24,0.985683,1,-52.5656,-137.766,1330.83,-0.011256,-0.413509,-0.149842
25,PT:PRO3SG,25,0.984812,1,-52.7052,-137.238,1330.88,-0.0080041,-0.417905,-0.153078
26,PT:PRO3SG,26,0.985599,1,-52.773,-136.903,1329.9,-0.0113097,-0.421852,-0.158297
27,PT:PRO3SG,27,0.985196,1,-52.8942,-136.697,1330.36,-0.0125606,-0.425291,-0.167145
28,PT:PRO3SG,28,0.983736,1,-53.0213,-136.628,1330.68,-0.0171882,-0.429537,-0.177458
29,PT:PRO3SG,29,0.983495,1,-53.0327,-136.64,1330.78,-0.0174327,-0.4293,-0.178568
30,PT:PRO3SG,30,0.983821,1,-52.3643,-136.241,1326.25,-0.0118518,-0.436317,-0.184706
31,PT:PRO3SG,31,0.984573,1,-51.5688,-135.785,1323.69,-0.011585,-0.438972,-0.189495
32,PT:PRO3SG,32,0.984711,1,-50.2715,-134.91,1319.16,-0.00733334,-0.443841,-0.19347
33,PT:PRO3SG,33,0.985454,1,-48.2626,-133.658,1314.98,0.00254067,-0.44864,-0.19306
34,PT:PRO3SG,34,0.988323,1,-46.1287,-132.608,1313.73,0.00421611,-0.452751,-0.195839
35,PT:PRO3SG,35,0.98855,1,-43.7247,-131.915,1315.78,0.00506357,-0.456023,-0.192928
36,PT:PRO3SG,36,0.987589,1,-41.1802,-131.832,1317.4,-0.0010928,-0.462813,-0.196139
37,PT:PRO3SG,37,0.987443,1,-39.3565,-131.361,1317.93,-0.00204417,-0.466435,-0.196368
38,PT:PRO3SG,38,0.988076,1,-37.6978,-131.58,1317.9,-0.0153414,-0.474797,-0.204405
39,PT:PRO3SG,39,0.987717,1,-36.2057,-132.144,1319.92,-0.0258564,-0.477305,-0.210501
40,PT:PRO3SG,40,0.98567,1,-35.1706,-132.14,1320.5,-0.02338,-0.4837,-0.21082
41,PT:PRO3SG,41,0.986419,1,-35.0014,-133.056,1324.21,-0.0256214,-0.484019,-0.210829
42,PT:PRO3SG,42,0.985372,1,-35.8833,-133.99,1324.74,-0.01972,-0.479483,-0.211833
43,PT:PRO3SG,43,0.984447,1,-37.6067,-134.942,1326.28,-0.0226175,-0.474703,-0.21533
44,PT:PRO3SG,44,0.985846,1,-39.2277,-135.572,1325.04,-0.0238528,-0.470649,-0.223072
