time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,PT:PRO3SG,1,0.921793,1,-80.9888,-161.721,1277.38,0.0654899,0.256604,-0.213174
2,PT:PRO3SG,2,0.923001,1,-84.3187,-172.028,1358.83,0.109309,0.306838,-0.248816
3,PT:PRO3SG,3,0.960569,1,-85.6935,-176.76,1390.69,0.115349,0.40915,-0.273374
4,PT:PRO3SG,4,0.954886,1,-88.059,-180.137,1403.87,0.0954996,0.438565,-0.272635
5,PT:PRO3SG,5,0.954729,1,-90.814,-184.672,1418.77,0.0741206,0.447456,-0.261534
6,PT:PRO3SG,6,0.967277,1,-92.3231,-187.762,1425.28,0.06053,0.444806,-0.245554
7,PT:PRO3SG,7,0.970014,1,-92.6654,-189.27,1428.62,0.064028,0.435506,-0.23247
8,PT:PRO3SG,8,0.97935,1,-93.01,-189.929,1424.44,0.068019,0.430465,-0.220188
9,PT:PRO3SG,9,0.979532,1,-94.9959,-193.257,1435.51,0.0456787,0.431449,-0.199014
10,PT:PRO3SG,10,0.981957,1,-97.1343,-195.208,1440.9,0.0354824,0.441195,-0.175196
11,PT:PRO3SG,11,0.983371,1,-98.3072,-194.854,1441.52,0.0446782,0.443541,-0.161065
12,PT:PRO3SG,12,0.981412,1,-98.599,-192.532,1437.37,0.06634,0.420623,-0.172445
13,PT:PRO3SG,13,0.962292,1,-99.4907,-190.42,1429.93,0.0805107,0.419675,-0.191011
14,PT:PRO3SG,14,0.94548,1,-101.299,-190.094,1428.39,0.0802347,0.430312,-0.198262
15,PT:PRO3SG,15,0.942476,1,-103.105,-191.801,1434.46,0.0731471,0.448395,-0.191611
16,PT:PRO3SG,16,0.901724,1,-104.744,-193.087,1437.47,0.0621152,0.46539,-0.185315
17,PT:PRO3SG,17,0.875815,1,-106.602,-193.569,1430.49,0.0598567,0.477792,-0.178611
18,PT:PRO3SG,18,0.868817,1,-109.787,-194.93,1424.89,0.0548944,0.505585,-0.158658
19,PT:PRO3SG,19,0.876888,1,-113.517,-196.522,1425.36,0.0740509,0.534742,-0.142614
20,PT:PRO3SG,20,0.884987,1,-117.761,-199.039,1438.9,0.114495,0.560021,-0.134145
21,PT:PRO3SG,21,0.868068,1,-122.535,-201.979,1454.96,0.0912869,0.648936,-0.0891238
22,PT:PRO3SG,22,0.869561,1,-125.188,-204.47,1462.67,0.0747673,0.691367,-0.0520421
23,PT:PRO3SG,23,0.876139,1,-126.55,-208.139,1475.85,0.0484861,0.705445,-0.0158275
24,PT:PRO3SG,24,0.878983,1,-126.406,-211.247,1488.46,0.0251528,0.71061,0.00980671
25,PT:PRO3SG,25,0.880097,1,-125.334,-212.643,1498.35,0.00753471,0.710129,0.0301634
26,PT:PRO3SG,26,0.881609,1,-123.892,-212.983,1497.32,-0.0215296,0.707938,0.0532367
27,PT:PRO3SG,27,0.865867,1,-122.843,-214.475,1500.16,-0.0622212,0.6982,0.0808686
28,PT:PRO3SG,28,0.852565,1,-120.852,-215.748,1501.78,-0.0908051,0.695586,0.10035
29,PT:PRO3SG,29,0.825457,1,-118.119,-216.353,1503.92,-0.102726,0.683911,0.10737
30,PT:PRO3SG,30,0.807215,1,-115.298,-215.664,1495.99,-0.115676,0.680626,0.111443
31,PT:PRO3SG,31,0.815713,1,-113.122,-215.796,1493.22,-0.119813,0.67578,0.104834
32,PT:PRO3SG,32,0.81604,1,-111.667,-216.85,1495.11,-0.118969,0.672196,0.0987685
33,PT:PRO3SG,33,0.846091,1,-110.5,-217.973,1498.13,-0.117084,0.670657,0.091622
34,PT:PRO3SG,34,0.855499,1,-109.886,-219.293,1501.57,-0.119397,0.671442,0.0908728
35,PT:PRO3SG,35,0.849036,1,-109.254,-220.207,1503.22,-0.123979,0.6777,0.0933672
36,PT:PRO3SG,36,0.856851,1,-108.899,-221.391,1506.21,-0.124354,0.676633,0.0952565
37,PT:PRO3SG,37,0.86904,1,-108.096,-221.735,1505.03,-0.125689,0.67874,0.0978312
38,PT:PRO3SG,38,0.871415,1,-107.904,-222.391,1506.78,-0.121183,0.681321,0.0985917
39,PT:PRO3SG,39,0.872715,1,-107.994,-223.098,1509.16,-0.118379,0.680639,0.097934
40,PT:PRO3SG,40,0.87669,1,-108.377,-223.99,1514.05,-0.117259,0.681328,0.0974516
41,PT:PRO3SG,41,0.879892,1,-108.704,-224.51,1516.81,-0.113475,0.680029,0.0936104
42,PT:PRO3SG,42,0.882551,1,-109.186,-224.816,1517.77,-0.113232,0.68368,0.0915701
43,PT:PRO3SG,43,0.883353,1,-109.66,-224.708,1514.57,-0.114218,0.689291,0.0894217
44,PT:PRO3SG,44,0.890699,1,-110.127,-224.849,1512.72,-0.105678,0.685463,0.0804648
45,PT:PRO3SG,45,0.899242,1,-110.829,-224.876,1510.7,-0.100782,0.685371,0.0763037
46,PT:PRO3SG,46,0.889707,1,-111.844,-225.334,1513.22,-0.0892585,0.68723,0.0686715
47,PT:PRO3SG,47,0.895608,1,-112.389,-224.953,1511.41,-0.0838891,0.68792,0.065998
48,PT:PRO3SG,48,0.899901,1,-112.997,-225.019,1512,-0.0824992,0.68792,0.0649046
49,PT:PRO3SG,49,0.895329,1,-113.755,-224.96,1511.78,-0.0809767,0.690631,0.0630026
50,,50,0.898781,1,-114.648,-225.174,1515.08,-0.0780075,0.688093,0.0587135
51,,51,0.899993,1,-115.172,-225.345,1517.85,-0.0763922,0.682278,0.0540818
52,,52,0.899462,1,-115.423,-224.869,1517.02,-0.079503,0.684532,0.0541828
53,,53,0.898916,1,-115.401,-224.184,1516,-0.0821919,0.684815,0.0540781
54,,54,0.896482,1,-115.609,-224.001,1516.55,-0.0913433,0.688685,0.0595813
55,,55,0.889683,1,-116.001,-224.316,1519.27,-0.0958636,0.696619,0.0660517
56,,56,0.887532,1,-115.877,-224.457,1520.42,-0.100125,0.703032,0.0718593
57,,57,0.888531,1,-115.757,-224.815,1522.63,-0.0993896,0.70616,0.0741067
58,,58,0.890709,1,-115.302,-224.825,1522.77,-0.101844,0.704515,0.0771928
59,,59,0.885203,1,-115.034,-225.024,1524.02,-0.102323,0.707911,0.0785509
60,,60,0.881164,1,-114.829,-225.501,1526.13,-0.103944,0.708358,0.0822015
61,,61,0.879205,1,-114.636,-226.074,1529.39,-0.101148,0.706634,0.0812591
62,,62,0.881588,1,-114.303,-226.481,1530,-0.0993815,0.708551,0.0791399
63,,63,0.877495,1,-114.145,-227.357,1532.67,-0.0992553,0.710773,0.0804065
64,,64,0.874859,1,-113.941,-227.903,1534.51,-0.0963278,0.710992,0.0801409
65,,65,0.874773,1,-113.642,-228.384,1535.98,-0.0958897,0.713332,0.0805668
66,,66,0.879188,1,-113.258,-228.746,1538.28,-0.0899813,0.708272,0.0769216
67,,67,0.884156,1,-112.622,-228.655,1538.2,-0.0816666,0.701001,0.0705076
68,,68,0.886419,1,-112.329,-228.672,1538.35,-0.0799221,0.701039,0.0699898
69,,69,0.882735,1,-112.027,-228.513,1536.89,-0.0740105,0.704036,0.0703403
70,,70,0.884065,1,-111.813,-228.711,1536.67,-0.0693654,0.707591,0.0737992
71,,71,0.886268,1,-111.718,-228.713,1535.43,-0.0657494,0.708227,0.0754057
72,,72,0.886142,1,-111.588,-229.118,1535.92,-0.0677311,0.706866,0.0779644
73,,73,0.88138,1,-111.572,-229.597,1536.14,-0.057926,0.707846,0.0795906
74,,74,0.898186,1,-111.884,-231.345,1544.8,-0.0546565,0.702597,0.0811842
75,,75,0.901821,1,-111.964,-232.55,1549.53,-0.0541944,0.698887,0.0837838
76,,76,0.914143,1,-111.444,-233.151,1550.47,-0.0436523,0.696611,0.084289
77,,77,0.919193,1,-110.751,-233.213,1549.12,-0.0293404,0.691961,0.0776873
78,,78,0.922455,1,-110.218,-232.443,1541.99,-0.029075,0.692246,0.0829162
79,,79,0.923008,1,-109.929,-231.933,1538.14,-0.03121,0.693872,0.0871686
80,,80,0.919072,1,-110.051,-232,1536.32,-0.0373991,0.700635,0.0965974
81,,81,0.911224,1,-110.153,-232.49,1535.67,-0.0406806,0.705096,0.103766
82,,82,0.906261,1,-110.643,-233.504,1538.75,-0.0446789,0.709462,0.109077
83,,83,0.897159,1,-111.531,-234.522,1538.96,-0.0573141,0.715252,0.125909
84,,84,0.896204,1,-112.349,-236.315,1542.22,-0.0712609,0.724254,0.145421
85,,85,0.889355,1,-113.947,-239.884,1554.33,-0.0846451,0.72686,0.165704
86,,86,0.882499,1,-115.301,-243.407,1564.45,-0.102722,0.725335,0.186627
87,,87,0.878179,1,-116.802,-247.139,1575.24,-0.126144,0.725383,0.210831
88,,88,0.884666,1,-117.67,-249.973,1581.22,-0.14055,0.725654,0.229986
89,,89,0.882821,1,-118.332,-252.55,1585.64,-0.15727,0.725505,0.252037
90,,90,0.887395,1,-119.164,-255.597,1595.12,-0.165604,0.727266,0.268684
91,,91,0.893057,1,-119.668,-258.058,1602.12,-0.178219,0.729924,0.285408
92,,92,0.900049,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
93,,93,0.89742,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
94,,94,0.900999,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
95,,95,0.902367,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
96,,96,0.894102,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
97,,97,0.885279,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
98,,98,0.862724,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
99,NINE,99,0.8439,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
100,NINE,100,0.833915,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
101,NINE,101,0.809577,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
102,NINE,102,0.808439,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
103,NINE,103,0.810019,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
104,NINE,104,0.812153,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
105,NINE,105,0.817777,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
106,NINE,106,0.814716,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
107,NINE,107,0.820195,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
108,NINE,108,0.811348,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
109,NINE,109,0.800034,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
110,NINE,110,0.826755,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
111,NINE,111,0.834183,1,-120.084,-260.34,1608.47,-0.181248,0.734438,0.296114
