time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,G:ERM,1,0.967225,1,-110.898,-209.558,1367.22,-0.0999576,-0.155906,-0.149387
2,G:ERM,2,0.965051,1,-105.719,-209.843,1365.26,-0.124903,-0.188999,-0.141391
3,G:ERM,3,0.965386,1,-100.215,-213.155,1375.43,-0.122401,-0.240678,-0.146141
4,G:ERM,4,0.953519,1,-93.6865,-215.724,1379.41,-0.137466,-0.26735,-0.137573
5,G:ERM,5,0.909967,1,-87.7411,-219.792,1388.96,-0.17605,-0.284081,-0.125958
6,G:ERM,6,0.859876,1,-81.312,-223.292,1392.19,-0.200418,-0.302156,-0.118762
7,G:ERM,7,0.842566,1,-74.7765,-226.113,1391.73,-0.208993,-0.326411,-0.117708
8,G:ERM,8,0.883107,1,-68.3722,-228.304,1390.22,-0.199485,-0.36201,-0.118539
9,G:ERM,9,0.916359,1,-62.5357,-230.977,1397.21,-0.168786,-0.412437,-0.113495
10,G:ERM,10,0.945024,1,-57.0948,-231.379,1394.63,-0.135784,-0.474327,-0.11307
11,G:ERM,11,0.956142,1,-53.5523,-232.605,1398.98,-0.11214,-0.513772,-0.119403
12,G:ERM,12,0.957941,1,-51.0602,-233.02,1400.54,-0.0888518,-0.52343,-0.127616
13,G:ERM,13,0.945616,1,-49.6463,-233.119,1403.53,-0.0703295,-0.518769,-0.133501
14,G:ERM,14,0.931632,1,-48.7074,-232.627,1403.99,-0.0722298,-0.515833,-0.151957
15,G:ERM,15,0.926065,1,-48.4124,-232.872,1406.32,-0.0905319,-0.517844,-0.170738
16,G:ERM,16,0.933132,1,-48.9127,-233.302,1408.12,-0.10661,-0.517213,-0.189378
17,G:ERM,17,0.937051,1,-50.4093,-233.623,1412.25,-0.117422,-0.518499,-0.202219
18,G:ERM,18,0.929033,1,-53.0704,-234.313,1421.25,-0.119273,-0.511645,-0.211865
19,G:ERM,19,0.937335,1,-56.5142,-235.071,1430.14,-0.116322,-0.50487,-0.210829
20,G:ERM,20,0.941973,1,-59.208,-234.457,1428.95,-0.114019,-0.489205,-0.214403
21,G:ERM,21,0.937823,1,-62.3092,-234.588,1434.38,-0.113162,-0.488119,-0.218612
22,G:ERM,22,0.936716,1,-64.7192,-234.601,1435.27,-0.107703,-0.480039,-0.222423
23,G:ERM,23,0.936935,1,-67.1577,-234.604,1437,-0.113283,-0.479478,-0.228041
24,G:ERM,24,0.941893,1,-69.3942,-235.622,1444.34,-0.123376,-0.471399,-0.228023
25,G:ERM,25,0.942064,1,-70.8682,-235.59,1444.09,-0.124261,-0.471006,-0.22858
26,G:ERM,26,0.942061,1,-71.5972,-234.714,1439.4,-0.126814,-0.471586,-0.229067
27,G:ERM,27,0.943812,1,-72.0284,-233.734,1433.68,-0.132963,-0.471289,-0.22948
28,G:ERM,28,0.942032,1,-72.7893,-233.567,1434.89,-0.137961,-0.472701,-0.229777
