time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,SEPARATE,1,0.947175,1,-82.1671,-157.199,1480.56,0.123043,-0.178335,-0.114064
2,SEPARATE,2,0.970535,1,-82.8452,-159.642,1501.13,0.129461,-0.296394,-0.139035
3,SEPARATE,3,0.968888,1,-83.6445,-160.338,1513.69,0.106069,-0.359151,-0.151956
4,SEPARATE,4,0.969142,1,-82.9723,-158.553,1499.65,0.0901258,-0.383631,-0.160146
5,SEPARATE,5,0.969122,1,-81.8953,-155.489,1472.28,0.073524,-0.404763,-0.163105
6,SEPARATE,6,0.970581,1,-80.8738,-152.746,1448.02,0.0716647,-0.418136,-0.162801
7,SEPARATE,7,0.972468,1,-80.2652,-151.313,1435.09,0.0747287,-0.42439,-0.161493
8,SEPARATE,8,0.974176,1,-79.8475,-150.596,1428.83,0.079521,-0.428952,-0.158719
9,SEPARATE,9,0.975448,1,-79.5184,-150.428,1427.07,0.0805994,-0.433684,-0.157567
10,SEPARATE,10,0.975656,1,-79.1414,-150.344,1425.99,0.0816848,-0.434166,-0.156991
11,SEPARATE,11,0.975127,1,-78.7793,-150.279,1425.08,0.0833976,-0.434296,-0.156071
12,SEPARATE,12,0.975542,1,-78.3244,-150.264,1424.06,0.085993,-0.435365,-0.153076
13,SEPARATE,13,0.975473,1,-77.8834,-150.29,1423.32,0.0878345,-0.437277,-0.150502
14,SEPARATE,14,0.97596,1,-77.5563,-150.446,1422.55,0.0864069,-0.437763,-0.150024
15,SEPARATE,15,0.975772,1,-77.2928,-150.797,1423.48,0.0856439,-0.438617,-0.148924
16,SEPARATE,16,0.976962,1,-76.9684,-150.882,1423.34,0.0853252,-0.439161,-0.149388
17,SEPARATE,17,0.977212,1,-76.6572,-150.987,1423.32,0.0844467,-0.439305,-0.15021
18,SEPARATE,18,0.976784,1,-76.3325,-151.229,1422.53,0.0841389,-0.439592,-0.150698
19,SEPARATE,19,0.975936,1,-75.9753,-151.35,1421.36,0.081096,-0.439535,-0.151542
20,SEPARATE,20,0.977034,1,-75.6408,-151.597,1420.79,0.0817724,-0.440293,-0.151429
21,SEPARATE,21,0.978546,1,-75.2732,-151.98,1422.01,0.0803925,-0.444622,-0.152101
22,SEPARATE,22,0.977031,1,-75.0883,-152.103,1422.19,0.0835559,-0.442176,-0.149732
23,SEPARATE,23,0.975351,1,-74.7946,-152.107,1421.2,0.0853314,-0.443329,-0.147884
24,SEPARATE,24,0.976922,1,-74.5914,-152.155,1420.56,0.0872949,-0.443069,-0.145093
25,SEPARATE,25,0.977926,1,-74.2791,-152.176,1419.84,0.0872514,-0.442779,-0.144702
26,SEPARATE,26,0.978091,1,-74.2777,-152.257,1419.82,0.0858009,-0.442927,-0.145076
27,SEPARATE,27,0.97748,1,-74.2998,-152.472,1419.85,0.0820023,-0.442942,-0.145856
28,SEPARATE,28,0.978158,1,-74.3158,-152.446,1419.38,0.0813275,-0.442297,-0.145902
29,SEPARATE,29,0.979025,1,-74.3582,-152.448,1419.11,0.080279,-0.441337,-0.146118
30,SEPARATE,30,0.978957,1,-74.4031,-152.7,1418.79,0.0774689,-0.440997,-0.146077
31,SEPARATE,31,0.978884,1,-74.4449,-153.023,1418.88,0.0762779,-0.440608,-0.146044
32,SEPARATE,32,0.979557,1,-74.5343,-153.611,1421.84,0.0751677,-0.438963,-0.145276
33,SEPARATE,33,0.979273,1,-74.575,-154.019,1423.45,0.0723719,-0.437555,-0.145703
34,SEPARATE,34,0.978178,1,-74.4798,-154.015,1422.89,0.07237,-0.438309,-0.145909
35,SEPARATE,35,0.976898,1,-74.2119,-154.175,1422.6,0.0728651,-0.441335,-0.146859
36,SEPARATE,36,0.976692,1,-74.1745,-154.227,1422.72,0.0730219,-0.441868,-0.14695
37,SEPARATE,37,0.976607,1,-74.1275,-154.261,1422.7,0.0730625,-0.441992,-0.146853
38,SEPARATE,38,0.975933,1,-73.8742,-154.238,1422.31,0.0731926,-0.445276,-0.146274
39,SEPARATE,39,0.975238,1,-73.7917,-154.26,1422.77,0.0733867,-0.445565,-0.146468
40,SEPARATE,40,0.976514,1,-73.7291,-154.306,1423.15,0.0737249,-0.445749,-0.146465
41,SEPARATE,41,0.97696,1,-73.6845,-154.349,1423.38,0.0742245,-0.446187,-0.146395
42,SEPARATE,42,0.977155,1,-73.5984,-154.365,1423.36,0.074627,-0.446794,-0.146139
43,SEPARATE,43,0.976633,1,-73.5635,-154.559,1424.98,0.0751903,-0.447172,-0.145123
44,SEPARATE,44,0.975196,1,-72.909,-154.242,1420.07,0.0775157,-0.45165,-0.143972
45,SEPARATE,45,0.974207,1,-72.7474,-154.801,1421.52,0.0726776,-0.451306,-0.14449
46,SEPARATE,46,0.975088,1,-72.5323,-155.714,1421.21,0.0615949,-0.450265,-0.145206
47,SEPARATE,47,0.973556,1,-72.3319,-156.315,1421.77,0.0561447,-0.44895,-0.144647
48,SEPARATE,48,0.970495,1,-71.7387,-156.23,1420.15,0.0561776,-0.452508,-0.144311
49,SEPARATE,49,0.972781,1,-71.3346,-155.529,1419.58,0.0645484,-0.454668,-0.142134
50,SEPARATE,50,0.972348,1,-71.1793,-154.024,1421.38,0.085813,-0.455822,-0.133886
51,SEPARATE,51,0.973543,1,-71.129,-151.666,1421.97,0.106854,-0.4582,-0.123363
