time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,G:WELL,1,0.890662,1,0.225146,-110.092,1255.41,0.094304,-0.0913973,0.0792315
2,G:WELL,2,0.905369,1,-0.806436,-110.495,1268.72,0.128091,-0.09159,0.0901301
3,G:WELL,3,0.909068,1,-1.86409,-110.619,1278.4,0.150708,-0.0968488,0.0933182
4,G:WELL,4,0.909333,1,-2.43125,-110.703,1282.88,0.168645,-0.104129,0.0944159
5,G:WELL,5,0.906847,1,-3.09317,-110.975,1287.46,0.18073,-0.108569,0.0972749
6,G:WELL,6,0.906433,1,-3.82114,-111.182,1291.48,0.204601,-0.111769,0.0974539
7,G:WELL,7,0.911387,1,-4.40521,-111.94,1295.93,0.21241,-0.125314,0.0994218
8,G:WELL,8,0.908424,1,-4.86474,-112.112,1296.17,0.215833,-0.123171,0.102313
9,G:WELL,9,0.913152,1,-5.27354,-111.827,1296.63,0.237585,-0.122708,0.102205
10,G:WELL,10,0.922044,1,-5.96095,-111.662,1297.01,0.262822,-0.119448,0.102215
11,G:WELL,11,0.924857,1,-6.76768,-112.116,1302.18,0.281337,-0.126539,0.107489
12,G:WELL,12,0.933431,1,-7.34105,-112.801,1311.68,0.298931,-0.140442,0.115226
13,G:WELL,13,0.944761,1,-7.91681,-114.08,1322.35,0.31998,-0.172311,0.125054
14,G:WELL,14,0.950979,1,-9.20839,-118.226,1356.25,0.340844,-0.304699,0.153886
15,G:WELL,15,0.949979,1,-9.86486,-120.582,1369.73,0.302504,-0.370919,0.159299
16,G:WELL,16,0.952874,1,-9.75281,-121.261,1368.18,0.271816,-0.401028,0.154463
17,G:WELL,17,0.957123,1,-8.95859,-122.085,1367.49,0.248517,-0.424522,0.148873
18,G:WELL,18,0.955773,1,-7.88079,-122.341,1366.99,0.243193,-0.431524,0.150729
19,G:WELL,19,0.956045,1,-6.82778,-122.66,1368.91,0.24297,-0.43762,0.149724
20,G:WELL,20,0.951974,1,-5.86532,-122.649,1362.22,0.24311,-0.448739,0.148712
21,G:WELL,21,0.950772,1,-4.58813,-123.319,1354.18,0.232268,-0.454126,0.146566
22,G:WELL,22,0.953592,1,-3.53418,-125.081,1356.94,0.215102,-0.454718,0.141391
23,G:WELL,23,0.956979,1,-2.25843,-126.922,1359.7,0.196041,-0.464164,0.135588
24,G:WELL,24,0.957487,1,-0.97781,-128.269,1357.74,0.189644,-0.464303,0.136872
25,G:WELL,25,0.961227,1,-0.273098,-128.727,1357.13,0.189009,-0.460861,0.136496
26,G:WELL,26,0.960788,1,0.0532979,-129.245,1359.93,0.188521,-0.452253,0.139069
27,G:WELL,27,0.960564,1,0.0248003,-129.858,1363.89,0.186168,-0.444108,0.138947
28,G:WELL,28,0.96142,1,-0.0516892,-129.764,1364.42,0.187014,-0.439427,0.138629
29,G:WELL,29,0.962761,1,-0.302256,-129.456,1363.85,0.185179,-0.437074,0.137204
30,G:WELL,30,0.964322,1,-0.504379,-129.156,1363.17,0.185202,-0.437599,0.134553
