time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,WHAT,1,0.975065,1,-129.93,-193.8,1215.97,0.116038,-0.108901,-0.0495201
2,WHAT,2,0.947211,1,-121.834,-191.686,1203.86,0.0941618,-0.180613,-0.042679
3,WHAT,3,0.97246,1,-118.276,-193.889,1220.04,0.0738101,-0.251128,-0.050445
4,WHAT,4,0.978025,1,-116.847,-194.778,1226.98,0.0730587,-0.265528,-0.0474483
5,WHAT,5,0.978399,1,-116.104,-194.42,1226.83,0.07413,-0.26443,-0.0438083
6,WHAT,6,0.977722,1,-115.438,-194.437,1227.45,0.0721586,-0.261278,-0.041149
7,WHAT,7,0.977268,1,-114.716,-194.256,1227.63,0.0749969,-0.25729,-0.03799
8,WHAT,8,0.979764,1,-113.97,-194.173,1228.22,0.0775156,-0.263473,-0.0333154
9,WHAT,9,0.979869,1,-113.351,-194.055,1228.07,0.0749037,-0.263171,-0.0326257
10,WHAT,10,0.981155,1,-112.504,-193.505,1226.55,0.0757684,-0.267771,-0.0329913
11,WHAT,11,0.980675,1,-111.933,-193.241,1226.25,0.0777762,-0.271841,-0.0313498
12,WHAT,12,0.980806,1,-111.619,-193.054,1226.65,0.0790274,-0.272489,-0.0297234
13,WHAT,13,0.980592,1,-111.613,-192.814,1227.06,0.0790922,-0.272287,-0.029665
14,WHAT,14,0.979844,1,-111.685,-192.483,1227.88,0.0841805,-0.271788,-0.0295425
15,WHAT,15,0.983769,1,-112.299,-191.689,1229.04,0.0928169,-0.268128,-0.0295026
16,WHAT,16,0.983238,1,-112.887,-189.471,1226.04,0.106789,-0.265613,-0.021328
17,WHAT,17,0.98435,1,-114.305,-187.893,1225.78,0.11476,-0.257338,-0.0214503
18,WHAT,18,0.984865,1,-115.476,-184.956,1220.47,0.140104,-0.251472,-0.0253157
19,WHAT,19,0.985155,1,-116.76,-183.25,1222.53,0.15108,-0.247402,-0.0270485
20,WHAT,20,0.984101,1,-117.884,-182.331,1223.44,0.154958,-0.242867,-0.0351724
21,WHAT,21,0.983735,1,-117.967,-181.785,1220.15,0.1552,-0.241208,-0.0403039
22,WHAT,22,0.984417,1,-118.027,-182.578,1221.58,0.149991,-0.246587,-0.0436469
23,WHAT,23,0.983939,1,-117.597,-183.416,1220.72,0.146341,-0.253694,-0.0452449
24,WHAT,24,0.984212,1,-117.591,-184.863,1222.62,0.138388,-0.252792,-0.0422326
25,WHAT,25,0.984415,1,-117.406,-185.529,1224.22,0.142594,-0.25386,-0.0398824
26,WHAT,26,0.983382,1,-117.02,-185.604,1223.24,0.141915,-0.256696,-0.0360764
27,WHAT,27,0.982498,1,-116.73,-185.484,1221.75,0.143213,-0.258158,-0.0308424
28,,28,0.984125,1,-116.131,-184.847,1220.94,0.146,-0.262243,-0.0287634
29,,29,0.986625,1,-115.304,-183.198,1220.37,0.157693,-0.273231,-0.0320427
30,,30,0.985139,1,-114.85,-182.139,1221.95,0.156562,-0.276494,-0.0333508
31,,31,0.985128,1,-114.531,-181.762,1222.27,0.152273,-0.277445,-0.0334368
32,,32,0.985782,1,-114.194,-181.608,1223.4,0.152986,-0.284293,-0.0326037
33,,33,0.986789,1,-114.036,-181.286,1222.52,0.154676,-0.285751,-0.0328587
34,,34,0.98749,1,-113.944,-180.999,1222.14,0.158304,-0.288544,-0.0343333
35,,35,0.986646,1,-113.964,-181.375,1223.16,0.155648,-0.293011,-0.0381982
36,,36,0.986458,1,-114.069,-181.887,1223.3,0.153592,-0.293093,-0.0423737
37,,37,0.985489,1,-113.772,-182.683,1222.07,0.143443,-0.300371,-0.0488376
38,,38,0.983133,1,-113.367,-183.34,1218.52,0.141421,-0.301942,-0.0503237
39,,39,0.982779,1,-113.708,-184.732,1220.66,0.132633,-0.298825,-0.0496824
40,,40,0.984321,1,-113.869,-186.043,1221.56,0.121893,-0.29869,-0.0503234
41,,41,0.984014,1,-113.867,-186.403,1221.48,0.118848,-0.298917,-0.0507748
42,,42,0.985027,1,-113.56,-186.51,1220.44,0.118444,-0.30317,-0.0494027
43,,43,0.984639,1,-113.179,-186.326,1219.01,0.117796,-0.304513,-0.0497458
44,,44,0.98438,1,-112.844,-186.386,1219.14,0.117779,-0.306014,-0.0504527
45,,45,0.984193,1,-112.369,-186.53,1219.5,0.116711,-0.311147,-0.0507611
46,,46,0.984869,1,-112.111,-186.914,1220.12,0.115474,-0.312334,-0.0527256
47,,47,0.98494,1,-112.196,-187.54,1220.58,0.115853,-0.311688,-0.0531204
48,,48,0.983615,1,-112.683,-188.358,1222.71,0.11375,-0.305503,-0.0534801
49,,49,0.983809,1,-114.035,-189.01,1223.18,0.11719,-0.288945,-0.0568688
50,,50,0.981512,1,-117.537,-190.145,1230.79,0.127646,-0.24811,-0.0526801
51,,51,0.970257,1,-124.922,-192.864,1251.28,0.13832,-0.193829,-0.0545896
52,,52,0.939683,1,-128.566,-190.002,1231.53,0.119809,-0.0976167,-0.0663109
53,,53,0.929398,1,-136.818,-192.346,1238.25,0.0902973,-0.0715643,-0.068816
54,,54,0.951291,1,-163.466,-197.566,1260.69,0.0970031,0.23157,-0.0425685
55,REALLY,55,0.889904,1,-168.176,-195.971,1241.58,0.0644804,0.285671,-0.0449224
56,REALLY,56,0.86633,1,-173.962,-197.267,1232.35,0.00559867,0.314015,-0.0571078
57,REALLY,57,0.86848,1,-178.395,-197.725,1216.52,-0.0361438,0.361781,-0.05561
58,REALLY,58,0.876992,1,-183.598,-198.69,1205.75,-0.0375885,0.430634,-0.0616372
59,REALLY,59,0.884172,1,-190.372,-202.335,1208.77,-0.0461291,0.497188,-0.0645852
60,REALLY,60,0.90608,1,-195.288,-206.807,1216.31,-0.0475704,0.536895,-0.0742222
61,REALLY,61,0.827902,1,-199.87,-212.015,1232.1,-0.0419208,0.558976,-0.0864774
62,REALLY,62,0.861576,1,-204.5,-217.858,1248.86,-0.085093,0.620853,-0.0492439
63,REALLY,63,0.845463,1,-207.36,-221.085,1258,-0.0812417,0.641268,-0.0378974
64,REALLY,64,0.82778,1,-209.176,-224.262,1265.44,-0.0999975,0.637136,-0.0277176
65,REALLY,65,0.844456,1,-211.486,-226.616,1270.66,-0.091883,0.64271,-0.0336206
66,REALLY,66,0.834654,1,-212.601,-228.368,1269.06,-0.0815561,0.647853,-0.0405611
67,REALLY,67,0.831637,1,-214.735,-231.634,1271.82,-0.0882951,0.651361,-0.0478803
68,REALLY,68,0.809651,1,-216.492,-234.365,1271.8,-0.0947905,0.645733,-0.0466162
69,REALLY,69,0.82094,1,-218.711,-235.919,1267.82,-0.0838444,0.653531,-0.0614763
70,REALLY,70,0.818943,1,-222.452,-237.248,1269.41,-0.0665053,0.654385,-0.0732075
71,REALLY,71,0.776046,1,-223.607,-235.345,1257.99,0.00504274,0.657219,-0.0691008
72,REALLY,72,0.887724,1,-220.86,-225.225,1214.76,0.144105,0.463483,-0.137322
73,REALLY,73,0.879327,1,-220.016,-216.917,1194.28,0.186526,0.524937,-0.164756
74,REALLY,74,0.903565,1,-236.638,-212.134,1228.07,0.111222,0.268665,-0.196143
75,REALLY,75,0.941131,1,-232.33,-201.652,1202.18,0.254376,0.371024,-0.253863
76,REALLY,76,0.914777,1,-230.087,-191.084,1183.59,0.326477,0.418515,-0.301272
77,REALLY,77,0.947121,1,-231.199,-183.396,1182.23,0.404414,0.455169,-0.346952
78,REALLY,78,0.957513,1,-233.566,-178.393,1188.51,0.445307,0.479206,-0.37821
79,REALLY,79,0.961111,1,-238.534,-177.622,1206.61,0.426703,0.516427,-0.393099
80,REALLY,80,0.837815,1,-244.579,-180.058,1230.04,0.362259,0.560466,-0.407729
81,REALLY,81,0.829023,1,-252.271,-186.013,1259.93,0.292409,0.622532,-0.377166
82,REALLY,82,0.853616,1,-254.24,-188.915,1259.8,0.241559,0.635874,-0.348218
83,,83,0.837501,1,-255.491,-190.345,1258.54,0.219966,0.63114,-0.329033
84,,84,0.833412,1,-255.308,-189.971,1255.25,0.213015,0.636589,-0.315613
85,,85,0.849137,1,-253.401,-187.65,1248.86,0.219913,0.639412,-0.305493
86,,86,0.871171,1,-250.026,-183.116,1239.57,0.248509,0.636803,-0.307572
87,,87,0.865191,1,-244.885,-178.921,1229.77,0.257148,0.62582,-0.299437
88,,88,0.816146,1,-239.222,-174.99,1221.23,0.254807,0.609063,-0.277435
89,,89,0.821316,1,-233.935,-173.757,1218.84,0.249707,0.595682,-0.250499
90,,90,0.832283,1,-228.207,-173.778,1216.26,0.240318,0.592433,-0.21818
91,,91,0.819899,1,-223.189,-175.31,1218.14,0.225028,0.58453,-0.184371
92,,92,0.823923,1,-217.385,-176.111,1213.99,0.215506,0.582269,-0.154448
