time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,GOOD,1,0.956772,1,52.4024,-124.966,1101.38,0.0700064,0.43466,-0.023567
2,GOOD,2,0.908677,1,45.8773,-125.273,1094.78,0.0358255,0.488194,0.016886
3,GOOD,3,0.829403,1,40.0442,-125.964,1098.68,0.0332868,0.517527,0.0675035
5,GOOD,5,0.867587,1,28.0194,-129.57,1123.35,0.0487144,0.700016,0.188073
6,GOOD,6,0.876114,1,28.6324,-131.634,1127.33,0.051957,0.712797,0.207554
7,GOOD,7,0.873748,1,29.8429,-136.056,1135.64,0.0373242,0.71907,0.228285
8,GOOD,8,0.871708,1,30.3612,-138.57,1135.59,0.0181144,0.702802,0.253602
9,GOOD,9,0.848081,1,27.6068,-138.868,1132.86,0.00406137,0.686797,0.26254
10,GOOD,10,0.835581,1,21.2999,-136.908,1135.33,-0.00369622,0.669282,0.256459
11,GOOD,11,0.80149,1,12.9871,-133.938,1140.12,-0.000416042,0.655867,0.247703
12,GOOD,12,0.743722,1,4.24997,-131.634,1146.9,0.0225258,0.654693,0.227589
13,GOOD,13,0.767077,1,-4.40162,-138.133,1208.49,0.113348,0.430499,-0.0148754
14,GOOD,14,0.840112,1,-23.7226,-142.969,1228.19,-0.00507199,0.457338,0.0766726
15,GOOD,15,0.787772,1,-27.4875,-150.463,1240.14,-0.00906257,0.569133,0.0976749
16,GOOD,16,0.842329,1,-33.1613,-155.674,1227.02,-0.0320186,0.609458,0.116639
17,GOOD,17,0.885203,1,-38.7805,-162.235,1234.18,-0.0384605,0.635594,0.128277
18,GOOD,18,0.907492,1,-44.0075,-169.102,1266.62,-0.000344396,0.649334,0.128559
19,GOOD,19,0.904523,1,-47.1638,-174.267,1301.01,0.0170362,0.656001,0.129636
20,GOOD,20,0.905492,1,-48.1709,-177.158,1321.65,0.00373965,0.654672,0.135025
21,GOOD,21,0.903989,1,-48.4583,-178.815,1333.06,-0.00261087,0.653722,0.134378
22,GOOD,22,0.897893,1,-48.2131,-178.844,1343.91,-0.00146886,0.651594,0.129075
