time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,HEAR,1,0.717208,1,-32.1014,-280.354,1378.35,-0.0607771,0.246571,0.0247561
2,HEAR,2,0.980524,1,-31.6357,-276.331,1361.84,-0.152148,0.349916,0.210022
3,HEAR,3,0.95542,1,-25.5759,-279.274,1365.52,-0.178104,0.246209,0.200042
4,HEAR,4,0.89722,1,-21.1916,-281.311,1365.85,-0.178669,0.0827774,0.168836
5,HEAR,5,0.932231,1,-18.147,-281.297,1362.52,-0.180848,-0.0577641,0.102966
6,HEAR,6,0.949686,1,-19.7171,-282.371,1362.99,-0.184013,-0.121476,0.0365462
7,HEAR,7,0.939988,1,-23.8825,-281.765,1359.58,-0.17815,-0.131969,-0.0139262
8,HEAR,8,0.943695,1,-28.631,-281.105,1358.34,-0.159484,-0.142227,-0.062946
9,HEAR,9,0.942043,1,-33.2637,-280.425,1358.85,-0.154209,-0.155624,-0.105473
10,HEAR,10,0.95932,1,-37.1205,-278.697,1355.76,-0.140284,-0.172294,-0.135298
11,HEAR,11,0.959385,1,-39.0871,-277.854,1357.19,-0.124211,-0.184309,-0.167833
12,HEAR,12,0.957904,1,-41.5412,-277.328,1360.42,-0.102375,-0.199969,-0.185432
13,HEAR,13,0.957543,1,-43.8468,-276.408,1360.25,-0.0822409,-0.219512,-0.199197
14,HEAR,14,0.957488,1,-45.8015,-276.28,1360.82,-0.0810471,-0.242163,-0.213204
15,HEAR,15,0.95879,1,-47.6128,-276.566,1360.36,-0.0893202,-0.253523,-0.222958
16,HEAR,16,0.961194,1,-49.2689,-277.499,1362.09,-0.0937941,-0.267151,-0.227895
17,HEAR,17,0.948336,1,-49.9628,-279.052,1365.47,-0.099112,-0.284731,-0.225829
18,HEAR,18,0.942279,1,-48.126,-279.804,1365.24,-0.0906659,-0.34035,-0.227416
19,HEAR,19,0.936718,1,-44.9506,-279.577,1363.23,-0.0799542,-0.402904,-0.237777
20,HEAR,20,0.925146,1,-42.2688,-280.264,1370.29,-0.0570019,-0.446482,-0.244643
21,HEAR,21,0.939918,1,-40.7516,-280.13,1378.05,-0.0266528,-0.475292,-0.246421
22,HEAR,22,0.944633,1,-40.1753,-278.419,1381.5,0.00320782,-0.498365,-0.244077
23,HEAR,23,0.942932,1,-39.5654,-276.397,1377.82,0.013312,-0.518127,-0.245159
24,HEAR,24,0.94057,1,-39.1223,-277.168,1375.88,-0.00677845,-0.520703,-0.253359
25,HEAR,25,0.94429,1,-38.8387,-278.966,1376.2,-0.0323349,-0.523212,-0.266866
26,HEAR,26,0.945849,1,-38.8559,-279.217,1377.35,-0.0331193,-0.525726,-0.267134
27,HEAR,27,0.955246,1,-38.945,-278.521,1381.17,-0.0124685,-0.530559,-0.261336
28,HEAR,28,0.95991,1,-39.0274,-276.959,1379.4,-0.00026419,-0.534469,-0.255323
29,HEAR,29,0.956122,1,-38.9934,-276.842,1378.22,-0.00757084,-0.534377,-0.255642
30,HEAR,30,0.95467,1,-39.1204,-277.463,1376.56,-0.0218301,-0.536626,-0.260456
31,HEAR,31,0.952421,1,-39.6824,-278.77,1377.75,-0.036222,-0.532385,-0.268068
32,HEAR,32,0.954272,1,-40.5771,-279.772,1381.22,-0.0372507,-0.524618,-0.269711
33,HEAR,33,0.951837,1,-41.1771,-279.516,1380.35,-0.0331484,-0.519114,-0.265282
34,HEAR,34,0.950892,1,-41.8227,-279.496,1380.53,-0.0274232,-0.513379,-0.258543
35,HEAR,35,0.946123,1,-42.5109,-279.413,1378.82,-0.0299164,-0.504237,-0.255061
36,HEAR,36,0.940665,1,-44.977,-281.297,1382.74,-0.0465344,-0.470351,-0.257831
37,HEAR,37,0.941864,1,-50.2399,-285.242,1397.6,-0.0769526,-0.392053,-0.258495
38,HEAR,38,0.968946,1,-57.2694,-286.278,1405.07,-0.109926,-0.276544,-0.247814
39,HEAR,39,0.880968,1,-60.2133,-280.202,1375.18,-0.115333,-0.236119,-0.270517
40,HEAR,40,0.97076,1,-89.5538,-292.571,1452.51,-0.0297132,0.246212,-0.114494
41,HEAR,41,0.905192,1,-93.7882,-282.505,1413.77,-0.0335943,0.324269,-0.114231
42,HEAR,42,0.742177,1,-96.5521,-275.403,1388.66,-0.0032335,0.330559,-0.146027
43,HEAR,43,0.891764,1,-108.818,-252.697,1288.91,0.17864,0.297118,-0.0942632
44,HEAR,44,0.853405,1,-109.451,-251.094,1301.77,0.254814,0.384652,-0.124651
45,HEAR,45,0.815994,1,-108.159,-250.979,1322.72,0.3433,0.464391,-0.162816
46,HEAR,46,0.780101,1,-105.838,-249.93,1328.29,0.386844,0.536021,-0.175037
47,HEAR,47,0.831349,1,-102.361,-249.232,1331.1,0.399346,0.605476,-0.18031
48,HEAR,48,0.831787,1,-98.9363,-249.336,1334.02,0.359212,0.670645,-0.153447
49,HEAR,49,0.846566,1,-96.7317,-252.663,1353.53,0.322836,0.745417,-0.127761
50,HEAR,50,0.851449,1,-95.1471,-260.071,1393.49,0.298082,0.788451,-0.123909
51,HEAR,51,0.848348,1,-92.8482,-262.81,1402.89,0.290824,0.803081,-0.120888
