time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,PT:PRO3SG,1,0.955538,1,-16.5058,-227.647,1154.19,-0.0892853,0.139665,0.00517957
2,PT:PRO3SG,2,0.955772,1,-17.0916,-227.941,1152.95,-0.0940986,0.143586,0.00967641
3,PT:PRO3SG,3,0.950899,1,-17.6157,-228.467,1151.51,-0.109338,0.142157,0.0127181
4,PT:PRO3SG,4,0.949107,1,-17.9966,-229.353,1151.89,-0.125601,0.142953,0.0117018
5,PT:PRO3SG,5,0.951156,1,-18.0612,-229.259,1152.26,-0.118331,0.142778,0.0124685
6,PT:PRO3SG,6,0.950914,1,-18.2512,-229.136,1153.5,-0.107864,0.141978,0.00985271
7,PT:PRO3SG,7,0.952794,1,-18.4201,-228.965,1154.57,-0.0980596,0.141867,0.00685723
8,PT:PRO3SG,8,0.951629,1,-18.757,-228.976,1155.01,-0.0974821,0.142403,0.00612431
9,PT:PRO3SG,9,0.951383,1,-19.3001,-229.036,1156.24,-0.0975255,0.147852,0.00442196
10,PT:PRO3SG,10,0.951582,1,-19.8202,-229.019,1156.14,-0.097815,0.150889,0.00417262
11,PT:PRO3SG,11,0.951473,1,-20.1821,-228.956,1155.78,-0.0984662,0.151746,0.0044213
12,PT:PRO3SG,12,0.949827,1,-20.5012,-228.856,1155.1,-0.0998658,0.153405,0.0047756
13,PT:PRO3SG,13,0.952311,1,-20.7724,-228.763,1154.55,-0.100338,0.157297,0.00513724
14,PT:PRO3SG,14,0.951318,1,-21.0695,-228.682,1154.36,-0.100726,0.15843,0.00495494
15,PT:PRO3SG,15,0.951996,1,-21.3394,-228.567,1154.44,-0.102294,0.160934,0.00316662
16,PT:PRO3SG,16,0.962097,1,-21.5958,-228.526,1154.47,-0.101058,0.164716,0.00244828
17,PT:PRO3SG,17,0.964981,1,-22.5445,-228.286,1152.63,-0.102314,0.174623,0.0018678
18,,18,0.962873,1,-22.6107,-228.214,1152.02,-0.102815,0.1747,0.00198653
19,,19,0.960581,1,-22.6726,-228.028,1150.7,-0.103386,0.174013,0.00188935
20,,20,0.960445,1,-22.7288,-227.886,1149.83,-0.104168,0.172127,0.00256324
21,,21,0.96146,1,-22.7531,-227.812,1149.39,-0.104445,0.171469,0.00281518
22,,22,0.961922,1,-22.8128,-227.742,1149.2,-0.104173,0.171395,0.00300355
23,,23,0.960255,1,-22.8933,-227.697,1149.24,-0.103467,0.171537,0.00290525
24,,24,0.960021,1,-22.9505,-227.635,1149.08,-0.103536,0.171687,0.00280999
25,,25,0.960006,1,-22.9988,-227.586,1148.94,-0.104009,0.171817,0.00279296
26,,26,0.96217,1,-23.031,-227.57,1148.92,-0.104462,0.17184,0.00288361
27,,27,0.964428,1,-23.0516,-227.558,1148.9,-0.104908,0.171848,0.00297499
28,,28,0.967063,1,-23.0866,-227.376,1149.36,-0.10328,0.172536,0.00370054
29,,29,0.967576,1,-23.0972,-227.454,1150.08,-0.103063,0.173308,0.00344575
30,,30,0.96556,1,-23.1056,-226.976,1149.78,-0.0994832,0.174635,0.00327057
31,,31,0.964589,1,-23.1148,-226.972,1150.08,-0.0986038,0.17458,0.003153
32,,32,0.964725,1,-23.1439,-226.876,1149.82,-0.0979189,0.175841,0.00294004
33,,33,0.964984,1,-23.303,-226.648,1148.95,-0.0958399,0.175754,0.00129093
34,,34,0.967542,1,-23.3765,-226.948,1148.83,-0.106155,0.17524,-0.00130594
35,GOOD,35,0.966111,1,-23.7665,-226.641,1148.52,-0.096562,0.179467,-0.000417213
36,GOOD,36,0.969807,1,-23.9071,-227.423,1151.7,-0.0995969,0.173588,-0.0059198
37,GOOD,37,0.970693,1,-24.1308,-226.835,1150.6,-0.087187,0.177817,-0.00747716
38,GOOD,38,0.968402,1,-24.4504,-226.57,1150.6,-0.085611,0.179253,-0.00829079
39,GOOD,39,0.963723,1,-24.839,-226.439,1151.19,-0.0844357,0.183449,-0.0102514
40,GOOD,40,0.963673,1,-25.2068,-225.504,1147.29,-0.0833841,0.188935,-0.0111177
41,GOOD,41,0.965125,1,-25.5108,-225.44,1147.13,-0.0841094,0.18965,-0.0111576
42,GOOD,42,0.964211,1,-26.0702,-225.315,1148.84,-0.0784683,0.196044,-0.0131255
43,GOOD,43,0.959415,1,-26.1245,-225.159,1148.33,-0.0789008,0.196019,-0.0127536
44,GOOD,44,0.959519,1,-26.5356,-224.507,1146.81,-0.080222,0.199466,-0.0107362
45,GOOD,45,0.960573,1,-26.716,-223.945,1144.91,-0.0827678,0.199117,-0.0109883
46,GOOD,46,0.964291,1,-26.8594,-223.824,1144.64,-0.0825554,0.198794,-0.0130367
47,GOOD,47,0.967368,1,-27.3,-223.698,1145.33,-0.0808743,0.204904,-0.0141748
48,GOOD,48,0.970307,1,-28.5363,-223.819,1147.96,-0.0862434,0.215446,-0.0175629
49,GOOD,49,0.96707,1,-30.8882,-224.078,1152.05,-0.0923663,0.242462,-0.0176266
50,GOOD,50,0.968746,1,-34.4201,-223.248,1149.67,-0.0833525,0.273706,-0.0206415
51,GOOD,51,0.970289,1,-39.1644,-222.77,1149.34,-0.0712854,0.313241,-0.0222174
52,GOOD,52,0.973064,1,-44.0033,-222.152,1148,-0.0601881,0.356233,-0.0254418
53,GOOD,53,0.972092,1,-48.8519,-222.592,1153.81,-0.0546367,0.388986,-0.0262119
54,GOOD,54,0.96365,1,-53.1219,-223.49,1160.66,-0.0479933,0.42216,-0.0256986
55,GOOD,55,0.961308,1,-56.5972,-224.241,1167.26,-0.0473654,0.43993,-0.0235529
56,GOOD,56,0.956053,1,-58.785,-224.649,1170.37,-0.0531499,0.455099,-0.0205286
57,GOOD,57,0.953335,1,-60.0113,-224.732,1172.29,-0.0510082,0.461223,-0.0201442
58,GOOD,58,0.952245,1,-61.0369,-225.201,1176.67,-0.0413859,0.465707,-0.0196241
59,GOOD,59,0.955202,1,-61.6142,-225.308,1177.07,-0.040689,0.465227,-0.0199446
60,GOOD,60,0.956962,1,-62.1795,-224.844,1177.14,-0.0343408,0.466294,-0.0201909
61,GOOD,61,0.954926,1,-62.672,-225.072,1179.11,-0.0348458,0.46737,-0.0222913
62,GOOD,62,0.959851,1,-63.2638,-225.236,1180.41,-0.0339523,0.469887,-0.0225284
63,GOOD,63,0.959137,1,-63.8008,-225.375,1182.76,-0.0296178,0.469601,-0.0227545
64,GOOD,64,0.954189,1,-64.1239,-225.713,1183.16,-0.0298232,0.47048,-0.0226552
65,GOOD,65,0.958733,1,-64.182,-225.782,1183.56,-0.0295529,0.471037,-0.0225853
66,GOOD,66,0.961685,1,-64.1862,-225.858,1183.91,-0.0297694,0.471447,-0.0223049
67,GOOD,67,0.959532,1,-64.1428,-225.991,1184.56,-0.0304851,0.471039,-0.0220324
68,GOOD,68,0.953061,1,-64.1732,-225.907,1185.91,-0.0251409,0.471213,-0.0226626
69,PT:PRO3SG,69,0.956683,1,-64.1572,-226.18,1185.71,-0.0254637,0.471342,-0.0224971
70,PT:PRO3SG,70,0.954552,1,-64.1996,-226.097,1185.65,-0.0240541,0.47139,-0.022894
71,PT:PRO3SG,71,0.959131,1,-64.2353,-226.172,1186.05,-0.0231393,0.470734,-0.0233325
72,PT:PRO3SG,72,0.957274,1,-64.2809,-226.24,1186.35,-0.0232315,0.470862,-0.0233966
73,PT:PRO3SG,73,0.957159,1,-64.3479,-226.362,1186.98,-0.023505,0.471167,-0.0233797
74,PT:PRO3SG,74,0.958951,1,-64.393,-226.48,1187.41,-0.0241286,0.471651,-0.0230815
75,PT:PRO3SG,75,0.960479,1,-64.4274,-226.602,1187.78,-0.0249798,0.472251,-0.0226408
76,PT:PRO3SG,76,0.960106,1,-64.1151,-227.203,1189.53,-0.0266979,0.473659,-0.0224397
77,PT:PRO3SG,77,0.961677,1,-63.1422,-227.171,1188.54,-0.0302286,0.468948,-0.0204137
78,PT:PRO3SG,78,0.961031,1,-61.709,-227.201,1186.48,-0.0380839,0.456377,-0.0125606
