time_stamp,word,frame,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
1,BAD,1,0.974876,1,-36.6579,-261.912,1232.01,0.0777909,-0.191595,-0.0500992
2,BAD,2,0.976582,1,-39.638,-267.474,1252.69,0.0423766,-0.272805,-0.0789271
3,BAD,3,0.974448,1,-42.5267,-268.971,1254.2,0.0106629,-0.312291,-0.107717
4,BAD,4,0.970286,1,-44.7737,-269.747,1253.62,0.00285608,-0.323181,-0.124963
5,BAD,5,0.972167,1,-45.7276,-269.245,1248,-0.00107862,-0.334122,-0.133493
6,BAD,6,0.974595,1,-46.0716,-268.714,1244.03,-0.00525718,-0.344274,-0.13686
7,BAD,7,0.976435,1,-46.2714,-268.373,1241.34,-0.0106242,-0.350948,-0.138654
8,BAD,8,0.977606,1,-45.9137,-267.231,1234.44,-0.00843142,-0.358484,-0.135209
9,BAD,9,0.979272,1,-45.4282,-265.086,1224.86,-0.00116439,-0.369646,-0.131266
10,BAD,10,0.981527,1,-44.5896,-262.397,1212.7,0.00988946,-0.381217,-0.12677
11,BAD,11,0.982593,1,-43.3905,-258.289,1197.35,0.0216913,-0.394159,-0.121696
12,BAD,12,0.983695,1,-42.3792,-255.91,1189.66,0.0333241,-0.401038,-0.115711
13,BAD,13,0.983787,1,-41.5204,-254.353,1187,0.0487752,-0.404671,-0.110798
14,BAD,14,0.983193,1,-40.9324,-252.976,1186.43,0.067374,-0.401417,-0.111226
15,BAD,15,0.983032,1,-40.4156,-251.683,1185.19,0.0719322,-0.400864,-0.113192
16,BAD,16,0.981794,1,-39.7935,-249.947,1182.38,0.0785419,-0.401469,-0.115838
17,BAD,17,0.981822,1,-39.3296,-248.87,1181.75,0.0887888,-0.401255,-0.11605
18,BAD,18,0.982661,1,-38.4147,-248.081,1179.68,0.0871045,-0.40897,-0.120687
19,BAD,19,0.981629,1,-38.1894,-247.732,1180.02,0.0916719,-0.410272,-0.12176
20,BAD,20,0.979194,1,-37.6886,-246.99,1177.91,0.0937794,-0.409999,-0.125982
21,BAD,21,0.977751,1,-37.4343,-246.544,1176.75,0.0988419,-0.411004,-0.129318
22,BAD,22,0.972742,1,-37.1661,-246.069,1175.71,0.0968282,-0.410468,-0.133829
23,BAD,23,0.971834,1,-37.9331,-246.576,1178.17,0.0975004,-0.399846,-0.135636
24,BAD,24,0.956636,1,-42.0111,-248.431,1186.33,0.079683,-0.357785,-0.151807
25,BAD,25,0.91001,1,-49.2535,-251.845,1194.68,0.0473357,-0.309782,-0.176084
26,BAD,26,0.746291,1,-57.2489,-255.781,1201.68,0.00218696,-0.252488,-0.199232
27,BAD,27,0.985212,1,-88.3939,-247.052,1165.38,0.00945671,0.0566412,-0.0829493
28,BAD,28,0.970127,1,-94.6271,-247.436,1159.09,0.0121416,0.0866599,-0.0995095
29,BAD,29,0.90472,1,-101.019,-247.853,1156.84,3.1191e-05,0.128227,-0.12527
30,BAD,30,0.853177,1,-106.494,-246.432,1150.32,-0.00669138,0.163062,-0.148043
31,BAD,31,0.938782,1,-111.5,-244.543,1142.93,-0.00163785,0.201172,-0.165977
32,,32,0.968746,1,-115.523,-242.234,1131.27,0.0226336,0.248296,-0.160182
33,,33,0.988568,1,-119.924,-238.573,1111.91,0.0216206,0.355314,-0.103928
34,,34,0.994994,1,-125.448,-241.403,1121.97,-0.00764897,0.404528,-0.0468496
35,,35,0.995093,1,-128.548,-244.804,1134.26,-0.00834778,0.405647,-0.0176867
36,,36,0.995563,1,-130.806,-247.292,1144.48,-0.00590641,0.398105,0.00244915
37,,37,0.995114,1,-132.051,-248.842,1152.46,0.00348366,0.392891,0.0145055
38,,38,0.994133,1,-131.971,-249.735,1161.78,0.011192,0.367753,0.014015
39,,39,0.981123,1,-129.104,-253.232,1186.88,0.00851819,0.316523,0.0165994
40,,40,0.87485,1,-122.344,-252.871,1189.71,-0.00277986,0.272398,0.0297582
41,,41,0.972057,1,-91.9634,-251.346,1172.58,-0.0885495,-0.0451971,-0.0652041
42,,42,0.862539,1,-85.5785,-250.999,1165.84,-0.0913778,-0.0652056,-0.0451581
43,,43,0.744749,1,-79.6983,-250.963,1160.17,-0.0972451,-0.101394,-0.018376
44,,44,0.789845,1,-74.8486,-249.689,1155.27,-0.0750658,-0.158454,0.00568958
45,,45,0.806931,1,-71.4125,-251.402,1166.19,-0.0347541,-0.200912,-0.00270342
46,,46,0.817815,1,-68.7823,-253.238,1174.78,-0.00888207,-0.261309,-0.01382
47,,47,0.851168,1,-66.1292,-254.738,1175.14,-0.0203934,-0.33173,-0.0398069
48,,48,0.889205,1,-62.5031,-256.141,1167.64,-0.072362,-0.41151,-0.0949124
49,,49,0.927189,1,-59.2962,-258.188,1159.62,-0.146325,-0.456842,-0.18354
50,,50,0.956608,1,-58.208,-262,1166.33,-0.194,-0.446581,-0.258802
51,,51,0.962665,1,-58.2768,-265.359,1173.69,-0.203486,-0.427418,-0.313059
52,,52,0.957259,1,-59.1586,-267.548,1178.07,-0.201143,-0.420811,-0.352199
53,,53,0.95991,1,-60.8113,-268.88,1181.62,-0.187026,-0.415088,-0.371635
54,,54,0.96125,1,-62.3682,-267.962,1179.2,-0.178383,-0.423588,-0.386226
55,,55,0.964836,1,-63.8567,-265.522,1173.84,-0.165576,-0.430242,-0.392209
56,,56,0.97141,1,-64.3251,-261.292,1163.54,-0.134122,-0.447097,-0.387977
57,,57,0.970266,1,-63.5309,-258.057,1155.35,-0.110184,-0.458248,-0.379211
58,,58,0.970269,1,-62.8289,-257.148,1154.55,-0.103658,-0.461111,-0.375986
59,,59,0.973174,1,-61.5304,-255.927,1154.82,-0.0914483,-0.466438,-0.374047
60,,60,0.977145,1,-60.1146,-254.677,1158.89,-0.0804429,-0.475005,-0.366201
61,,61,0.975457,1,-57.1647,-252.597,1161.01,-0.052753,-0.489134,-0.345884
62,,62,0.976884,1,-54.1735,-248.847,1161.59,-0.0195619,-0.49799,-0.316208
63,,63,0.973753,1,-51.4532,-240.294,1147.4,0.0286295,-0.523334,-0.276013
64,BAD,64,0.975818,1,-49.294,-232.466,1131.48,0.0589253,-0.553661,-0.238751
65,BAD,65,0.931301,1,-48.9137,-230.908,1131.93,0.0757256,-0.556787,-0.211351
66,BAD,66,0.934527,1,-47.3754,-233.269,1130.12,0.0333958,-0.602518,-0.223064
67,BAD,67,0.93341,1,-46.7488,-237.26,1134.33,0.00490518,-0.608678,-0.238396
68,BAD,68,0.929987,1,-44.617,-239.401,1137.27,0.00246473,-0.611803,-0.243815
69,BAD,69,0.931001,1,-41.3591,-238.898,1138.97,0.0283342,-0.60991,-0.230408
70,BAD,70,0.936548,1,-37.1047,-236.151,1136,0.0516338,-0.614916,-0.208955
71,BAD,71,0.91654,1,-33.2507,-232.91,1131.25,0.0683077,-0.632524,-0.178534
72,BAD,72,0.916191,1,-29.9632,-232.194,1134.4,0.0725903,-0.636972,-0.148307
73,BAD,73,0.913307,1,-27.0316,-231.916,1134.22,0.0765143,-0.642729,-0.134685
74,BAD,74,0.923519,1,-25.5755,-233.686,1145.67,0.0525322,-0.642936,-0.132014
75,BAD,75,0.910968,1,-25.6227,-236.281,1148.66,0.0146711,-0.627905,-0.148877
76,BAD,76,0.935392,1,-26.7637,-241.824,1147.53,-0.0477133,-0.607118,-0.176247
77,BAD,77,0.944392,1,-28.1431,-248.067,1146.69,-0.0968392,-0.5727,-0.203226
78,BAD,78,0.977006,1,-29.1155,-255.264,1157.9,-0.132074,-0.541034,-0.227147
79,BAD,79,0.97614,1,-29.7319,-256.952,1161.95,-0.103501,-0.470643,-0.207693
80,BAD,80,0.976857,1,-28.9119,-256.139,1163.14,-0.0783797,-0.463723,-0.194425
81,BAD,81,0.969214,1,-27.4608,-253.514,1158.37,-0.0436495,-0.476789,-0.177223
82,BAD,82,0.967734,1,-26.9528,-254.373,1163.43,-0.0329913,-0.485529,-0.170945
83,BAD,83,0.969712,1,-27.1853,-257.504,1171.4,-0.0594419,-0.492201,-0.181889
84,BAD,84,0.966011,1,-28.6329,-260.2,1177.17,-0.070693,-0.498568,-0.1935
85,BAD,85,0.96596,1,-30.8403,-262.068,1183.56,-0.0727846,-0.505275,-0.20356
86,BAD,86,0.96732,1,-34.6962,-264.68,1194.76,-0.0570424,-0.509995,-0.203095
87,BAD,87,0.96783,1,-39.3649,-266.802,1203.76,-0.0503543,-0.514919,-0.202309
88,BAD,88,0.963009,1,-42.7789,-269.118,1206.8,-0.0574456,-0.51724,-0.210395
89,BAD,89,0.948429,1,-43.4657,-271.886,1204.49,-0.0903179,-0.515537,-0.23665
90,BAD,90,0.943833,1,-42.9101,-275.409,1207.85,-0.126224,-0.510845,-0.265429
91,BAD,91,0.940049,1,-41.5644,-277.831,1213.39,-0.148267,-0.510727,-0.290557
92,BAD,92,0.928419,1,-40.4806,-279.581,1220.82,-0.156274,-0.51951,-0.3087
93,BAD,93,0.936638,1,-40.0564,-280.932,1227.02,-0.157505,-0.515825,-0.320777
94,BAD,94,0.924333,1,-39.7164,-281.298,1230.95,-0.144944,-0.515809,-0.32966
95,BAD,95,0.914797,1,-38.9788,-279.156,1228.18,-0.119283,-0.516267,-0.330525
96,BAD,96,0.913538,1,-35.6774,-269.138,1197.2,-0.0729698,-0.531986,-0.311546
97,BAD,97,0.83434,1,-30.6772,-259.103,1171.06,-0.0201253,-0.53208,-0.267994
98,BAD,98,0.887734,1,-24.6725,-250.362,1153.64,0.0422747,-0.530947,-0.214847
99,BAD,99,0.899735,1,-20.1557,-243.509,1144.22,0.0810333,-0.530465,-0.160959
100,BAD,100,0.958399,1,-17.2255,-237.451,1137.7,0.118538,-0.544532,-0.119338
101,BAD,101,0.958593,1,-16.2465,-238.523,1149.55,0.115408,-0.546688,-0.109597
102,BAD,102,0.963802,1,-16.4182,-239.504,1155.55,0.119149,-0.544747,-0.103374
103,BAD,103,0.972615,1,-17.1199,-239,1155.36,0.129394,-0.541409,-0.0911482
104,BAD,104,0.975233,1,-17.5454,-237.233,1151.05,0.149612,-0.533826,-0.0749885
105,BAD,105,0.976702,1,-16.243,-234.534,1145.7,0.159209,-0.533365,-0.0644251
106,BAD,106,0.976303,1,-15.2653,-231.896,1144.35,0.172289,-0.53015,-0.0535007
107,BAD,107,0.977362,1,-15.3828,-230.39,1144.98,0.175955,-0.528781,-0.0442804
108,BAD,108,0.976876,1,-16.5269,-232.313,1151.47,0.159386,-0.524057,-0.0515267
109,BAD,109,0.96706,1,-19.0456,-236.118,1159.08,0.110608,-0.504566,-0.0759448
110,BAD,110,0.963882,1,-21.4958,-239.991,1159.93,0.0747295,-0.493793,-0.105447
111,BAD,111,0.959748,1,-24.2715,-244.722,1160.16,0.0286433,-0.487852,-0.139682
112,BAD,112,0.956308,1,-27.4253,-249.909,1161.47,-0.0251595,-0.479049,-0.173667
