uniquewords,Repetitions
CRAP,1
CULTURE,1
CURRICULUM,1
CURTAINS,1
CZECH-REPUBLIC,1
DAMAGE,1
DAMN,1
DARTS,1
DAUGHTER,1
DEAFINITELY,1
DECLINE,1
DESK,1
DONALDSONS,1
DOOR,1
DROP-DOWN-MENU,1
DRUG,1
DRUNK,1
DSSFLAT,1
EARLY,1
ENCOURAGE,1
EUROPE,1
EVALUATE,1
EXCITING,1
EXCUSE,1
EXPAND,1
EXPLOSION,1
FAIL,1
FALSE,1
FBUOYG:HEY,1
FILE-IN,1
FINAL,1
FINISH-WITH,1
FIRST,1
FISH,1
FLAVOUR,1
FOLLOW,1
FRANCE ,1
FRONT,1
FS:A-INDECIPHERABLE,1
FS:ADAM,1
FS:ANDREW,1
FS:ANNEANE,1
FS:ASA-ASL,1
FS:B,1
FS:B-BALCONY,1
FS:B-BARCELONA,1
FS:B-BEACH,1
FS:B-BERBATOV,1
FS:BARNET,1
FS:BSL,1
FS:BUSY,1
FS:BUTBT,1
FS:BUTT,1
FS:C-CHARLTON,1
FS:C-COMPANY,1
FS:C-INDCIPHERABLE,1
FS:CAMPBELL  ,1
FS:CANCER,1
FS:CCTV,1
FS:CHARLTONCA,1
FS:CHRIS,1
FS:CITY,1
FS:COAL,1
FS:COMA,1
FS:CORK,1
FS:D,1
FS:D-DULL,1
FS:DAYDY,1
FS:DELIRIOUSDELIROUS,1
FS:DIMITAR,1
FS:DULL,1
FS:EDINBURGHED,1
FS:FAIR,1
FS:FUN,1
FS:G-GOSSIP,1
FS:GAME,1
FS:H-HISTORY,1
FS:HISTORYHSRY,1
FS:HORROWELL        ,1
FS:INDECIPHERABLEB,1
FS:INDECIPHERABLED,1
FS:INDECIPHERABLESAB,1
FS:INDECIPHERABLESESI,1
FS:INDECIPHERABLESL,1
FS:J-JAMES,1
FS:K,1
FS:K-UNKNOWN,1
FS:L-LIGHT,1
FS:LIME,1
FS:LONGL-ASL,1
FS:M-MADRID,1
FS:MADRID ,1
FS:MAPMA,1
FS:MARYLEBONE ,1
FS:MENINGITIS,1
FS:MINT,1
FS:MSN,1
FS:OUT,1
FS:OXFORD,1
FS:P-INDECIPHERABLE,1
FS:P-PENCE,1
FS:PAKISTAN,1
FS:PASTYPESY,1
FS:PATSYPATSY,1
FS:POLIO,1
FS:PUPPYPUPY,1
FS:R-RULES,1
FS:RAD,1
FS:REAL,1
FS:RECESSION,1
FS:RUANE,1
FS:RUSSIA,1
FS:S-INDECIPHERABLE,1
FS:S-SOCIETY,1
FS:SAMINUR,1
FS:SCAN,1
FS:SESI,1
FS:SHISHA   ,1
FS:STREETST,1
FS:T,1
FS:T-INDECIPHERABLE,1
FS:T-TOO,1
FS:T-TRANSFER,1
FS:TERRY,1
FS:THAMES,1
FS:THOUSANDTH,1
FS:TONYTON,1
FS:TOO,1
FS:TUMOR,1
FS:U-UNITED,1
FS:UNKNOWN,1
FS:UNKNOWNGAMY,1
FS:UNKNOWNGLY,1
FS:W-WEATHER,1
FS:YASIR,1
G:CA,1
G:CA:ALERT,1
G:CA:BRAG,1
G:CA:BROWSE,1
G:CA:CONFUSED,1
G:CA:DRINK-FROM-BOTTLE,1
G:CA:DRINK-FROM-CUP,1
G:CA:ERM,1
G:CA:FEEL-MY-WAY,1
G:CA:FINGERSPELLING,1
G:CA:GIVE-TICKET,1
G:CA:GRIP-ARM,1
G:CA:GRIP-BACK,1
G:CA:HOLD-BOTTLE,1
G:CA:HOLD-KNIFE-TO-CUT,1
G:CA:HOLD-SHEET,1
G:CA:HOLD-TOOL,1
G:CA:HOLD-WHEELCHAIR,1
G:CA:IDLE,1
G:CA:LOOK-AHEAD,1
G:CA:LOOK-STARTLED,1
G:CA:NOT-ABLE,1
G:CA:OBJECT-MOVE,1
G:CA:PANIC,1
G:CA:POINT-AT-WATCH,1
G:CA:RAISE-ARM-TO-CHECK-WATCH,1
G:CA:READY,1
G:CA:STARE-AT-PEOPLE,1
G:CA:STARE-BACK,1
G:CA:STUNNED,1
G:CA:TAKE-BOTTLE,1
G:CA:TAKES-ITEM-OUT-OF-POCKET,1
G:CA:WAIT,1
G:CA:WANDER-AROUND,1
G:CA:WAVE-HAND,1
G:INDIFFERENT,1
G:WELL:,1
GIVE-UP,1
GO ,1
GO-DOWN,1
GONE,1
GOOD-TIME,1
GRAPES,1
GUESS,1
GUIDE,1
GUINNESS,1
HILLS,1
HOLD-ON,1
HORRIBLE,1
HOUR-FOUR,1
HOUR-THREE,1
HUNDRED-FOUR,1
HUNDRED-ONE,1
HUNGARY,1
IMPOSSIBLE,1
INDECIPHERABLEG:HEY,1
INSIDE,1
INTUITION,1
KNOCK-FOR-SIX,1
LAST-WEEK-TWO,1
LAST-YEAR-TWO,1
LBUOY-ONE,1
LEAD,1
LEAGUE,1
LETTER,1
LIE,1
LONG,1
LOOK-AROUND,1
LOST,1
LOT-HEAVY,1
LOW,1
LUGGAGE,1
MAGIC,1
MANLSE,1
MEDALLION,1
MELBOURNE,1
MENINGITIS,1
MERGE,1
MODIFY-BUOY,1
N:EIGHTEEN,1
N:EIGHTY-FOUREIGHT,1
N:EIGHTY-ONEEIGHT,1
N:FIVE,1
N:NINETEEN-EIGHTY-EIGHTNINETEEN,1
N:NINETEEN-SEVENTY-EIGHTNINETEEN,1
N:NINETEEN-SEVENTY-THREENINETEEN,1
N:NINETYNINE,1
N:SEVEN,1
N:TEN,1
NAUSEA,1
NEWS,1
NINTEEN,1
ONCE,1
ONE-MORE,1
OPEN-MINDED,1
OPPOSITE,1
OUT,1
OVER-WORK,1
PASS,1
PASS-BY,1
PBOUY,1
PERCENT,1
PERIODIC,1
PERIODIC-PAST,1
PERSONAL,1
POP-SINGER,1
PORTSMOUTH ,1
POTATO,1
PRESS-BUTTON,1
PROCESSING,1
PROGRESS,1
PROMISE,1
PT: ,1
PT:LAST,1
PT:LOC  ,1
PT:PBUOY,1
PT:POR3SG,1
PUT-UP-WITH,1
QUIET,1
RANKING-FOUR,1
RARE,1
RECOGNISE,1
RED,1
RELIEF,1
REPLACE,1
RICH,1
RIGHT ,1
RISE,1
ROOTS,1
ROTATE,1
ROYAL,1
RUGBY,1
SAY ,1
SAY-NOTHING,1
SCENE-GO-BY,1
SEE-HEAR,1
SELL,1
SETTLE,1
SMELLY,1
SN:BLACKPOOLFS:B-BLACKPOOL,1
SN:BURWOOD-PARKPARK,1
SN:CARLINGFS:C-CARLING,1
SN:CELTICSTRIPES,1
SN:CHARLTON-TOWNTOWN,1
SN:CHELSEAFS:C,1
SN:CHESTER,1
SN:CHRISFS:CHRIS,1
SN:CRISTIANOFS:C-CRISTIANO,1
SN:DANIELSFS:D-DANIELS,1
SN:DAVIDFS:D-DAVID,1
SN:DONALDSON,1
SN:FIFIKNOCK-FOR-SIX,1
SN:GARFIELDFS:G-GARFIELD,1
SN:HYDEFS:HYDEHY,1
SN:INDECIPHERABLEFS:B-INDECIPHERABLE,1
SN:INDECIPHERABLEFS:INDECIPHERABKLEK,1
SN:INDECIPHERABLEFS:S-INDECIPHERABLE,1
SN:INDECIPHERABLEFS:T-INDECIPHERABLE,1
SN:INTERIM-THEATRE,1
SN:MANCHESTER-UNITEDSN:MANCHESTER-UNITEDFS:M-MANCHESTER,1
SN:MARGATE,1
SN:MARYLEBONEFS:MB-MARYLEBONE,1
SN:MISSFS:M-MISS,1
SN:NORMANFS:N-NORMAN,1
SN:RONALDOFS:R-RONALDO,1
SN:RUANEFS:R-RUANE,1
SN:SUNDERLAND,1
